state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_AR,enrollmetric,pp_stloc_raw_AR,pp_fed_raw_AR,pp_total_raw_AR,schoolstloc_raw_AR,schoolfed_raw_AR,schooltot_raw_AR,pp_total_norm_NERDS,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
AR,2018-2019,3704000,3704013,LAFAYETTE COUNTY SCHOOL DISTRICT,Lafayette County High School,500065.0,500065.0,4503700300000.0,50006500727,238.0,07-12,4.0,238,Four Quarter ADA,12547.7716,1204.3565,13752.1279296875,2998728.7167,287823.0939,3286551.75,13871.60427,0,0,1,1,1,0,0
AR,2018-2019,2605000,2605033,LAKE HAMILTON SCHOOL DISTRICT,Lake Hamilton Elementary Sch,508610.0,508610.0,4502600500000.0,50861000573,632.0,02-03,2.0,634,Four Quarter ADA,7507.6158,1492.471,9000.0869140625,4766223.7677,947497.9592,5713721.5,9127.061179,0,0,1,1,1,0,0
AR,2018-2019,2605000,2605034,LAKE HAMILTON SCHOOL DISTRICT,Lake Hamilton High School,508610.0,508610.0,4502600500000.0,50861000575,996.0,10-12,4.0,979,Four Quarter ADA,10525.6059,965.0341,11490.6396484375,10305202.8328,944826.5813,11250029,11543.85859,0,0,1,1,1,0,0
AR,2018-2019,2605000,2605036,LAKE HAMILTON SCHOOL DISTRICT,Lake Hamilton Interm. School,508610.0,508610.0,4502600500000.0,50861001234,730.0,04-05,2.0,731,Four Quarter ADA,6770.6836,1290.0767,8060.76025390625,4952077.9563,943562.1272,5895640,8215.551774,0,0,1,1,1,0,0
AR,2018-2019,2605000,2605035,LAKE HAMILTON SCHOOL DISTRICT,Lake Hamilton Jr. High School,508610.0,508610.0,4502600500000.0,50861000574,725.0,08-09,3.0,713,Four Quarter ADA,7816.1405,1036.1214,8852.26171875,5575050.9889,739038.6269,6314089.5,8983.613685,0,0,1,1,1,0,0
AR,2018-2019,2605000,2605037,LAKE HAMILTON SCHOOL DISTRICT,Lake Hamilton Middle School,508610.0,508610.0,4502600500000.0,50861000138,686.0,06-07,3.0,688,Four Quarter ADA,7258.0874,1142.3785,8400.4658203125,4999302.3273,786859.5685,5786162,8545.197287,0,0,1,1,1,0,0
AR,2018-2019,2605000,2605038,LAKE HAMILTON SCHOOL DISTRICT,Lake Hamilton Primary School,508610.0,508610.0,4502600500000.0,50861000572,721.0,PK-01,1.0,651,Four Quarter ADA,7234.0315,1800.1727,9034.2041015625,4711229.9969,1172379.157,5883609,9160.168019,0,0,1,1,1,0,0
AR,2018-2019,2606000,2606044,LAKESIDE SCHOOL DISTRICT,Lakeside High School,508670.0,508670.0,4502600600000.0,50867001525,1333.0,08-12,4.0,1315,Four Quarter ADA,9383.7424,523.0926,9906.8349609375,12347628.4384,688313.155,13035942,10001.74909,0,0,1,1,1,0,0
AR,2018-2019,2606000,2606042,LAKESIDE SCHOOL DISTRICT,Lakeside Intermediate School,508670.0,508670.0,4502600600000.0,50867001401,802.0,02-04,2.0,797,Four Quarter ADA,7160.9353,1139.8648,8300.7998046875,5710405.2071,908972.0206,6619377,8443.275119,0,0,1,1,1,0,0
AR,2018-2019,2606000,2606043,LAKESIDE SCHOOL DISTRICT,Lakeside Middle School,508670.0,508670.0,4502600600000.0,50867000394,875.0,05-07,3.0,863,Four Quarter ADA,7187.1995,889.135,8076.33447265625,6209519.1931,768185.3097,6977704.5,8225.457112,0,0,1,1,1,0,0
AR,2018-2019,2606000,2606039,LAKESIDE SCHOOL DISTRICT,Lakeside Primary School,508670.0,508670.0,4502600600000.0,50867000580,593.0,PK-01,1.0,503,Four Quarter ADA,8543.8004,2827.2106,11371.0107421875,4301764.7214,1423487.6947,5725252.5,11422.56471,0,0,1,1,1,0,0
AR,2018-2019,903000,903007,LAKESIDE SCHOOL DISTRICT (CHICOT COUNTY),Eudora Elementary School,508640.0,508640.0,4500900400000.0,50864001215,110.0,KG-03,2.0,107,Four Quarter ADA,11129.3233,2641.6486,13770.9716796875,1199143.0642,284627.7842,1483770.875,13834.00107,0,0,1,1,1,0,0
AR,2018-2019,903000,903016,LAKESIDE SCHOOL DISTRICT (CHICOT COUNTY),Lakeside Elementary School,508640.0,508640.0,4500900400000.0,50864000576,445.0,PK-05,2.0,391,Four Quarter ADA,8337.495,2564.7659,10902.2607421875,3261827.1555,1003397.6673,4265225,11050.24425,0,0,1,1,1,0,0
AR,2018-2019,903000,903018,LAKESIDE SCHOOL DISTRICT (CHICOT COUNTY),Lakeside High School,508640.0,508640.0,4500900400000.0,50864000578,262.0,09-12,4.0,259,Four Quarter ADA,10922.5088,1799.6135,12722.1220703125,2831456.6153,466516.2144,3297972.75,12816.21214,0,0,1,1,1,0,0
AR,2018-2019,903000,903017,LAKESIDE SCHOOL DISTRICT (CHICOT COUNTY),Lakeside Middle School,508640.0,508640.0,4500900400000.0,50864000577,235.0,06-08,3.0,233,Four Quarter ADA,9092.1171,2120.5289,11212.646484375,2126605.4751,495982.2241,2622587.75,11351.43822,0,0,1,1,1,0,0
AR,2018-2019,3604000,3604018,LAMAR SCHOOL DISTRICT,Lamar Elementary School,508700.0,508700.0,4503600400000.0,50870000584,460.0,PK-03,2.0,398,Four Quarter ADA,6793.3711,2739.7176,9533.0888671875,2705623.5908,1091158.5047,3796782,9599.464559,0,0,1,1,1,0,0
AR,2018-2019,3604000,3604019,LAMAR SCHOOL DISTRICT,Lamar High School,508700.0,508700.0,4503600400000.0,50870000585,509.0,08-12,4.0,495,Four Quarter ADA,8156.9642,721.9033,8878.8671875,4045031.29,357991.198,4403022.5,8964.617025,0,0,1,1,1,0,0
AR,2018-2019,3604000,3604020,LAMAR SCHOOL DISTRICT,Lamar Middle School,508700.0,508700.0,4503600400000.0,50870000994,450.0,04-07,3.0,444,Four Quarter ADA,5899.868,1041.7874,6941.6552734375,2621420.6092,462885.4173,3084306,7084.773778,0,0,1,1,1,0,0
AR,2018-2019,6605000,6605056,LAVACA SCHOOL DISTRICT,Lavaca Elementary School,508730.0,508730.0,4506600500000.0,50873000586,349.0,PK-04,2.0,287,Four Quarter ADA,7714.1733,2327.8694,10042.04296875,2218143.8139,669358.7109,2887502.5,10130.57369,0,0,1,1,1,0,0
AR,2018-2019,6605000,6605057,LAVACA SCHOOL DISTRICT,Lavaca High School,508730.0,508730.0,4506600500000.0,50873000587,250.0,09-12,4.0,243,Four Quarter ADA,10139.0154,675.9328,10814.9482421875,2469482.2305,164631.7775,2634114,10880.59011,0,0,1,1,1,0,0
AR,2018-2019,6605000,6605058,LAVACA SCHOOL DISTRICT,Lavaca Middle School,508730.0,508730.0,4506600500000.0,50873000663,281.0,05-08,3.0,280,Four Quarter ADA,6629.0911,1079.8935,7708.984375,1862076.7957,303336.3916,2165413.25,7866.606378,0,0,1,1,1,0,0
AR,2018-2019,3810000,3810026,LAWRENCE COUNTY SCHOOL DISTRICT,Walnut Ridge Elementary School,500082.0,500082.0,4503800800000.0,50008201186,539.0,PK-06,2.0,483,Four Quarter ADA,7539.1222,1585.7808,9124.9033203125,3643112.6227,766293.2037,4409406,9250.50388,0,0,1,1,1,0,0
AR,2018-2019,3810000,3810027,LAWRENCE COUNTY SCHOOL DISTRICT,Walnut Ridge High School,500082.0,500082.0,4503800800000.0,50008201216,403.0,07-12,4.0,404,Four Quarter ADA,9894.021,660.7139,10554.7353515625,3998341.3273,267005.6863,4265347,10637.99281,0,0,1,1,1,0,0
AR,2018-2019,506000,506031,LEAD HILL SCHOOL DISTRICT,Lead Hill Elementary School,503420.0,503420.0,4500500300000.0,50342000102,189.0,PK-06,2.0,167,Four Quarter ADA,9555.9987,2246.3175,11802.31640625,1603317.4027,376889.9642,1980207.375,11880.41668,0,0,1,1,1,0,0
AR,2018-2019,506000,506032,LEAD HILL SCHOOL DISTRICT,Lead Hill High School,503420.0,503420.0,4500500300000.0,50342000103,192.0,07-12,4.0,190,Four Quarter ADA,10038.3714,1469.3547,11507.7265625,1907667.0073,279232.4958,2186899.5,11594.55083,0,0,1,1,1,0,0
AR,2018-2019,3904000,3904011,LEE COUNTY SCHOOL DISTRICT,Lee High School,509360.0,509360.0,4503900500000.0,50936000675,310.0,07-12,4.0,276,Four Quarter ADA,11974.8301,2496.4575,14471.2880859375,3316205.2422,691347.2091,4007552.5,14565.1003,0,0,1,1,1,0,0
AR,2018-2019,3904000,3904010,LEE COUNTY SCHOOL DISTRICT,Whitten Elementary School,509360.0,509360.0,4503900500000.0,50936001554,441.0,PK-06,2.0,378,Four Quarter ADA,10258.3481,3644.1785,13902.5263671875,3886527.8878,1380651.2809,5267179,14013.18191,0,0,1,1,1,0,0
AR,2018-2019,7205000,7205031,LINCOLN SCHOOL DISTRICT,Lincoln Elementary School,508940.0,508940.0,4507200500000.0,50894000600,360.0,PK-03,2.0,312,Four Quarter ADA,7826.5481,2436.9402,10263.48828125,2446554.6778,761779.9413,3208334.5,10330.61493,0,0,1,1,1,0,0
AR,2018-2019,7205000,7205706,LINCOLN SCHOOL DISTRICT,Lincoln High School,508940.0,508940.0,4507200500000.0,50894001569,481.0,08-12,4.0,473,Four Quarter ADA,8171.5871,1417.1923,9588.779296875,3865730.787,670430.811,4536161.5,9675.886803,0,0,1,1,1,0,0
AR,2018-2019,7205000,7205033,LINCOLN SCHOOL DISTRICT,Lincoln Middle School,508940.0,508940.0,4507200500000.0,50894001363,343.0,04-08,3.0,341,Four Quarter ADA,7984.9979,1690.1458,9675.1435546875,2730745.4952,578003.6577,3308749.25,9759.693467,0,0,1,1,1,0,0
AR,2018-2019,6041700,6041702,LISA ACADEMY CHARTER,Lisa Academy,500074.0,500074.0,,50007401030,327.0,07-08,3.0,323,Four Quarter ADA,8862.7168,541.5747,9404.291015625,2862788.836,174936.6521,3037725.5,9007.251673,0,0,1,1,1,0,0
AR,2018-2019,6041700,6041707,LISA ACADEMY CHARTER,Lisa Academy Chenal,500074.0,500074.0,,50007401624,607.0,KG-06,2.0,596,Four Quarter ADA,7363.41,1140.418,8503.828125,4394966.6505,680676.3815,5075643,8133.455124,0,0,1,1,1,0,0
AR,2018-2019,6041700,6041703,LISA ACADEMY CHARTER,Lisa Academy High,500074.0,500074.0,,50007401107,440.0,09-12,4.0,428,Four Quarter ADA,8820.6351,508.5595,9329.1943359375,3779348.1012,217900.7779,3997249,8934.378909,0,0,1,1,1,0,0
AR,2018-2019,6041700,6041701,LISA ACADEMY CHARTER,Lisa Academy North Elementary Charter School,500074.0,500074.0,,50007401485,423.0,KG-05,2.0,423,Four Quarter ADA,4818.2598,1177.8787,5996.138671875,2042299.7127,499263.5115,2541563.25,5700.028481,0,0,1,1,1,1,0
AR,2018-2019,6041700,6041706,LISA ACADEMY CHARTER,Lisa Academy North High Charter School,500074.0,500074.0,,50007401501,184.0,09-12,4.0,181,Four Quarter ADA,11799.9075,72.2623,11872.169921875,2139192.112,13100.3548,2152292.5,11402.04672,0,0,1,1,1,0,0
AR,2018-2019,6041700,6041705,LISA ACADEMY CHARTER,Lisa Academy North Middle Charter School,500074.0,500074.0,,50007401473,237.0,06-08,3.0,236,Four Quarter ADA,8571.0669,942.6345,9513.701171875,2025628.8175,222775.9424,2248404.75,9113.421752,0,0,1,1,1,0,0
AR,2018-2019,6041700,6041708,LISA ACADEMY CHARTER,LISA ACADEMY SPRINGDALE,500074.0,500074.0,,50007401672,,KG-08,3.0,NRD,Four Quarter ADA,NRD,NRD,NRD,NRD,NRD,NRD,,0,0,1,1,1,1,0
AR,2018-2019,6049700,6049701,LITTLE ROCK PREPARATORY ACADEMY,Little Rock Prep Academy Elementary,500403.0,500403.0,,50040301567,240.0,KG-04,2.0,221,Four Quarter ADA,9177.1267,2075.0036,11252.1298828125,2030629.0451,459137.46,2489766.5,10918.78759,0,0,1,1,1,0,0
AR,2018-2019,6049700,6049702,LITTLE ROCK PREPARATORY ACADEMY,Little Rock Prep Academy Middle,500403.0,500403.0,,50040301500,121.0,05-08,3.0,110,Four Quarter ADA,10735.3789,707.6206,11442.9990234375,1182344.5849,77934.03,1260278.625,11104.00432,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001017,LITTLE ROCK SCHOOL DISTRICT,Bale Elementary School,509000.0,509000.0,4506000100000.0,50900001188,394.0,KG-05,2.0,404,Four Quarter ADA,9189.9145,2621.7252,11811.6396484375,3715537.3065,1059979.1553,4775516.5,10863.45442,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001052,LITTLE ROCK SCHOOL DISTRICT,Baseline Elementary School,509000.0,509000.0,4506000100000.0,50900001378,370.0,KG-05,2.0,378,Four Quarter ADA,9096.2099,6162.243,15258.453125,3440287.7411,2330628.8022,5770916.5,14208.19383,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001006,LITTLE ROCK SCHOOL DISTRICT,Booker Arts Magnet Elem. Sch.,509000.0,509000.0,4506000100000.0,50900000604,436.0,PK-05,2.0,393,Four Quarter ADA,10860.9912,3386.4465,14247.4375,4275096.8729,1332971.0505,5608068,13227.11846,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001018,LITTLE ROCK SCHOOL DISTRICT,Brady Elementary School,509000.0,509000.0,4506000100000.0,50900000605,405.0,PK-05,2.0,356,Four Quarter ADA,10032.3899,3798.6554,13831.044921875,3571830.2945,1352434.7114,4924265,12823.05695,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001021,LITTLE ROCK SCHOOL DISTRICT,Carver Magnet Elem. School,509000.0,509000.0,4506000100000.0,50900000606,410.0,PK-05,2.0,260,Four Quarter ADA,12826.0149,7526.8355,20352.849609375,3346154.1573,1963661.5044,5309815.5,19151.72467,0,0,1,1,1,1,0
AR,2018-2019,6001000,6001001,LITTLE ROCK SCHOOL DISTRICT,Central High School,509000.0,509000.0,4506000100000.0,50900000607,2466.0,09-12,4.0,2442,Four Quarter ADA,9649.9132,1356.6518,11006.5654296875,23572865.679,3314037.1909,26886902,10082.2217,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001079,LITTLE ROCK SCHOOL DISTRICT,Chicot Elementary School,509000.0,509000.0,4506000100000.0,50900001463,805.0,PK-05,2.0,580,Four Quarter ADA,9488.9621,4350.7709,13839.7333984375,5507067.8682,2525038.0725,8032106,12831.48812,0,0,1,1,1,1,0
AR,2018-2019,6001000,6001077,LITTLE ROCK SCHOOL DISTRICT,Cloverdale Middle School,509000.0,509000.0,4506000100000.0,50900001387,508.0,06-08,3.0,507,Four Quarter ADA,12673.5704,3004.098,15677.66796875,6436660.5262,1525723.1076,7962383.5,14614.99403,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001055,LITTLE ROCK SCHOOL DISTRICT,David O. Dodd Elementary School,509000.0,509000.0,4506000100000.0,50900001381,290.0,PK-05,2.0,234,Four Quarter ADA,10922.0479,4240.3558,15162.4033203125,2562116.8236,994711.5219,3556828.25,14114.98845,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001073,LITTLE ROCK SCHOOL DISTRICT,Don Roberts Elementary School,509000.0,509000.0,4506000100000.0,50900001528,937.0,KG-05,2.0,940,Four Quarter ADA,8446.2167,2088.8362,10535.052734375,7939821.9014,1963599.5443,9903421,9624.672398,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001007,LITTLE ROCK SCHOOL DISTRICT,Dunbar Magnet Middle School,509000.0,509000.0,4506000100000.0,50900000608,561.0,06-08,3.0,550,Four Quarter ADA,11645.8039,2224.3352,13870.138671875,6405192.1707,1223384.3452,7628576.5,12860.99297,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001023,LITTLE ROCK SCHOOL DISTRICT,Fair Park Early Childhood Ctr,509000.0,509000.0,4506000100000.0,50900000609,196.0,PK-PK,1.0,NRD,Four Quarter ADA,NRD,NRD,NRD,NRD,NRD,NRD,,0,0,1,1,1,1,0
AR,2018-2019,6001000,6001075,LITTLE ROCK SCHOOL DISTRICT,Forest Heights Stem Academy,509000.0,509000.0,4506000100000.0,50900001601,706.0,KG-08,3.0,711,Four Quarter ADA,10330.5294,1686.5458,12017.0751953125,7350402.915,1200015.1,8550418,11062.80619,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001024,LITTLE ROCK SCHOOL DISTRICT,Forest Park Elementary School,509000.0,509000.0,4506000100000.0,50900000611,455.0,PK-05,2.0,414,Four Quarter ADA,9200.7403,1771.1298,10971.8701171875,3812264.9564,733855.7288,4546120.5,10048.55385,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001048,LITTLE ROCK SCHOOL DISTRICT,Fulbright Elementary School,509000.0,509000.0,4506000100000.0,50900001189,602.0,PK-05,2.0,533,Four Quarter ADA,8927.1896,3107.2862,12034.4755859375,4766453.0175,1659058.9237,6425512,11079.69128,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001080,LITTLE ROCK SCHOOL DISTRICT,Geyer Springs Early Childhood Center,509000.0,509000.0,4506000100000.0,50900001626,286.0,PK-PK,1.0,NRD,Four Quarter ADA,NRD,NRD,NRD,NRD,NRD,NRD,,0,0,1,1,1,1,0
AR,2018-2019,6001000,6001027,LITTLE ROCK SCHOOL DISTRICT,Gibbs Magnet Elementary School,509000.0,509000.0,4506000100000.0,50900000614,293.0,PK-05,2.0,270,Four Quarter ADA,11687.6594,2334.0783,14021.7373046875,3163605.1642,631786.2213,3795391.5,13008.10216,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001002,LITTLE ROCK SCHOOL DISTRICT,Hall High School,509000.0,509000.0,4506000100000.0,50900000616,945.0,09-12,4.0,921,Four Quarter ADA,12674.4326,3299.5107,15973.943359375,11683745.9914,3041607.1217,14725353,14902.49551,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001013,LITTLE ROCK SCHOOL DISTRICT,Henderson Middle School,509000.0,509000.0,4506000100000.0,50900000617,495.0,06-08,3.0,473,Four Quarter ADA,14015.8936,3190.6262,17206.51953125,6636998.3684,1510869.1468,8147867.5,16098.57013,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001063,LITTLE ROCK SCHOOL DISTRICT,J.A. Fair High School,509000.0,509000.0,4506000100000.0,50900001389,726.0,09-12,4.0,722,Four Quarter ADA,12481.53,3412.7111,15894.2412109375,9016228.786,2465225.3726,11481454,14825.15366,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001030,LITTLE ROCK SCHOOL DISTRICT,Jefferson Elementary School,509000.0,509000.0,4506000100000.0,50900000619,391.0,PK-05,2.0,351,Four Quarter ADA,9922.2371,2649.9981,12572.2353515625,3492405.3153,932739.9964,4425145.5,11601.52581,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001035,LITTLE ROCK SCHOOL DISTRICT,M.L. King Magnet Elem. School,509000.0,509000.0,4506000100000.0,50900000176,416.0,PK-05,2.0,302,Four Quarter ADA,11831.8613,6288.749,18120.609375,3581875.2602,1903801.4357,5485676.5,16985.59008,0,0,1,1,1,1,0
AR,2018-2019,6001000,6001057,LITTLE ROCK SCHOOL DISTRICT,Mabelvale Elementary School,509000.0,509000.0,4506000100000.0,50900001383,524.0,KG-05,2.0,523,Four Quarter ADA,8853.0412,2425.0651,11278.1064453125,4632783.2511,1269032.9581,5901816,10345.72129,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001062,LITTLE ROCK SCHOOL DISTRICT,Mabelvale Middle School,509000.0,509000.0,4506000100000.0,50900001388,598.0,06-08,3.0,598,Four Quarter ADA,10888.8297,2705.4547,13594.2841796875,6519971.1935,1619961.6723,8139933,12593.30765,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001003,LITTLE ROCK SCHOOL DISTRICT,Mann Magnet Middle School,509000.0,509000.0,4506000100000.0,50900000621,759.0,06-08,3.0,761,Four Quarter ADA,10493.9808,1800.9027,12294.8837890625,7990696.4669,1371306.7614,9362003,11332.38775,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001064,LITTLE ROCK SCHOOL DISTRICT,McClellan Magnet High School,509000.0,509000.0,4506000100000.0,50900001390,690.0,09-12,4.0,678,Four Quarter ADA,13581.3947,3190.3269,16771.720703125,9213557.3709,2164303.5102,11377861,15676.64745,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001020,LITTLE ROCK SCHOOL DISTRICT,McDermott Elementary School,509000.0,509000.0,4506000100000.0,50900000622,383.0,PK-05,2.0,340,Four Quarter ADA,9915.0154,3622.9504,13537.9658203125,3376654.6771,1233830.8916,4610485.5,12538.6571,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001033,LITTLE ROCK SCHOOL DISTRICT,Meadowcliff Elementary School,509000.0,509000.0,4506000100000.0,50900000623,278.0,KG-05,2.0,278,Four Quarter ADA,9798.3365,2919.3404,12717.6767578125,2727081.7849,812513.4375,3539595.25,11742.66011,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001004,LITTLE ROCK SCHOOL DISTRICT,METROPOLITAN VO-TECH SCHOOL,509000.0,509000.0,4506000100000.0,50900000453,0.0,09-12,4.0,NRD,Four Quarter ADA,NRD,NRD,NRD,NRD,NRD,NRD,,0,0,1,1,1,1,0
AR,2018-2019,6001000,6001058,LITTLE ROCK SCHOOL DISTRICT,Otter Creek Elementary School,509000.0,509000.0,4506000100000.0,50900001384,414.0,KG-05,2.0,405,Four Quarter ADA,9704.3268,2401.8846,12106.2109375,3937711.6658,974609.4754,4912321,11149.30226,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001005,LITTLE ROCK SCHOOL DISTRICT,Parkview Magnet High School,509000.0,509000.0,4506000100000.0,50900000627,1115.0,09-12,4.0,1095,Four Quarter ADA,11382.5147,1418.9352,12801.4501953125,12468270.6443,1554284.7131,14022555,11823.95268,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001081,LITTLE ROCK SCHOOL DISTRICT,PINNACLE VIEW HIGH SCHOOL,509000.0,509000.0,4506000100000.0,50900001679,,09-09,3.0,NRD,Four Quarter ADA,NRD,NRD,NRD,NRD,NRD,NRD,,0,0,1,1,1,1,0
AR,2018-2019,6001000,6001076,LITTLE ROCK SCHOOL DISTRICT,Pinnacle View Middle School,509000.0,509000.0,4506000100000.0,50900001628,826.0,06-08,3.0,824,Four Quarter ADA,10280.7511,2208.6703,12489.421875,8471875.9619,1820059.7407,10291936,11521.16478,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001038,LITTLE ROCK SCHOOL DISTRICT,Pulaski Heights Elem. School,509000.0,509000.0,4506000100000.0,50900001190,280.0,KG-05,2.0,272,Four Quarter ADA,9633.8825,1619.9595,11253.841796875,2623435.6302,441136.7291,3064572.25,10322.17521,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001010,LITTLE ROCK SCHOOL DISTRICT,Pulaski Heights Middle School,509000.0,509000.0,4506000100000.0,50900000628,589.0,06-08,3.0,596,Four Quarter ADA,11454.1823,2291.7547,13745.9365234375,6836266.2673,1367801.2987,8204067.5,12740.46895,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001050,LITTLE ROCK SCHOOL DISTRICT,Rockefeller Incentive Elem.,509000.0,509000.0,4506000100000.0,50900001217,396.0,PK-05,2.0,212,Four Quarter ADA,14201.7143,9580.9111,23782.625,3014472.8273,2033655.6353,5048128.5,22479.93056,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001040,LITTLE ROCK SCHOOL DISTRICT,Romine Interdist. Elem. School,509000.0,509000.0,4506000100000.0,50900000630,321.0,PK-05,2.0,264,Four Quarter ADA,10790.5861,4651.1122,15441.6982421875,2857492.1476,1231676.981,4089169.25,14386.01232,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001041,LITTLE ROCK SCHOOL DISTRICT,Stephens Elementary,509000.0,509000.0,4506000100000.0,50900000876,513.0,PK-05,2.0,444,Four Quarter ADA,9778.6853,3974.9524,13753.6376953125,4343560.6492,1765620.4433,6109181,12747.94206,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001047,LITTLE ROCK SCHOOL DISTRICT,Terry Elementary School,509000.0,509000.0,4506000100000.0,50900000633,473.0,PK-05,2.0,404,Four Quarter ADA,9892.3335,3172.2003,13064.5341796875,3999234.178,1282444.8457,5281679,12079.24568,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001059,LITTLE ROCK SCHOOL DISTRICT,Wakefield Elementary School,509000.0,509000.0,4506000100000.0,50900001385,485.0,KG-05,2.0,488,Four Quarter ADA,8592.1343,1933.8519,10525.986328125,4193153.9208,943763.0375,5136917,9615.874484,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001042,LITTLE ROCK SCHOOL DISTRICT,Washington Magnet Elem. School,509000.0,509000.0,4506000100000.0,50900001409,388.0,PK-05,2.0,330,Four Quarter ADA,12075.1878,4973.5034,17048.69140625,3996346.4963,1646006.9421,5642353.5,15945.41593,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001078,LITTLE ROCK SCHOOL DISTRICT,Watson Elementary School,509000.0,509000.0,4506000100000.0,50900001474,494.0,KG-05,2.0,495,Four Quarter ADA,8944.1687,1626.5462,10570.71484375,4428564.9421,805358.8708,5233924,9659.278408,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001029,LITTLE ROCK SCHOOL DISTRICT,Western Hills Elem. School,509000.0,509000.0,4506000100000.0,50900000635,306.0,PK-05,2.0,272,Four Quarter ADA,10593.2264,2620.3053,13213.53125,2888630.5521,714522.054,3603152.5,12223.83035,0,0,1,1,1,0,0
AR,2018-2019,6001000,6001043,LITTLE ROCK SCHOOL DISTRICT,Williams Magnet Elem. School,509000.0,509000.0,4506000100000.0,50900000636,443.0,KG-05,2.0,441,Four Quarter ADA,9437.6796,1383.6631,10821.3427734375,4167158.1169,610949.2292,4778107.5,9902.484233,0,0,1,1,1,0,0
AR,2018-2019,4301000,4301027,LONOKE SCHOOL DISTRICT,Lonoke Elementary School,509060.0,509060.0,4504300600000.0,50906000641,360.0,03-05,2.0,363,Four Quarter ADA,6931.9843,1277.285,8209.26953125,2516724.1347,463730.7214,2980454.75,8339.936232,0,0,1,1,1,0,0
AR,2018-2019,4301000,4301029,LONOKE SCHOOL DISTRICT,Lonoke High School,509060.0,509060.0,4504300600000.0,50906000642,558.0,09-12,4.0,551,Four Quarter ADA,8959.264,922.6422,9881.90625,4943149.544,509055.0383,5452204.5,9963.039424,0,0,1,1,1,0,0
AR,2018-2019,4301000,4301028,LONOKE SCHOOL DISTRICT,Lonoke Middle School,509060.0,509060.0,4504300600000.0,50906000643,396.0,06-08,3.0,400,Four Quarter ADA,7494.9748,1042.6893,8537.6640625,2999375.3625,417268.4437,3416643.75,8658.605675,0,0,1,1,1,0,0
AR,2018-2019,4301000,4301030,LONOKE SCHOOL DISTRICT,Lonoke Primary School,509060.0,509060.0,4504300600000.0,50906000644,466.0,PK-02,2.0,405,Four Quarter ADA,6537.117,2215.4266,8752.5439453125,2651483.9288,898586.9466,3550071,8867.122097,0,0,1,1,1,0,0
AR,2018-2019,4202000,4202007,MAGAZINE SCHOOL DISTRICT,Magazine Elementary School,509150.0,509150.0,4504200300000.0,50915000649,334.0,PK-06,2.0,264,Four Quarter ADA,7957.261,2192.0276,10149.2890625,2104511.8964,579740.7216,2684252.5,10139.99329,0,0,1,1,1,0,0
AR,2018-2019,4202000,4202008,MAGAZINE SCHOOL DISTRICT,Magazine High School,509150.0,509150.0,4504200300000.0,50915000650,252.0,07-12,4.0,248,Four Quarter ADA,10577.502,1067.9747,11645.4765625,2631194.3136,265662.8084,2896857,11591.87263,0,0,1,1,1,0,0
AR,2018-2019,3003000,3003013,MAGNET COVE SCHOOL DIST.,Magnet Cove Elementary School,509190.0,509190.0,4503000300000.0,50919000651,420.0,PK-06,2.0,397,Four Quarter ADA,8159.8456,977.6731,9137.5185546875,3240372.1256,388245.6712,3628617.75,9259.488419,0,0,1,1,1,0,0
