state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_AZ,enrollmetric,pp_stloc_raw_AZ,pp_fed_raw_AZ,pp_total_raw_AZ,schoolstloc_raw_AZ,schoolfed_raw_AZ,schooltot_raw_AZ,pp_total_norm_NERDS,pppersonnel_raw_AZ,ppnonpersonnel_raw_AZ,ppperfed_raw_AZ,ppperstloc_raw_AZ,ppnonperfed_raw_AZ,ppnonperstloc_raw_AZ,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
AZ,2018-2019,4246,79574,Deer Valley Unified District,Sierra Verde STEAM Academy,407750.0,407750.0,3500750100000.0,40775002127.0,1032.0,PK-08,3.0,1032,October Count Day,7292.47528852383,322.278120199638,7614.75340872348,7525834.4977566,332591.020046026,7858425.51780263,7844.05,6326.78471905337,1287.96868967009,267.443129365568,6059.34158968781,54.83499083407,1233.13369883603,1,1,1,1,0,0,0
AZ,2018-2019,4246,92907,Deer Valley Unified District,Sonoran Foothills School,407750.0,407750.0,3500750100000.0,40775003463.0,984.0,PK-08,3.0,984,October Count Day,7159.74555964493,267.689606491456,7427.43516613639,7045189.63069061,263406.572787592,7308596.2034782,7656.74,6190.19194669864,1237.24321943774,212.39179818983,5977.80014850881,55.2978083016261,1181.94541113612,1,1,1,1,0,0,0
AZ,2018-2019,4246,79573,Deer Valley Unified District,Stetson Hills School,407750.0,407750.0,3500750100000.0,40775002128.0,1048.0,PK-08,3.0,1048,October Count Day,7152.66175037133,241.056055366447,7393.71780573777,7495989.51438915,252626.746024036,7748616.26041318,7623.02,6131.90109765749,1261.81670808028,185.878958985475,5946.02213867202,55.1770963809723,1206.63961169931,1,1,1,1,0,0,0
AZ,2018-2019,4246,5147,Deer Valley Unified District,Sunrise Elementary School-Deer Valley Unified District,407750.0,407750.0,3500750100000.0,40775001048.0,555.0,PK-06,2.0,555,October Count Day,8822.64530280492,1350.43298751032,10173.0782903152,4896568.14305673,749490.308068231,5646058.45112493,10402.38,8830.92922661788,1342.14906369735,1180.44299534831,7650.48623126958,169.989992162016,1172.15907153534,1,1,1,1,0,0,0
AZ,2018-2019,4246,81017,Deer Valley Unified District,Sunset Ridge School,407750.0,407750.0,3500750100000.0,40775003099.0,801.0,PK-08,3.0,801,October Count Day,7823.25412644885,307.711071337888,8130.96519778674,6266426.55528552,246476.568141648,6512903.12342717,8360.27,6895.67865956468,1235.28653822205,253.295864920805,6642.38279464388,54.4152064170836,1180.87133180497,1,1,1,1,0,0,0
AZ,2018-2019,4246,81016,Deer Valley Unified District,Terramar Academy of the Arts,407750.0,407750.0,3500750100000.0,40775003098.0,1002.0,PK-08,3.0,1002,October Count Day,7204.84041107286,275.104950483533,7479.9453615564,7219250.091895,275655.1603845,7494905.25227951,7709.25,6251.63273294545,1228.31262861093,219.263802555975,6032.36893038948,55.8411479275586,1172.47148068338,1,1,1,1,0,0,0
AZ,2018-2019,4246,5143,Deer Valley Unified District,Village Meadows Elementary School-Deer Valley Unified District,407750.0,407750.0,3500750100000.0,40775000684.0,569.0,PK-06,2.0,569,October Count Day,7938.19733697623,1114.30118130735,9052.49851828359,4516834.28473947,634037.372163885,5150871.65690336,9281.8,7764.77417637959,1287.72434190399,928.379275112514,6836.39490126708,185.921906194841,1101.80243570915,1,1,1,1,0,0,0
AZ,2018-2019,4246,92525,Deer Valley Unified District,Vista Peak,407750.0,407750.0,3500750100000.0,40775003454.0,83.0,PK-12,4.0,83,October Count Day,29476.0320572197,1018.65186345508,30494.6839206749,2446510.66074924,84548.104666772,2531058.76541601,30723.99,29066.8054521348,1427.87846853996,973.091724717481,28093.7137274174,45.5601387376035,1382.31832980236,1,1,1,1,0,0,0
AZ,2018-2019,4246,87528,Deer Valley Unified District,West Wing School,407750.0,407750.0,3500750100000.0,40775002486.0,1042.0,KG-08,3.0,1042,October Count Day,6901.79802372356,311.045925845659,7212.84394956922,7191673.54071995,324109.854731176,7515783.39545112,7442.15,5967.886423402,1244.95752616721,255.099931003652,5712.78649239835,55.945994842007,1189.01153132521,1,1,1,1,0,0,0
AZ,2018-2019,81099,78950,Desert Heights Charter Schools,Desert Heights Charter School,400610.0,400610.0,,40061002056.0,407.0,KG-04,2.0,408,October Count Day,6269.70851097898,427.158955593689,6696.86746657266,2558041.07247942,174280.853882225,2732321.92636164,6965.27,5549.29414014458,1147.57332642808,402.615524752042,5146.67861539254,24.5434308416472,1123.02989558644,1,1,1,1,0,0,0
AZ,2018-2019,81099,92249,Desert Heights Charter Schools,Desert Heights Preparatory Academy,400610.0,400610.0,,40061003363.0,484.0,05-12,4.0,484,October Count Day,5657.00523930249,385.414296014072,6042.41953531657,2737990.5358224,186540.519270811,2924531.05509321,6310.82,5006.99245650258,1035.42707881397,363.271185810026,4643.72127069256,22.1431102040464,1013.28396860993,1,1,1,1,0,0,0
AZ,2018-2019,79441,79442,"Desert Rose Academy,Inc.",Desert Rose Academy Charter School,400322.0,400322.0,,40032202205.0,187.0,09-12,4.0,187,October Count Day,7713.11168240768,0,7713.11168240768,1442351.88461023,0,1442351.88461023,,5864.20838056522,1848.90330184246,0,5864.20838056522,0,1848.90330184246,1,1,1,1,0,1,1
AZ,2018-2019,88308,88309,"Desert Sky Community School, Inc.",Desert Sky Community School,400448.0,400448.0,,40044802638.0,49.0,KG-05,2.0,49,October Count Day,9145.0671573999,388.672013362102,9533.73917076201,448108.290712595,19044.928654743,467153.219367338,,6372.24868404582,3161.49048671617,89.4667464710045,6282.78193757482,299.205266891098,2862.28521982508,1,1,1,1,0,1,1
AZ,2018-2019,92302,92303,Desert Star Academy,Desert Star Academy,400922.0,400922.0,,40092203458.0,442.0,KG-08,3.0,442,October Count Day,7897.25511448962,683.441304305041,8580.69641879466,3490586.76060441,302081.056502828,3792667.81710723,7837.1,5750.03094392828,2830.66547486637,526.181182063628,5223.84976186466,157.260122241413,2673.40535262496,1,1,1,1,0,0,0
AZ,2018-2019,88321,88322,"Desert Star Community School, Inc.",Desert Star Community School,400439.0,400439.0,,40043902644.0,185.0,KG-08,3.0,185,October Count Day,8140.13044069616,765.026719595881,8905.15716029204,1505924.13152878,141529.943125237,1647454.07465402,8167.57,6755.63532866291,2149.52183162912,713.367233958832,6042.26809470408,51.659485637049,2097.86234599208,1,1,1,1,0,0,0
AZ,2018-2019,6258,10807,"Destiny School, Inc.",Destiny School,400339.0,400339.0,,40033901939.0,327.0,KG-08,3.0,327,October Count Day,7654.76071825595,2487.57822231875,10142.3389405747,2503106.75486969,813438.078698231,3316544.83356792,9366.97,8059.14205072721,2083.19688984749,1919.94810975585,6139.19394097136,567.6301125629,1515.5667772846,1,1,1,1,0,0,0
AZ,2018-2019,6357,4898,Discovery Plus Academy,Discovery Plus Academy,400141.0,400141.0,,40014101657.0,107.0,KG-05,2.0,107,October Count Day,7567.92484760352,1414.44390276431,8982.36875036784,809767.958693576,151345.497595782,961113.456289358,,7063.6637621927,1918.70498817513,1083.11050917474,5980.55325301796,331.333393589579,1587.37159458556,1,1,1,1,0,1,1
AZ,2018-2019,4179,4787,Double Adobe Elementary District,Double Adobe Elementary School,402490.0,402490.0,3500200900000.0,40249000183.0,37.0,PK-08,3.0,37,October Count Day,-10743.1675614305,-773.192533646401,-11516.3600950769,-397497.19977293,-28608.1237449168,-426105.323517845,,-10297.5474568928,-1218.81263818413,-620.73731670014,-9676.81014019267,-152.455216946261,-1066.35742123787,1,1,1,1,0,1,1
AZ,2018-2019,4174,4765,Douglas Unified District,Clawson School,402530.0,402530.0,3500201000000.0,40253000186.0,349.0,KG-05,2.0,349,October Count Day,6561.86777253642,1022.92226016616,7584.79003270259,2290091.85261521,356999.868797991,2647091.7214132,6625.35,6090.81755611726,1493.97247658531,820.248336986059,5270.56921913121,202.673923180106,1291.29855340521,1,1,1,1,0,0,0
AZ,2018-2019,4174,4773,Douglas Unified District,Douglas High School,402530.0,402530.0,3500201000000.0,40253000187.0,1525.0,09-12,4.0,1525,October Count Day,7851.04698617795,723.962611615004,8575.00959779295,11972846.6539213,1104042.98271288,13076889.6366342,7615.57,6573.50642332806,2001.50317446488,522.948091212587,6050.55833211548,201.014520402417,1800.48865406247,1,1,1,1,0,0,0
AZ,2018-2019,4174,4764,Douglas Unified District,Early Learning Center,402530.0,402530.0,3500201000000.0,40253000184.0,149.0,PK-PK,1.0,149,October Count Day,2615.35803985129,428.897984716988,3044.25602456828,389688.347937842,63905.7997228312,453594.147660673,2084.817288,1718.84180143295,1325.41422313532,283.408285184845,1435.43351624811,145.489699532143,1179.92452360318,1,1,1,1,0,1,0
AZ,2018-2019,4174,4767,Douglas Unified District,Faras Elementary School,402530.0,402530.0,3500201000000.0,40253000191.0,168.0,KG-05,2.0,168,October Count Day,9454.58374997403,2346.46372520976,11801.0474751838,1588370.06999563,394205.90583524,1982575.97583087,10841.61,10180.1326773492,1620.91479783452,2090.25097252626,8089.88170482301,256.212752683506,1364.70204515102,1,1,1,1,0,0,0
AZ,2018-2019,4174,4766,Douglas Unified District,Joe Carlson Elementary School,402530.0,402530.0,3500201000000.0,40253000190.0,411.0,KG-06,2.0,411,October Count Day,6916.75496629353,1458.58183090246,8375.33679719599,2842786.29114664,599477.132500911,3442263.42364755,7415.9,6847.58011760761,1527.75667958838,1248.26409181728,5599.31602579033,210.317739085181,1317.4389405032,1,1,1,1,0,0,0
AZ,2018-2019,4174,4771,Douglas Unified District,Paul H Huber Jr High School,402530.0,402530.0,3500201000000.0,40253000185.0,479.0,06-08,3.0,479,October Count Day,7481.45855865345,922.632922276728,8404.09148093019,3583618.649595,441941.169770552,4025559.81936556,7444.65,6833.88441079354,1570.20707013663,748.50759819555,6085.376812598,174.125324081178,1396.08174605546,1,1,1,1,0,0,0
AZ,2018-2019,4174,4770,Douglas Unified District,Ray Borane Middle School,402530.0,402530.0,3500201000000.0,40253000194.0,430.0,06-08,3.0,430,October Count Day,7026.4243887172,985.707625494784,8012.13201421198,3021362.48714839,423854.278962757,3445216.76611115,7052.69,6500.74550589801,1511.38650831396,800.426078872735,5700.31942702528,185.281546622049,1326.10496169192,1,1,1,1,0,0,0
AZ,2018-2019,4174,4768,Douglas Unified District,Sarah Marley School,402530.0,402530.0,3500201000000.0,40253000192.0,288.0,KG-05,2.0,288,October Count Day,6764.97268835021,1556.21584614526,8321.18853449547,1948312.13424486,448190.163689835,2396502.29793469,7361.75,6682.41235303337,1638.7761814621,1292.95549499159,5389.45685804178,263.260351153671,1375.51583030843,1,1,1,1,0,0,0
AZ,2018-2019,4174,4769,Douglas Unified District,Stevenson Elementary School-Douglas Unified District,402530.0,402530.0,3500201000000.0,40253000193.0,431.0,KG-05,2.0,431,October Count Day,6667.07245360741,1130.55096480628,7797.62341841371,2873508.22750479,487267.46583151,3360775.6933363,6838.18,6316.54056959703,1481.08284881666,920.761460085647,5395.77910951139,209.789504720641,1271.29334409602,1,1,1,1,0,0,0
AZ,2018-2019,4228,4902,Duncan Unified District,Duncan Elementary,402600.0,402600.0,3500600300000.0,40260000195.0,253.0,PK-08,3.0,253,October Count Day,7900.68256050351,1349.25836469999,9249.94092520351,1998872.68780739,341362.366269098,2340235.05407648,8869.16,7214.4954561503,2035.4454690532,784.235717484865,6430.25973866544,565.022647215128,1470.42282183808,1,1,1,1,0,0,0
AZ,2018-2019,4228,4903,Duncan Unified District,Duncan High School,402600.0,402600.0,3500600300000.0,40260000196.0,115.0,09-12,4.0,115,October Count Day,10187.3209311352,725.613101284358,10912.9340324196,1171541.90708055,83445.5066477011,1254987.41372825,10532.16,8208.1633824891,2704.7706499305,268.545098318506,7939.6182841706,457.068002965852,2247.70264696465,1,1,1,1,0,0,0
AZ,2018-2019,4243,81111,Dysart Unified District,Ashton Ranch Elementary School,402690.0,402690.0,3500701300000.0,40269003124.0,689.0,PK-08,3.0,689,October Count Day,7790.80527994817,233.147262668341,8023.95254261651,5367864.83788428,160638.463978486,5528503.30186277,7529.14,6256.364194461,1767.5883481555,112.459716889402,6143.9044775716,120.687545778939,1646.90080237657,1,1,1,1,0,0,0
AZ,2018-2019,4243,89600,Dysart Unified District,Canyon Ridge School,402690.0,402690.0,3500701300000.0,40269002837.0,940.0,PK-08,3.0,940,October Count Day,7288.92103845002,228.958952895527,7517.87999134555,6851585.77614301,215221.415721795,7066807.19186481,7023.07,5923.07296890098,1594.80702244456,106.223752639956,5816.84921626103,122.735200255571,1472.07182218899,1,1,1,1,0,0,0
AZ,2018-2019,4243,81112,Dysart Unified District,Cimarron Springs Elementary,402690.0,402690.0,3500701300000.0,40269003125.0,826.0,PK-08,3.0,827,October Count Day,7678.60904402194,226.670027520928,7905.27907154286,6350209.67940614,187456.112759807,6537665.79216594,7410.47,6299.87449502003,1605.40457652283,107.700811871834,6192.1736831482,118.969215649094,1486.43536087374,1,1,1,1,0,0,0
AZ,2018-2019,4243,80052,Dysart Unified District,Countryside Elementary School,402690.0,402690.0,3500701300000.0,40269002340.0,642.0,PK-08,3.0,642,October Count Day,8452.24121147118,328.419823628149,8780.66103509932,5426338.85776449,210845.526769272,5637184.38453376,8285.85,6872.14348417883,1908.51755092049,197.19534784962,6674.94813632921,131.22447577853,1777.29307514197,1,1,1,1,0,0,0
AZ,2018-2019,4243,5128,Dysart Unified District,Dysart Elementary School,402690.0,402690.0,3500701300000.0,40269000197.0,908.0,PK-08,3.0,908,October Count Day,7529.00871646152,726.369535327085,8255.37825178861,6836339.91454706,659543.538076993,7495883.45262405,7760.56,6509.62122783694,1745.75702395165,555.34650237936,5954.27472545759,171.023032947725,1574.73399100393,1,1,1,1,0,0,0
AZ,2018-2019,4243,5133,Dysart Unified District,Dysart High School,402690.0,402690.0,3500701300000.0,40269000198.0,1640.0,09-12,4.0,1640,October Count Day,8452.34186221135,744.544784995628,9196.88664720697,13861840.6540266,1221053.44739283,15082894.1014194,8702.07,7090.21230192831,2106.67434527865,584.214503924339,6505.99779800398,160.330281071289,1946.34406420737,1,1,1,1,0,0,0
AZ,2018-2019,4243,90875,Dysart Unified District,Dysart iSchool,402690.0,402690.0,3500701300000.0,40269003193.0,48.0,07-12,4.0,48,October Count Day,4654.07433542277,214.527514008923,4868.6018494317,223395.568100292,10297.3206724283,233692.888772721,4373.78803,2874.27185078588,1994.32999864581,102.88455743005,2771.38729335583,111.642956578873,1882.68704206694,1,1,1,1,0,1,0
AZ,2018-2019,4243,5129,Dysart Unified District,El Mirage School,402690.0,402690.0,3500701300000.0,40269000199.0,799.0,PK-08,3.0,799,October Count Day,7757.38383165529,1043.77048606763,8801.15431772293,6198149.68149257,833972.618368043,7032122.29986062,8306.34,6933.63548048531,1867.51883723761,826.916014835903,6106.71946564941,216.854471231736,1650.66436600588,1,1,1,1,0,0,0
AZ,2018-2019,4243,5132,Dysart Unified District,Kingswood Elementary School,402690.0,402690.0,3500701300000.0,40269001462.0,664.0,PK-08,3.0,664,October Count Day,8823.76011902551,768.282506768109,9592.04262579363,5858976.71903294,510139.584494025,6369116.30352697,9097.23,7853.26037676534,1738.78224902828,622.964883160925,7230.29549360442,145.317623607185,1593.4646254211,1,1,1,1,0,0,0
AZ,2018-2019,4243,5130,Dysart Unified District,Luke Elementary School,402690.0,402690.0,3500701300000.0,40269000200.0,816.0,PK-08,3.0,816,October Count Day,7582.09776300344,795.109348455259,8377.20711145869,6186991.7746108,648809.228339491,6835801.00295029,7882.39,6584.26494977781,1792.94216168088,592.936238992977,5991.32871078484,202.173109462282,1590.7690522186,1,1,1,1,0,0,0
AZ,2018-2019,4243,84683,Dysart Unified District,Marley Park Elementary,402690.0,402690.0,3500701300000.0,40269002401.0,1078.0,PK-08,3.0,1078,October Count Day,7205.28581872074,225.884534424197,7431.17035314493,7767298.11258095,243503.528109284,8010801.64069023,6936.36,5911.23537539321,1519.93497775172,105.422074761437,5805.81330063178,120.46245966276,1399.47251808896,1,1,1,1,0,0,0
AZ,2018-2019,4243,89604,Dysart Unified District,Mountain View,402690.0,402690.0,3500701300000.0,40269002780.0,887.0,PK-08,3.0,887,October Count Day,7715.81778794429,230.876534299128,7946.69432224342,6843930.37790658,204787.485923326,7048717.86382991,7451.88,6340.62570072205,1606.06862152136,106.07727143957,6234.54842928248,124.799262859558,1481.26935866181,1,1,1,1,0,0,0
AZ,2018-2019,4243,88416,Dysart Unified District,Parkview Elementary,402690.0,402690.0,3500701300000.0,40269002655.0,680.0,PK-08,3.0,680,October Count Day,8004.52356626387,808.199402537099,8812.72296880097,5443076.02505943,549575.593725227,5992651.61878466,8317.91,7044.15792636833,1768.56504243263,691.895251634223,6352.26267473411,116.304150902876,1652.26089152976,1,1,1,1,0,0,0
AZ,2018-2019,4243,87621,Dysart Unified District,Rancho Gabriela,402690.0,402690.0,3500701300000.0,40269002482.0,783.0,PK-08,3.0,783,October Count Day,7959.57055479672,226.335911309563,8185.90646610628,6232343.74440583,177221.018555388,6409564.76296121,7691.09,6580.01113448076,1605.89533162551,107.453386375408,6472.55774810536,118.882524934156,1487.01280669136,1,1,1,1,0,0,0
AZ,2018-2019,4243,89821,Dysart Unified District,Riverview School,402690.0,402690.0,3500701300000.0,40269002907.0,887.0,PK-08,3.0,887,October Count Day,7790.2435797497,1064.08540790432,8854.32898765402,6909946.05523798,943843.756811137,7853789.81204911,8359.52,7136.98452948212,1717.3444581719,875.34293556084,6261.64159392128,188.742472343486,1528.60198582842,1,1,1,1,0,0,0
AZ,2018-2019,4243,90134,Dysart Unified District,Shadow Ridge High School,402690.0,402690.0,3500701300000.0,40269002971.0,2217.0,09-12,4.0,2217,October Count Day,7772.24895703584,302.859398499981,8075.10835553582,17231075.9377484,671439.286474458,17902515.2242229,7580.29,6143.53320865444,1931.57514688137,176.316968301323,5967.21624035312,126.542430198658,1805.03271668272,1,1,1,1,0,0,0
AZ,2018-2019,4243,88414,Dysart Unified District,Sonoran Heights Elementary,402690.0,402690.0,3500701300000.0,40269002649.0,872.0,PK-08,3.0,872,October Count Day,7471.34795985059,226.012179805613,7697.3601396562,6515015.42098971,197082.620790495,6712098.0417802,7202.55,6084.94299394802,1612.41714570818,107.829596720401,5977.11339722762,118.182583085213,1494.23456262297,1,1,1,1,0,0,0
AZ,2018-2019,4243,87620,Dysart Unified District,Sunset Hills Elementary,402690.0,402690.0,3500701300000.0,40269002481.0,1071.0,PK-08,3.0,1071,October Count Day,7138.7581506306,256.318927616575,7395.07707824717,7645609.97932537,274517.571477351,7920127.55080271,6900.26,5861.13255707041,1533.94452117675,133.961900757879,5727.17065631254,122.357026858696,1411.58749431806,1,1,1,1,0,0,0
AZ,2018-2019,4243,5131,Dysart Unified District,Surprise Elementary School,402690.0,402690.0,3500701300000.0,40269000201.0,874.0,PK-08,3.0,874,October Count Day,8330.90587872794,854.949500105082,9185.85537883302,7281211.73800821,747225.863091841,8028437.60110005,8691.04,7397.42935277263,1788.42602606038,674.636827576154,6722.79252519648,180.312672528928,1608.11335353146,1,1,1,1,0,0,0
AZ,2018-2019,4243,84684,Dysart Unified District,Thompson Ranch Elementary,402690.0,402690.0,3500701300000.0,40269002402.0,842.0,PK-08,3.0,842,October Count Day,7540.43008328672,757.992479622418,8298.42256290914,6349042.13012741,638229.667842076,6987271.79796949,7803.61,6573.64644054821,1724.77612236092,569.264098664801,6004.38234188341,188.728380957617,1536.04774140331,1,1,1,1,0,0,0
AZ,2018-2019,4243,88417,Dysart Unified District,Valley Vista High School,402690.0,402690.0,3500701300000.0,40269002684.0,2620.0,09-12,4.0,2621,October Count Day,7430.34100128008,271.950902055965,7702.29190333605,19474923.764355,712783.314288684,20187707.0786437,7207.48,5763.20041751793,1939.0914858181,154.310445649409,5608.88997186853,117.640456406556,1821.45102941155,1,1,1,1,0,0,0
AZ,2018-2019,4243,79632,Dysart Unified District,West Point Elementary School,402690.0,402690.0,3500701300000.0,40269002126.0,724.0,PK-08,3.0,724,October Count Day,8418.61111884069,226.690579273381,8645.30169811407,6095074.45004066,164123.979393927,6259198.42943458,8150.49,6953.40274931584,1691.89894879822,107.087014566933,6846.31573474891,119.603564706448,1572.29538409178,1,1,1,1,0,0,0
AZ,2018-2019,4243,88415,Dysart Unified District,Western Peaks Elementary,402690.0,402690.0,3500701300000.0,40269002679.0,847.0,PK-08,3.0,847,October Count Day,7921.28155166063,326.101641557795,8247.38319321842,6709325.47425655,276208.090399452,6985533.564656,7752.57,6370.91216306116,1876.47103015725,199.620344956727,6171.29181810444,126.481296601068,1749.98973355619,1,1,1,1,0,0,0
AZ,2018-2019,4243,81113,Dysart Unified District,Willow Canyon High School,402690.0,402690.0,3500701300000.0,40269003126.0,1897.0,09-12,4.0,1897,October Count Day,7973.87555424245,305.150791271399,8279.02634551385,15126441.9263979,578871.051041844,15705312.9774397,7784.21,6256.03304173294,2022.9933037809,180.250332991344,6075.7827087416,124.900458280055,1898.09284550085,1,1,1,1,0,0,0
AZ,2018-2019,79059,91199,"E-Institute Charter Schools, Inc.",E-Institute at Avondale,400311.0,400311.0,,40031103292.0,80.0,09-12,4.0,80,October Count Day,9090.92926412883,923.241592959259,10014.1708570881,727274.341130306,73859.3274367407,801133.668567048,,4601.79120280621,5412.37965428187,512.502725818486,4089.28847698773,410.738867140773,5001.6407871411,1,1,1,1,0,0,1
AZ,2018-2019,79059,90768,"E-Institute Charter Schools, Inc.",E-Institute at Buckeye,400311.0,400311.0,,40031103186.0,43.0,09-12,4.0,43,October Count Day,12494.399394937,770.589527423862,13264.9889223609,537259.173982294,33135.349679226,570394.523661518,,8151.86580082355,5113.12312153737,659.107193027588,7492.75860779597,111.482334396274,5001.6407871411,1,1,1,1,0,0,1
AZ,2018-2019,79059,90389,"E-Institute Charter Schools, Inc.",E-Institute at Grovers,400311.0,400311.0,,40031103001.0,26.0,09-12,4.0,26,October Count Day,16354.1031665327,2252.23336821056,18606.3365347433,425206.68232985,58558.0675734745,483764.749903325,,12585.1151986203,6021.22133612296,1232.6528192287,11352.4623793916,1019.58054898186,5001.6407871411,1,1,1,1,0,0,1
AZ,2018-2019,79059,90075,"E-Institute Charter Schools, Inc.",E-Institute at Metro,400311.0,400311.0,,40031102919.0,54.0,09-12,4.0,54,October Count Day,10407.1622144496,641.292536100736,11048.4547505504,561986.75958028,34629.7969494397,596616.556529721,,5714.13084049589,5334.32391005446,308.609413187368,5405.52142730853,332.683122913368,5001.6407871411,1,1,1,1,0,0,1
AZ,2018-2019,79059,81143,"E-Institute Charter Schools, Inc.",E-Institute at Surprise,400311.0,400311.0,,40031103144.0,149.0,09-12,4.0,149,October Count Day,7205.11113355846,379.483602957687,7584.59473651614,1073561.55890021,56543.0568406953,1130104.6157409,,2477.32108035,5107.27365616614,273.850733932646,2203.47034641736,105.632869025041,5001.6407871411,1,1,1,1,0,0,1
AZ,2018-2019,79059,90815,"E-Institute Charter Schools, Inc.",E-Institute at Taylion,400311.0,400311.0,,40031103189.0,227.0,09-12,4.0,227,October Count Day,7270.41984845057,168.835195950395,7439.25504440096,1650385.30559827,38325.5894807398,1688710.89507901,,2400.20854648952,5039.04649791144,131.429485180056,2268.77906130947,37.4057107703399,5001.6407871411,1,1,1,1,0,0,1
AZ,2018-2019,79059,79117,"E-Institute Charter Schools, Inc.",E-Institute at Union Hills,400311.0,400311.0,,40031102151.0,85.0,09-12,4.0,85,October Count Day,8591.17854400004,480.106570991612,9071.28511499165,730250.176240003,40809.0585342871,771059.23477429,,3981.73181828301,5089.55329670864,392.194061424072,3589.53775685894,87.9125095675409,5001.6407871411,1,1,1,1,0,0,1
AZ,2018-2019,91170,91171,"EAGLE College Prep Harmony, LLC",EAGLE College Prep Harmony,400849.0,400849.0,,40084903266.0,211.0,KG-08,3.0,211,October Count Day,9753.85192682738,912.445512660106,10666.2974394875,2058062.75656057,192526.003171282,2250588.75973186,10383.89,5132.43722135743,5533.86021813006,490.606428727185,4641.83079263025,421.839083932921,5112.02113419714,1,1,1,1,0,0,0
AZ,2018-2019,91938,92563,"EAGLE College Prep Maryvale, LLC",EAGLE College Prep Maryvale,400916.0,400916.0,,40091603437.0,380.0,KG-08,3.0,380,October Count Day,7274.71555194008,1008.2504728092,8282.96602474928,2764391.90973723,383135.179667496,3147527.08940472,8318.33,4011.97653986476,4270.98948488451,353.503776065991,3658.47276379877,654.746696743209,3616.24278814131,1,1,1,1,0,0,0
AZ,2018-2019,91939,92601,"EAGLE College Prep Mesa, LLC.",EAGLE College Preparatory School- Mesa,400912.0,400912.0,,40091203443.0,201.0,KG-08,3.0,201,October Count Day,8423.74789349778,785.846302016437,9209.59419551422,1693173.32659305,157955.106705303,1851128.43329835,8980.1,4873.4700381592,4336.12415735501,356.258234372624,4517.21180378658,429.588067643813,3906.5360897112,1,1,1,1,0,0,0
AZ,2018-2019,89850,89851,"EAGLE South Mountain Charter, Inc.",EAGLE College Prep,400763.0,400763.0,,40076302915.0,663.0,KG-08,3.0,663,October Count Day,7619.54799045379,602.431432383153,8221.97942283695,5051760.31767086,399412.03967003,5451172.35734089,,4272.70915125125,3949.27027158568,293.587857073707,3979.12129417755,308.843575309446,3640.42669627624,1,1,1,1,0,1,1
AZ,2018-2019,87401,87402,"East Mesa Charter Elementary School, Inc.",Imagine East Mesa Elementary,400425.0,400425.0,,40042502527.0,657.0,KG-06,2.0,657,October Count Day,8259.51967214599,948.906081131086,9208.42575327708,5426504.42459991,623431.295303124,6049935.71990304,8882.8,6158.73766804458,3049.68808523249,872.275215273093,5286.46245277149,76.6308658579938,2973.0572193745,1,1,1,1,0,0,0
AZ,2018-2019,10971,78806,East Valley Academy,East Valley Academy-East Valley Academy,,,,,,,,13,October Count Day,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,1,1,0,1,0
AZ,2018-2019,4516,7286,East Valley Institute of Technology,EVIT - Apache Junction High School,409731.0,409731.0,3500720200000.0,40973102233.0,0.0,09-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,1,1,1,1,0,1,1
AZ,2018-2019,4516,87051,East Valley Institute of Technology,EVIT - Arcadia High School,409731.0,409731.0,3500720200000.0,40973102501.0,0.0,09-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,1,1,1,1,0,1,1
AZ,2018-2019,4516,92722,East Valley Institute of Technology,EVIT - Arizona College Prep Erie Campus,409731.0,409731.0,3500720200000.0,40973103468.0,0.0,09-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,1,1,1,1,0,1,1
AZ,2018-2019,4516,80662,East Valley Institute of Technology,EVIT - Basha High School,409731.0,409731.0,3500720200000.0,40973103081.0,0.0,09-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,1,1,1,1,0,1,1
AZ,2018-2019,4516,90390,East Valley Institute of Technology,EVIT - Campo Verde High School,409731.0,409731.0,3500720200000.0,40973102969.0,0.0,09-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,1,1,1,1,0,1,1
AZ,2018-2019,4516,92840,East Valley Institute of Technology,EVIT - Casteel High School,409731.0,409731.0,3500720200000.0,40973103487.0,0.0,09-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,1,1,1,1,0,1,1
