state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_KS,enrollmetric,pp_stloc_raw_KS,pp_fed_raw_KS,pp_total_raw_KS,schoolstloc_raw_KS,schoolfed_raw_KS,schooltot_raw_KS,pp_total_norm_NERDS,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
KS,2018-2019,D0497,8213,Lawrence,Langston Hughes Elem,2008400,2008400,17502302800000.0,200840001730,522.0,KG-05,2.0,521,September Count Day,7577,573,8150,3947421,298772,4246193,8692.696384,1,0,1,0,1,0,0
KS,2018-2019,D0497,8224,Lawrence,Lawrence Free State High,2008400,2008400,17502302800000.0,200840001189,1841.0,09-12,4.0,1835.8,September Count Day,9140,442,9582,16778969,811874,17590843,10077.39504,1,0,1,0,1,0,0
KS,2018-2019,D0497,8218,Lawrence,Lawrence High,2008400,2008400,17502302800000.0,200840001378,1576.0,09-12,4.0,1566.9,September Count Day,10120,731,10851,15857242,1144874,17002116,11304.47786,1,0,1,0,1,0,0
KS,2018-2019,D0497,8214,Lawrence,Lawrence Liberty Memorial Central Mid School,2008400,2008400,17502302800000.0,200840001375,476.0,06-08,3.0,475.5,September Count Day,11558,682,12239,5495750,324079,5819829,12646.62991,1,0,1,0,1,0,0
KS,2018-2019,D0497,8217,Lawrence,Lawrence Southwest Middle School,2008400,2008400,17502302800000.0,200840000876,667.0,06-08,3.0,666,September Count Day,9696,462,10158,6457512,307471,6764983,10634.3688,1,0,1,0,1,0,0
KS,2018-2019,D0497,8185,Lawrence,Lawrence Virtual School,2008400,2008400,17502302800000.0,200840001776,1031.0,KG-12,4.0,1015,September Count Day,6473,33,6505,6569735,33117,6602852,7102.033473,1,0,1,0,1,0,0
KS,2018-2019,D0497,8216,Lawrence,Lawrence West Middle School,2008400,2008400,17502302800000.0,200840001377,642.0,06-08,3.0,642,September Count Day,9889,560,10448,6348434,359482,6707916,10914.78962,1,0,1,0,1,0,0
KS,2018-2019,D0497,8204,Lawrence,New York Elem,2008400,2008400,17502302800000.0,200840001370,245.0,KG-05,2.0,245.1,September Count Day,9871,1332,11203,2419347,326528,2745875,11644.85071,1,0,1,0,1,0,0
KS,2018-2019,D0497,8206,Lawrence,Pinckney Elem,2008400,2008400,17502302800000.0,200840001371,233.0,KG-05,2.0,234,September Count Day,11613,1967,13580,2717418,460283,3177701,13943.33444,1,0,1,0,1,0,0
KS,2018-2019,D0497,8190,Lawrence,Prairie Park Elem,2008400,2008400,17502302800000.0,200840000793,386.0,KG-05,2.0,386,September Count Day,10718,604,11322,4137067,233250,4370317,11759.91994,1,0,1,0,1,0,0
KS,2018-2019,D0497,8202,Lawrence,Quail Run Elementary,2008400,2008400,17502302800000.0,200840001665,476.0,KG-05,2.0,474.8,September Count Day,7978,412,8390,3788103,195524,3983627,8924.768785,1,0,1,0,1,0,0
KS,2018-2019,D0497,8208,Lawrence,Schwegler Elem,2008400,2008400,17502302800000.0,200840001372,393.0,KG-05,2.0,386.7,September Count Day,9756,1764,11520,3772771,682034,4454805,11951.37967,1,0,1,0,1,0,0
KS,2018-2019,D0497,8189,Lawrence,Sunflower Elementary,2008400,2008400,17502302800000.0,200840000778,463.0,KG-05,2.0,463,September Count Day,9088,431,9519,4207823,199491,4407314,10016.47603,1,0,1,0,1,0,0
KS,2018-2019,D0497,8210,Lawrence,Sunset Hill Elem,2008400,2008400,17502302800000.0,200840001373,388.0,KG-05,2.0,387,September Count Day,8978,609,9587,3474632,235647,3710279,10082.22988,1,0,1,0,1,0,0
KS,2018-2019,D0497,8212,Lawrence,Woodlawn Elem,2008400,2008400,17502302800000.0,200840001374,208.0,KG-05,2.0,208,September Count Day,11243,1290,12533,2338643,268266,2606909,12930.9186,1,0,1,0,1,0,0
KS,2018-2019,D0453,7029,Leavenworth,Anthony Elementary,2008430,2008430,17505205900000.0,200843001997,432.0,PK-05,2.0,413,September Count Day,9356,2057,11413,3864199,849348,4713547,11788.21655,1,0,1,0,1,0,0
KS,2018-2019,D0453,7031,Leavenworth,David Brewer Elementary,2008430,2008430,17505205900000.0,200843002036,432.0,PK-05,2.0,412.5,September Count Day,10678,1955,12634,4404748,806626,5211374,12968.88489,1,0,1,0,1,0,0
KS,2018-2019,D0453,7037,Leavenworth,Earl Lawson Elementary,2008430,2008430,17505205900000.0,200843001979,256.0,PK-05,2.0,240.5,September Count Day,14058,2483,16541,3380931,597265,3978196,16746.83017,1,0,1,0,1,0,0
KS,2018-2019,D0453,7028,Leavenworth,Henry Leavenworth,2008430,2008430,17505205900000.0,200843001968,568.0,PK-05,2.0,552.5,September Count Day,8130,1337,9467,4491793,738726,5230519,9906.496169,1,0,1,0,1,0,0
KS,2018-2019,D0453,7020,Leavenworth,Leavenworth Sr High,2008430,2008430,17505205900000.0,200843001157,1329.0,09-12,4.0,1304.2,September Count Day,8726,754,9480,11380281,982895,12363176,9919.066757,1,0,1,0,1,0,0
KS,2018-2019,D0453,7026,Leavenworth,Leavenworth Virtual School,2008430,2008430,17505205900000.0,200843001850,101.0,KG-08,3.0,95.3,September Count Day,4456,0,4456,424667,0,424667,5061.017842,1,0,1,0,1,0,0
KS,2018-2019,D0453,7033,Leavenworth,Richard Warren Middle School,2008430,2008430,17505205900000.0,200843002030,735.0,06-08,3.0,735,September Count Day,8835,818,9653,6493686,601575,7095261,10086.35228,1,0,1,0,1,0,0
KS,2018-2019,D0243,1134,Lebo-Waverly,Lebo Elem,2012810,2012810,17501604200000.0,201281000173,119.0,PK-05,2.0,107,September Count Day,9053,1678,10730,968644,179508,1148152,,1,0,1,0,1,1,1
KS,2018-2019,D0243,1136,Lebo-Waverly,Lebo High,2012810,2012810,17501604200000.0,201281000174,124.0,06-12,4.0,124,September Count Day,8905,1234,10139,1104211,153034,1257245,,1,0,1,0,1,1,1
KS,2018-2019,D0243,1138,Lebo-Waverly,Waverly Elem,2012810,2012810,17501604200000.0,201281000175,114.0,PK-05,2.0,103,September Count Day,9468,1892,11360,975212,194873,1170085,,1,0,1,0,1,1,1
KS,2018-2019,D0243,1140,Lebo-Waverly,Waverly High,2012810,2012810,17501604200000.0,201281000176,94.0,06-12,4.0,94,September Count Day,11458,1857,13315,1077042,174540,1251582,,1,0,1,0,1,1,1
KS,2018-2019,D0467,7382,Leoti,Wichita County Elementary,2008610,2008610,17510200600000.0,200861001221,249.0,PK-06,2.0,229.6,September Count Day,10594,380,10974,2432293,87300,2519593,11753.34013,1,0,1,0,1,0,0
KS,2018-2019,D0467,7385,Leoti,Wichita County Junior-Senior High School,2008610,2008610,17510200600000.0,200861001952,162.0,07-12,4.0,162,September Count Day,13756,374,14130,2228417,60667,2289084,14805.09219,1,0,1,0,1,0,0
KS,2018-2019,D0245,1178,LeRoy-Gridley,Gridley Elem,2008670,2008670,17501601700000.0,200867000181,68.0,03-05,2.0,53,September Count Day,5846,207,6053,309834,10955,320789,,1,0,1,0,1,1,1
KS,2018-2019,D0245,1174,LeRoy-Gridley,LeRoy Elem,2008670,2008670,17501601700000.0,200867000179,50.0,PK-02,2.0,43.5,September Count Day,5590,198,5788,243183,8597,251780,,1,0,1,0,1,1,1
KS,2018-2019,D0245,1176,LeRoy-Gridley,Southern Coffey County High School,2008670,2008670,17501601700000.0,200867000180,61.0,09-12,4.0,61,September Count Day,5980,211,6192,364786,12898,377684,,1,0,1,0,1,1,1
KS,2018-2019,D0245,1182,LeRoy-Gridley,Southern Coffey County Jr. High School,2008670,2008670,17501601700000.0,200867001794,45.0,06-08,3.0,45,September Count Day,5586,198,5784,251382,8890,260272,,1,0,1,0,1,1,1
KS,2018-2019,D0502,8580,Lewis,Lewis Elem,2008700,2008700,17502400300000.0,200870001479,82.0,PK-06,2.0,64.5,September Count Day,8328,1358,9687,537177,87612,624789,,1,0,1,0,1,1,1
KS,2018-2019,D0480,7715,Liberal,Cottonwood Elementary School,2008730,2008730,17508800400000.0,200873001587,515.0,KG-05,2.0,515,September Count Day,9755,676,10431,5023861,348327,5372188,10874.43054,1,0,1,0,1,0,0
KS,2018-2019,D0480,7736,Liberal,Eisenhower Middle School,2008730,2008730,17508800400000.0,200873002080,567.0,06-08,3.0,567,September Count Day,9734,627,10361,5519412,355482,5874894,10806.74276,1,0,1,0,1,0,0
KS,2018-2019,D0480,7732,Liberal,Liberal Sr High,2008730,2008730,17508800400000.0,200873001286,1397.0,09-12,4.0,1397,September Count Day,9930,384,10314,13872780,535908,14408688,10761.29525,1,0,1,0,1,0,0
KS,2018-2019,D0480,7718,Liberal,MacArthur Elementary School,2008730,2008730,17508800400000.0,200873001279,428.0,KG-05,2.0,428,September Count Day,9660,711,10371,4134574,304217,4438791,10816.41244,1,0,1,0,1,0,0
KS,2018-2019,D0480,7738,Liberal,Meadowlark Elementary School,2008730,2008730,17508800400000.0,200873002096,372.0,KG-05,2.0,372,September Count Day,10884,766,11650,4048985,284981,4333966,12053.16494,1,0,1,0,1,0,0
KS,2018-2019,D0480,7737,Liberal,Prairie View Elementary School,2008730,2008730,17508800400000.0,200873002086,441.0,KG-05,2.0,441,September Count Day,10093,748,10842,4451228,330066,4781294,11271.85453,1,0,1,0,1,0,0
KS,2018-2019,D0480,7739,Liberal,Seymour Rogers Middle School,2008730,2008730,17508800400000.0,200873002095,474.0,06-08,3.0,474,September Count Day,10793,648,11441,5116060,307043,5423103,11851.06856,1,0,1,0,1,0,0
KS,2018-2019,D0480,7725,Liberal,Sunflower Elementary School,2008730,2008730,17508800400000.0,200873001589,704.0,PK-05,2.0,556.5,September Count Day,8245,642,8887,4588563,357126,4945689,9381.431432,1,0,1,0,1,0,0
KS,2018-2019,D0298,2840,Lincoln,Lincoln Elem,2008790,2008790,17505300700000.0,200879000486,200.0,PK-06,2.0,190,September Count Day,12307,1815,14122,2338396,344770,2683166,14786.83846,1,0,1,0,1,0,0
KS,2018-2019,D0298,2842,Lincoln,Lincoln Jr/Sr High,2008790,2008790,17505300700000.0,200879000487,144.0,07-12,4.0,144.8,September Count Day,11205,764,11969,1622534,110645,1733179,12704.95563,1,0,1,0,1,0,0
KS,2018-2019,D0444,6728,Little River,Little River High,2008880,2008880,17508080100000.0,200888001102,98.0,09-12,4.0,98,September Count Day,13376,292,13669,1310893,28663,1339556,14409.27392,1,0,1,0,1,0,0
KS,2018-2019,D0444,6726,Little River,Little River Junior High,2008880,2008880,17508080100000.0,200888001101,47.0,07-08,3.0,47,September Count Day,10518,262,10779,494338,12292,506630,11614.73543,1,0,1,0,1,0,0
KS,2018-2019,D0444,6734,Little River,Windom Elem,2008880,2008880,17508080100000.0,200888001103,161.0,PK-06,2.0,149.5,September Count Day,11489,635,12123,1717536,94902,1812438,12914.34087,1,0,1,0,1,0,0
KS,2018-2019,D0326,3562,Logan,Logan Elem,2008910,2008910,17507401300000.0,200891000607,87.0,PK-06,2.0,69.1,September Count Day,15451,1731,17181,1067642,119588,1187230,17411.63834,1,0,1,0,1,0,0
KS,2018-2019,D0326,3564,Logan,Logan High,2008910,2008910,17507401300000.0,200891000608,70.0,07-12,4.0,68.4,September Count Day,15171,1498,16669,1037686,102493,1140179,16916.55055,1,0,1,0,1,0,0
KS,2018-2019,D0416,5970,Louisburg,Broadmoor Elementary,2008970,2008970,17506102300000.0,200897000982,373.0,03-05,2.0,373,September Count Day,9165,503,9669,3418728,187779,3606507,9344.061386,1,0,1,0,1,0,0
KS,2018-2019,D0416,5972,Louisburg,Louisburg High,2008970,2008970,17506102300000.0,200897000983,525.0,09-12,4.0,540.2,September Count Day,9381,330,9711,5067633,178196,5245829,9384.674056,1,0,1,0,1,0,0
KS,2018-2019,D0416,5978,Louisburg,Louisburg Middle,2008970,2008970,17506102300000.0,200897001638,425.0,06-08,3.0,425,September Count Day,9330,313,9643,3965368,132936,4098304,9318.920209,1,0,1,0,1,0,0
KS,2018-2019,D0416,5980,Louisburg,Rockville Elementary School,2008970,2008970,17506102300000.0,200897001911,436.0,PK-02,2.0,356.6,September Count Day,9020,634,9654,3216588,225987,3442575,9329.556861,1,0,1,0,1,0,0
KS,2018-2019,D0421,6102,Lyndon,Lyndon Elem,2009000,2009000,17507001200000.0,200900001007,296.0,PK-08,3.0,282.5,September Count Day,11442,415,11857,3232413,117143,3349556,12687.85951,1,0,1,0,1,0,0
KS,2018-2019,D0421,6104,Lyndon,Lyndon High,2009000,2009000,17507001200000.0,200900001008,137.0,09-12,4.0,136.5,September Count Day,11460,415,11876,1564353,56659,1621012,12706.2319,1,0,1,0,1,0,0
KS,2018-2019,D0405,5636,Lyons,Lyons Central Elementary,2009030,2009030,17508001600000.0,200903000927,164.0,03-05,2.0,164,September Count Day,10023,1573,11596,1643788,257958,1901746,,1,0,1,0,1,1,1
KS,2018-2019,D0405,5642,Lyons,Lyons High School,2009030,2009030,17508001600000.0,200903000930,215.0,09-12,4.0,214,September Count Day,15932,865,16796,3409413,185020,3594433,,1,0,1,0,1,1,1
KS,2018-2019,D0405,5640,Lyons,Lyons Middle School,2009030,2009030,17508001600000.0,200903000929,163.0,06-08,3.0,163,September Count Day,11415,780,12195,1860623,127196,1987819,,1,0,1,0,1,1,1
KS,2018-2019,D0405,5638,Lyons,Lyons Park Elementary,2009030,2009030,17508001600000.0,200903000928,228.0,PK-02,2.0,202,September Count Day,10602,1525,12127,2141602,308014,2449616,,1,0,1,0,1,1,1
KS,2018-2019,D0351,4196,Macksville,Macksville Elem,2009060,2009060,17509301300000.0,200906000712,124.0,PK-06,2.0,110.5,September Count Day,16109,520,16629,1780024,57480,1837504,17055.30761,1,0,1,0,1,0,0
KS,2018-2019,D0351,4200,Macksville,Macksville High,2009060,2009060,17509301300000.0,200906000713,106.0,07-12,4.0,106,September Count Day,16331,324,16655,1731131,34314,1765445,17080.44879,1,0,1,0,1,0,0
KS,2018-2019,D0386,5198,Madison-Virgil,Madison Elem,2009090,2009090,17503700900000.0,200909000861,127.0,PK-06,2.0,114.5,September Count Day,13830,920,14750,1583495,105369,1688864,14962.79716,1,0,1,0,1,0,0
KS,2018-2019,D0386,5202,Madison-Virgil,Madison High,2009090,2009090,17503700900000.0,200909000862,105.0,07-12,4.0,105,September Count Day,15372,849,16221,1614039,89146,1703185,16385.20758,1,0,1,0,1,0,0
KS,2018-2019,D0266,2051,Maize,Maize Central Elementary,2009140,2009140,17508701700000.0,200914001783,713.0,KG-05,2.0,705,September Count Day,8182,542,8725,5768658,382440,6151098,8498.633466,1,0,1,0,1,0,0
KS,2018-2019,D0266,2046,Maize,Maize Elementary,2009140,2009140,17508701700000.0,200914000383,557.0,KG-05,2.0,547.5,September Count Day,8281,471,8753,4533999,258067,4792066,8525.708579,1,0,1,0,1,0,0
KS,2018-2019,D0266,2044,Maize,Maize Middle School,2009140,2009140,17508701700000.0,200914001105,858.0,06-08,3.0,853.8,September Count Day,7902,328,8230,6746646,279730,7026376,8019.98414,1,0,1,0,1,0,0
KS,2018-2019,D0266,2045,Maize,Maize South Elementary,2009140,2009140,17508701700000.0,200914001666,654.0,KG-05,2.0,653,September Count Day,8167,451,8618,5333066,294498,5627564,8395.167854,1,0,1,0,1,0,0
KS,2018-2019,D0266,2052,Maize,Maize South High School,2009140,2009140,17508701700000.0,200914001956,1030.0,09-12,4.0,1029,September Count Day,8542,273,8815,8789727,281220,9070947,8585.660616,1,0,1,0,1,0,0
KS,2018-2019,D0266,2047,Maize,Maize South Middle School,2009140,2009140,17508701700000.0,200914000384,836.0,06-08,3.0,836.2,September Count Day,7866,297,8163,6577357,248721,6826078,7955.197261,1,0,1,0,1,0,0
KS,2018-2019,D0266,2050,Maize,Maize Sr High,2009140,2009140,17508701700000.0,200914000385,1244.0,09-12,4.0,1242.1,September Count Day,8458,310,8768,10505249,385221,10890470,8540.213104,1,0,1,0,1,0,0
KS,2018-2019,D0266,2076,Maize,Maize Virtual Preparatory School,2009140,2009140,17508701700000.0,200914002083,400.0,KG-12,4.0,402.5,September Count Day,4863,26,4889,1957379,10354,1967733,4789.342932,1,0,1,0,1,0,0
KS,2018-2019,D0266,2043,Maize,Pray-Woodman Elementary,2009140,2009140,17508701700000.0,200914000978,633.0,KG-05,2.0,634,September Count Day,8212,498,8710,5206626,315688,5522314,8484.128941,1,0,1,0,1,0,0
KS,2018-2019,D0266,2075,Maize,Vermillion Elementary School,2009140,2009140,17508701700000.0,200914002057,907.0,PK-05,2.0,638,September Count Day,8136,619,8755,5190781,394676,5585457,8527.642516,1,0,1,0,1,1,0
KS,2018-2019,D0383,5112,Manhattan-Ogden,Amanda Arnold Elem,2009180,2009180,17508103500000.0,200918001639,597.0,PK-06,2.0,572,September Count Day,8085,857,8942,4624668,490308,5114976,9094.991853,1,0,1,0,1,0,0
KS,2018-2019,D0383,5114,Manhattan-Ogden,Bluemont Elementary School,2009180,2009180,17508103500000.0,200918001875,309.0,PK-06,2.0,311,September Count Day,7843,1134,8977,2439319,352558,2791877,9128.835744,1,0,1,0,1,0,0
KS,2018-2019,D0383,5137,Manhattan-Ogden,Dwight D Eisenhower Middle School,2009180,2009180,17508103500000.0,200918001067,476.0,07-08,3.0,481,September Count Day,10566,413,10979,5082229,198530,5280759,11064.70635,1,0,1,0,1,0,0
KS,2018-2019,D0383,5113,Manhattan-Ogden,Frank V Bergman Elem,2009180,2009180,17508103500000.0,200918000938,530.0,PK-06,2.0,535,September Count Day,8081,1094,9175,4323074,585378,4908452,9320.295475,1,0,1,0,1,0,0
KS,2018-2019,D0383,5124,Manhattan-Ogden,Lee Elem,2009180,2009180,17508103500000.0,200918000846,515.0,PK-06,2.0,519,September Count Day,7986,1149,9134,4144593,596200,4740793,9280.649773,1,0,1,0,1,0,0
KS,2018-2019,D0383,5136,Manhattan-Ogden,Manhattan High School West/East Campus,2009180,2009180,17508103500000.0,200918000853,1777.0,09-12,4.0,1779,September Count Day,11755,429,12183,20911263,762874,21674137,12228.93623,1,0,1,0,1,0,0
KS,2018-2019,D0383,5126,Manhattan-Ogden,Marlatt Elem,2009180,2009180,17508103500000.0,200918000848,458.0,PK-06,2.0,461,September Count Day,8266,859,9125,3810793,395962,4206755,9271.947058,1,0,1,0,1,0,0
KS,2018-2019,D0383,5128,Manhattan-Ogden,Northview Elem,2009180,2009180,17508103500000.0,200918000849,596.0,PK-06,2.0,509,September Count Day,7803,1326,9129,3971587,675058,4646645,9275.814931,1,0,1,0,1,0,0
KS,2018-2019,D0383,5138,Manhattan-Ogden,Ogden Elem,2009180,2009180,17508103500000.0,200918000854,176.0,PK-06,2.0,175.5,September Count Day,11108,1737,12845,1949416,304893,2254309,12869.06926,1,0,1,0,1,0,0
KS,2018-2019,D0383,5135,Manhattan-Ogden,Susan B Anthony Middle School,2009180,2009180,17508103500000.0,200918001049,440.0,06-08,3.0,441.5,September Count Day,11534,419,11953,5092211,184905,5277116,12006.53351,1,0,1,0,1,0,0
KS,2018-2019,D0383,5130,Manhattan-Ogden,Theo Roosevelt Elem,2009180,2009180,17508103500000.0,200918000850,508.0,PK-06,2.0,336.5,September Count Day,7903,1104,9007,2659382,371356,3030738,9157.844794,1,0,1,0,1,1,0
KS,2018-2019,D0383,5132,Manhattan-Ogden,Woodrow Wilson Elem,2009180,2009180,17508103500000.0,200918000851,400.0,PK-06,2.0,382.4,September Count Day,7814,856,8670,2988102,327322,3315424,8831.976465,1,0,1,0,1,0,0
KS,2018-2019,D0456,7094,Marais Des Cygnes Valley,Marais Des Cygnes Valley Elem,2009480,2009480,17507001300000.0,200948001164,107.0,PK-05,2.0,99,September Count Day,10828,1032,11860,1071958,102167,1174125,,1,0,1,0,1,1,1
KS,2018-2019,D0456,7096,Marais Des Cygnes Valley,Marais Des Cygnes Valley High,2009480,2009480,17507001300000.0,200948001165,58.0,09-12,4.0,58,September Count Day,18440,175,18614,1069496,10130,1079626,,1,0,1,0,1,1,1
KS,2018-2019,D0456,7104,Marais Des Cygnes Valley,Marais Des Cygnes Valley Middle,2009480,2009480,17507001300000.0,200948001167,50.0,06-08,3.0,50,September Count Day,16056,236,16293,802822,11818,814640,,1,0,1,0,1,1,1
KS,2018-2019,D0408,5750,Marion-Florence,Marion Elem,2009240,2009240,17505803400000.0,200924000949,238.0,PK-05,2.0,238,September Count Day,11835,734,12569,2816679,174628,2991307,12889.85489,1,0,1,0,1,0,0
KS,2018-2019,D0408,5748,Marion-Florence,Marion High,2009240,2009240,17505803400000.0,200924000948,152.0,09-12,4.0,152,September Count Day,11675,847,12522,1774616,128670,1903286,12844.40738,1,0,1,0,1,0,0
KS,2018-2019,D0408,5746,Marion-Florence,Marion Middle,2009240,2009240,17505803400000.0,200924000947,106.0,06-08,3.0,106,September Count Day,11459,809,12267,1214631,85712,1300343,12597.83046,1,0,1,0,1,0,0
KS,2018-2019,D0256,1536,Marmaton Valley,Marmaton Valley Elem,2009660,2009660,17500102300000.0,200966000237,139.0,PK-06,2.0,128.5,September Count Day,9922,591,10513,1274923,76002,1350925,,1,0,1,0,1,1,1
KS,2018-2019,D0256,1538,Marmaton Valley,Marmaton Valley High,2009660,2009660,17500102300000.0,200966000238,125.0,07-12,4.0,125,September Count Day,12001,37,12039,1500182,4662,1504844,,1,0,1,0,1,1,1
KS,2018-2019,D0364,4545,Marysville,Marysville Elem,2000016,2000016,17505904100000.0,200001601674,458.0,PK-06,2.0,361.8,September Count Day,8454,1884,10339,3058745,681725,3740470,,1,0,1,0,1,1,1
KS,2018-2019,D0364,4548,Marysville,Marysville Jr/Sr High,2000016,2000016,17505904100000.0,200001600762,392.0,07-12,4.0,383.2,September Count Day,10250,998,11248,3927804,382455,4310259,,1,0,1,0,1,1,1
KS,2018-2019,D0342,4006,McLouth,McLouth Elem,2009360,2009360,17504401100000.0,200936000672,233.0,PK-05,2.0,199,September Count Day,8597,4115,12712,1710735,818933,2529668,12647.70124,1,0,1,0,1,0,0
KS,2018-2019,D0342,4008,McLouth,McLouth High,2009360,2009360,17504401100000.0,200936000673,169.0,09-12,4.0,169.1,September Count Day,9701,2418,12119,1640427,408923,2049350,12074.28901,1,0,1,0,1,0,0
KS,2018-2019,D0342,4007,McLouth,McLouth Middle,2009360,2009360,17504401100000.0,200936000992,108.0,06-08,3.0,108,September Count Day,9555,3348,12902,1031898,361533,1393431,12831.42522,1,0,1,0,1,0,0
KS,2018-2019,D0418,6028,McPherson,Eisenhower Elementary,2009390,2009390,17505702400000.0,200939001026,295.0,PK-05,2.0,264.5,September Count Day,10396,1083,11479,2749761,286426,3036187,,1,0,1,0,1,1,1
KS,2018-2019,D0418,6030,McPherson,Lincoln Elem,2009390,2009390,17505702400000.0,200939000993,299.0,PK-05,2.0,271,September Count Day,10522,1091,11613,2851576,295528,3147104,,1,0,1,0,1,1,1
KS,2018-2019,D0418,6040,McPherson,McPherson High,2009390,2009390,17505702400000.0,200939000999,776.0,09-12,4.0,774.4,September Count Day,11121,26,11147,8612372,20136,8632508,,1,0,1,0,1,1,1
KS,2018-2019,D0418,6038,McPherson,McPherson Middle School,2009390,2009390,17505702400000.0,200939000998,550.0,06-08,3.0,546.2,September Count Day,10655,0,10655,5820003,0,5820003,,1,0,1,0,1,1,1
KS,2018-2019,D0418,6032,McPherson,Roosevelt Elem,2009390,2009390,17505702400000.0,200939000995,305.0,PK-05,2.0,265,September Count Day,11288,1084,12372,2991440,287254,3278694,,1,0,1,0,1,1,1
KS,2018-2019,D0418,6034,McPherson,Washington Elem,2009390,2009390,17505702400000.0,200939000996,315.0,PK-05,2.0,275.5,September Count Day,6984,1084,8068,1924222,298522,2222744,,1,0,1,0,1,1,1
KS,2018-2019,D0226,700,Meade,Meade Elem,2009420,2009420,17506000500000.0,200942000105,284.0,PK-08,3.0,257.5,September Count Day,10961,1050,12011,2822503,270327,3092830,12757.48683,1,0,1,0,1,0,0
KS,2018-2019,D0226,702,Meade,Meade High,2009420,2009420,17506000500000.0,200942000106,126.0,09-12,4.0,126,September Count Day,11641,482,12122,1466707,60727,1527434,12864.82031,1,0,1,0,1,0,0
KS,2018-2019,D0219,536,Minneola,Minneola Elem,2009600,2009600,17501300400000.0,200960000082,159.0,PK-08,3.0,156.5,September Count Day,14333,5,14337,2243042,710,2243752,14938.95972,1,0,1,0,1,0,0
KS,2018-2019,D0219,538,Minneola,Minneola High,2009600,2009600,17501300400000.0,200960000083,81.0,09-12,4.0,81,September Count Day,14332,6,14337,1160852,450,1161302,14938.95972,1,0,1,0,1,0,0
KS,2018-2019,D0330,3687,Mission Valley,Mission  Valley Elementary,2006060,2006060,17509900500000.0,200606001768,211.0,PK-06,2.0,206.5,September Count Day,14917,117,15033,3080264,24088,3104352,15334.70929,1,0,1,0,1,0,0
KS,2018-2019,D0330,3686,Mission Valley,Mission Valley Junior and Senior High School,2006060,2006060,17509900500000.0,200606000626,227.0,07-12,4.0,227.2,September Count Day,14121,100,14221,3208237,22823,3231060,14549.531,1,0,1,0,1,0,0
KS,2018-2019,D0371,4762,Montezuma,Montezuma Elem,2009630,2009630,17503501000000.0,200963000782,96.0,PK-05,2.0,81.5,September Count Day,16909,552,17462,1378098,45022,1423120,,1,0,1,0,1,1,1
KS,2018-2019,D0371,4764,Montezuma,South Gray High,2009630,2009630,17503501000000.0,200963000783,60.0,09-12,4.0,60,September Count Day,22831,888,23719,1369830,53290,1423120,,1,0,1,0,1,1,1
KS,2018-2019,D0417,5990,Morris County,Council Grove Elementary School,2005280,2005280,17506401100000.0,200528000986,387.0,PK-06,2.0,361.5,September Count Day,7066,702,7768,2554213,253951,2808164,,1,0,1,0,1,1,1
KS,2018-2019,D0417,5994,Morris County,Council Grove Junior Senior High School,2005280,2005280,17506401100000.0,200528000988,330.0,07-12,4.0,329.2,September Count Day,10532,454,10986,3467158,149489,3616647,,1,0,1,0,1,1,1
KS,2018-2019,D0417,5987,Morris County,Prairie Heights Elementary School,2005280,2005280,17506401100000.0,200528000985,95.0,KG-06,2.0,95,September Count Day,9964,799,10763,946550,75894,1022444,,1,0,1,0,1,1,1
KS,2018-2019,D0209,342,Moscow Public Schools,Moscow Elem,2009720,2009720,17509500300000.0,200972000053,87.0,PK-05,2.0,79.7,September Count Day,13430,1157,14587,1070397,92201,1162598,15877.80208,1,0,1,0,1,0,0
KS,2018-2019,D0209,344,Moscow Public Schools,Moscow High,2009720,2009720,17509500300000.0,200972000054,83.0,06-12,4.0,83,September Count Day,15966,706,16672,1325182,58578,1383760,17893.93106,1,0,1,0,1,0,0
KS,2018-2019,D0423,6140,Moundridge,Moundridge Elem,2009780,2009780,17505703000000.0,200978001011,153.0,PK-03,2.0,124.5,September Count Day,11441,873,12314,1424438,108640,1533078,13198.604,1,0,1,0,1,0,0
KS,2018-2019,D0423,6142,Moundridge,Moundridge High,2009780,2009780,17505703000000.0,200978001012,104.0,09-12,4.0,104,September Count Day,12133,230,12364,1261846,23961,1285807,13246.95242,1,0,1,0,1,0,0
KS,2018-2019,D0423,6146,Moundridge,Moundridge Middle,2009780,2009780,17505703000000.0,200978001013,173.0,04-08,3.0,172.1,September Count Day,12155,201,12356,2091945,34583,2126528,13239.21667,1,0,1,0,1,0,0
KS,2018-2019,D0263,1992,Mulvane,Mulvane Elem W D Munson,2009840,2009840,17508702100000.0,200984000372,515.0,PK-02,2.0,426.5,September Count Day,7810,778,8587,3330823,331731,3662554,9086.208517,1,0,1,0,1,0,0
KS,2018-2019,D0263,1998,Mulvane,Mulvane Grade School,2009840,2009840,17508702100000.0,200984001667,412.0,03-05,2.0,412,September Count Day,7597,690,8287,3130072,284226,3414298,8796.118017,1,0,1,0,1,0,0
KS,2018-2019,D0263,1996,Mulvane,Mulvane High,2009840,2009840,17508702100000.0,200984000374,533.0,09-12,4.0,533,September Count Day,9111,539,9650,4856328,287235,5143563,10114.09586,1,0,1,0,1,0,0
