state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_IA,enrollmetric,pp_stloc_raw_IA,pp_fed_raw_IA,pp_total_raw_IA,schoolstloc_raw_IA,schoolfed_raw_IA,schooltot_raw_IA,pp_total_norm_NERDS,pppersonnel_raw_IA,ppnonpersonnel_raw_IA,schlevel_raw_IA,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
IA,2018-2019,3141,447,Iowa City,Penn Elementary School,1914700.0,1914700.0,16505200800000.0,191470000898.0,655.0,PK-06,2.0,654.2,ADM,12055,453,12508,7886381,296352.6,8182733.6,,8087,4421,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3141,436,Iowa City,Robert Lucas Elementary School,1914700.0,1914700.0,16505200800000.0,191470000899.0,454.0,PK-06,2.0,456.1,ADM,13155,1493,14648,5999995.5,680957.3,6680952.8,,10032,4615,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3141,218,Iowa City,Southeast Junior High School,1914700.0,1914700.0,16505200800000.0,191470000901.0,780.0,07-08,3.0,779.7,ADM,13446,402,13848,10483846.2,313439.4,10797285.6,,9405,4443,Public Junior High School,0,0,1,1,0,0,1
IA,2018-2019,3141,488,Iowa City,Weber Elementary,1914700.0,1914700.0,16505200800000.0,191470000304.0,489.0,KG-06,2.0,483.6,ADM,12817,562,13379,6198301.2,271783.2,6470084.4,,8929,4449,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3141,118,Iowa City,West Senior High School,1914700.0,1914700.0,16505200800000.0,191470000902.0,1515.0,09-12,4.0,1521.8,ADM,14391,345,14736,21900223.8,525021,22425244.8,,9051,5686,Public High School,0,0,1,1,0,0,1
IA,2018-2019,3141,493,Iowa City,Wickham Elementary,1914700.0,1914700.0,16505200800000.0,191470000436.0,481.0,KG-06,2.0,478.5,ADM,12524,451,12975,5992734,215803.5,6208537.5,,8542,4431,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3150,109,Iowa Falls,Iowa Falls - Alden High School,1914730.0,1914730.0,16504201200000.0,191473000904.0,420.0,09-12,4.0,414.6,ADM,12453,163,12616,5163013.8,67579.8,5230593.6,11726.05348,9419,3199,Public High School,0,0,1,1,0,0,0
IA,2018-2019,3150,436,Iowa Falls,Pineview Elementary,1914730.0,1914730.0,16504201200000.0,191473000908.0,282.0,PK-01,1.0,191.2,ADM,12990,677,13667,2483688,129442.4,2613130.4,12777.05348,11489,2180,Public Elementary School,0,0,1,1,0,1,0
IA,2018-2019,3150,209,Iowa Falls,Riverbend Middle School,1914730.0,1914730.0,16504201200000.0,191473000905.0,309.0,06-08,3.0,306.8,ADM,11144,148,11292,3418979.2,45406.4,3464385.6,10402.05348,9219,2074,Public Middle School,0,0,1,1,0,0,0
IA,2018-2019,3150,409,Iowa Falls,Rock Run Elementary,1914730.0,1914730.0,16504201200000.0,191473000907.0,318.0,02-05,2.0,316.6,ADM,11345,370,11715,3591827,117142,3708969,10825.05348,9504,2212,Public Elementary School,0,0,1,1,0,0,0
IA,2018-2019,3154,409,Iowa Valley,Iowa Valley Elementary School,1914850.0,1914850.0,16504850300000.0,191485000909.0,342.0,PK-06,2.0,287.7,ADM,10643,822,11465,3061991.1,236489.4,3298480.5,,8059,3406,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3154,172,Iowa Valley,Iowa Valley Jr-Sr High School,1914850.0,1914850.0,16504850300000.0,191485000910.0,247.0,07-12,4.0,247.8,ADM,14293,333,14626,3541805.4,82517.4,3624322.8,,10127,4500,Public High School,0,0,1,1,0,0,1
IA,2018-2019,3186,409,Janesville Consolidated,Janesville Elementary School,1915180.0,1915180.0,16500901200000.0,191518000913.0,246.0,PK-05,2.0,225.4,ADM,12374,369,12743,2789099.6,83172.6,2872272.2,,8703,4040,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3186,109,Janesville Consolidated,Janesville Junior-Senior High School,1915180.0,1915180.0,16500901200000.0,191518000914.0,198.0,06-12,4.0,197.2,ADM,12639,87,12726,2492410.8,17156.3999999999,2509567.19999999,,8289,4437,Public High School,0,0,1,1,0,0,1
IA,2018-2019,3204,409,Jesup,Jesup Elementary School,1915330.0,1915330.0,16501001500000.0,191533000923.0,421.0,PK-04,2.0,373.6,ADM,12326,311,12637,4604993.6,116189.6,4721183.2,,9568,3068,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3204,109,Jesup,Jesup High School,1915330.0,1915330.0,16501001500000.0,191533000924.0,265.0,09-12,4.0,260.5,ADM,13361,202,13563,3480540.5,52621,3533161.5,,10113,3449,Public High School,0,0,1,1,0,0,1
IA,2018-2019,3204,418,Jesup,Jesup Middle School,1915330.0,1915330.0,16501001500000.0,191533002051.0,277.0,05-08,3.0,273.4,ADM,9121,118,9239,2493681.4,32261.1999999999,2525942.59999999,,6541,2697,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,3204,420,Jesup,Perry #1Elementary School,1915330.0,1915330.0,16501001500000.0,191533002057.0,39.0,KG-08,3.0,39,ADM,7446,118,7564,290394,4602,294996,,4946,2617,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3204,427,Jesup,Prairie Grove Elementary School,1915330.0,1915330.0,16501001500000.0,191533002016.0,38.0,KG-08,3.0,38,ADM,8005,118,8123,304190,4484,308674,,5506,2616,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3204,434,Jesup,Triumph Elementary School,1915330.0,1915330.0,16501001500000.0,191533002017.0,54.0,KG-08,3.0,54,ADM,7228,118,7346,390312,6372,396684,,4735,2609,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3231,415,Johnston,Beaver Creek Elementary School,1915450.0,1915450.0,16507701600000.0,191545000478.0,619.0,KG-05,2.0,608.6,ADM,11980,534,12514,7291028,324992.4,7616020.4,12052.6687,10125,2388,Public Elementary School,0,0,1,1,0,0,0
IA,2018-2019,3231,412,Johnston,Henry A Wallace Elementary School,1915450.0,1915450.0,16507701600000.0,191545002018.0,865.0,PK-05,2.0,719.4,ADM,13374,515,13889,9621255.6,370491,9991746.6,13427.6687,10886,3003,Public Elementary School,0,0,1,1,0,0,0
IA,2018-2019,3231,432,Johnston,Horizon Elementary,1915450.0,1915450.0,16507701600000.0,191545000653.0,671.0,KG-05,2.0,661.6,ADM,11965,637,12602,7916044,421439.2,8337483.2,12140.6687,10261,2341,Public Elementary School,0,0,1,1,0,0,0
IA,2018-2019,3231,218,Johnston,Johnston Middle School,1915450.0,1915450.0,16507701600000.0,191545000926.0,1157.0,08-09,3.0,1144.8,ADM,10555,470,11025,12083364,538056,12621420,10563.6687,8521,2503,Public Middle School,0,0,1,1,0,0,0
IA,2018-2019,3231,109,Johnston,Johnston Senior High School,1915450.0,1915450.0,16507701600000.0,191545000927.0,1668.0,10-12,4.0,1623,ADM,11061,378,11439,17952003,613494,18565497,10977.6687,8375,3065,Public High School,0,0,1,1,0,0,0
IA,2018-2019,3231,427,Johnston,Lawson Elementary School,1915450.0,1915450.0,16507701600000.0,191545000532.0,590.0,KG-05,2.0,567.2,ADM,11873,730,12603,6734365.6,414056,7148421.6,12141.6687,10213,2390,Public Elementary School,0,0,1,1,0,0,0
IA,2018-2019,3231,209,Johnston,Summit Middle School,1915450.0,1915450.0,16507701600000.0,191545000749.0,1088.0,06-07,3.0,1089.6,ADM,11503,474,11977,12533668.7999999,516470.399999999,13050139.2,11515.6687,9598,2379,Public Middle School,0,0,1,1,0,0,0
IA,2018-2019,3231,435,Johnston,Timber Ridge Elementary,1915450.0,1915450.0,16507701600000.0,191545001412.0,658.0,KG-05,2.0,659.5,ADM,11485,401,11886,7574357.5,264459.5,7838817,11424.6687,9573,2313,Public Elementary School,0,0,1,1,0,0,0
IA,2018-2019,3312,454,Keokuk,George Washington Elementary School,1915630.0,1915630.0,16505602600000.0,191563000936.0,273.0,04-05,2.0,276,ADM,13552,649,14201,3740352,179124,3919476,,10079,4123,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3312,418,Keokuk,Hawthorne Elementary School,1915630.0,1915630.0,16505602600000.0,191563000930.0,493.0,KG-03,2.0,434,ADM,14879,2141,17020,6457486,929194,7386680,,12975,4045,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3312,109,Keokuk,Keokuk High School,1915630.0,1915630.0,16505602600000.0,191563000932.0,531.0,09-12,4.0,524.6,ADM,15357,562,15919,8056282.2,294825.2,8351107.4,,10758,5160,Public High School,0,0,1,1,0,0,1
IA,2018-2019,3312,209,Keokuk,Keokuk Middle School,1915630.0,1915630.0,16505602600000.0,191563000933.0,442.0,06-08,3.0,440.4,ADM,13839,634,14473,6094695.6,279213.6,6373909.19999999,,10318,4155,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,3312,427,Keokuk,Torrence Elementary,1915630.0,1915630.0,16505602600000.0,191563002198.0,85.0,PK-PK,1.0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,0,0,1,1,0,1,1
IA,2018-2019,3330,409,Keota,Keota Elementary School,1915660.0,1915660.0,16505402000000.0,191566000938.0,195.0,PK-06,2.0,181.4,ADM,13097,1223,14320,2375795.8,221852.2,2597648,,9771,4549,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3330,109,Keota,Keota High School,1915660.0,1915660.0,16505402000000.0,191566000939.0,134.0,07-12,4.0,133.5,ADM,14550,726,15276,1942425,96921,2039346,,8735,6542,Public High School,0,0,1,1,0,0,1
IA,2018-2019,3348,409,Kingsley-Pierson,Kingsley Elementary School,1915750.0,1915750.0,16507502000000.0,191575000940.0,153.0,KG-04,2.0,157.2,ADM,13681,901,14582,2150653.19999999,141637.199999999,2292290.4,,10122,4461,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3348,109,Kingsley-Pierson,Kingsley-Pierson High School,1915750.0,1915750.0,16507502000000.0,191575000941.0,122.0,09-12,4.0,117.6,ADM,14603,606,15209,1717312.79999999,71265.5999999999,1788578.4,,11614,3595,Public High School,0,0,1,1,0,0,1
IA,2018-2019,3348,418,Kingsley-Pierson,Pierson Elementary School,1915750.0,1915750.0,16507502000000.0,191575000942.0,36.0,05-05,2.0,35.5,ADM,7013,154,7167,248961.5,5467,254428.5,,4548,2620,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3348,209,Kingsley-Pierson,Pierson Middle School,1915750.0,1915750.0,16507502000000.0,191575000943.0,111.0,06-08,3.0,111.6,ADM,12434,155,12589,1387634.4,17298,1404932.4,,8490,4100,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,3375,109,Knoxville,Knoxville High School,1915840.0,1915840.0,16506303600000.0,191584000948.0,495.0,09-12,4.0,488,ADM,14839,157,14996,7241432,76616,7318048,,9516,5481,Public High School,0,0,1,1,0,0,1
IA,2018-2019,3375,209,Knoxville,Knoxville Middle School,1915840.0,1915840.0,16506303600000.0,191584000949.0,390.0,06-08,3.0,392.6,ADM,13573,263,13836,5328759.8,103253.8,5432013.6,,9246,4591,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,3375,427,Knoxville,Northstar Elementary School,1915840.0,1915840.0,16506303600000.0,191584002132.0,394.0,03-05,2.0,394.8,ADM,12471,644,13115,4923550.8,254251.2,5177802,,8820,4296,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3375,445,Knoxville,West Elementary,1915840.0,1915840.0,16506303600000.0,191584002114.0,411.0,PK-02,2.0,376.4,ADM,13191,757,13948,4965092.39999999,284934.8,5250027.19999999,,9418,4530,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3420,418,Lake Mills,Lake Mills Elementary School,1916110.0,1916110.0,16509500300000.0,191611000963.0,343.0,PK-05,2.0,338.4,ADM,11612,789,12401,3929500.8,266997.6,4196498.39999999,,9650,2750,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3420,209,Lake Mills,Lake Mills Middle School,1916110.0,1916110.0,16509500300000.0,191611000964.0,169.0,06-08,3.0,168.1,ADM,9553,220,9773,1605859.3,36982,1642841.3,,7092,2682,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,3420,109,Lake Mills,Lake Mills Senior High School,1916110.0,1916110.0,16509500300000.0,191611000965.0,211.0,09-12,4.0,209.2,ADM,14593,496,15089,3052855.59999999,103763.2,3156618.8,,10626,4463,Public High School,0,0,1,1,0,0,1
IA,2018-2019,3465,409,Lamoni,Lamoni Elementary School,1916320.0,1916320.0,16502703200000.0,191632000974.0,175.0,PK-05,2.0,163.2,ADM,12038,1629,13667,1964601.59999999,265852.8,2230454.4,,10284,3382,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3465,172,Lamoni,Lamoni High School,1916320.0,1916320.0,16502703200000.0,191632000975.0,98.0,09-12,4.0,98,ADM,18229,651,18880,1786442,63798,1850240,,12645,6235,Public High School,0,0,1,1,0,0,1
IA,2018-2019,3465,250,Lamoni,Lamoni Middle School,1916320.0,1916320.0,16502703200000.0,191632002019.0,75.0,06-08,3.0,74.4,ADM,12128,121,12249,902323.2,9002.4,911325.6,,8997,3252,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,3537,409,Laurens-Marathon,Laurens-Marathon Elementary School,1916420.0,1916420.0,16507600700000.0,191642000977.0,106.0,PK-05,2.0,107.7,ADM,18563,1719,20282,1999235.1,185136.3,2184371.4,,11158,9124,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3537,209,Laurens-Marathon,Laurens-MarathonMiddle School,1916420.0,1916420.0,16507600700000.0,191642000979.0,41.0,06-08,3.0,41.3,ADM,19539,1527,21066,806960.7,63065.1,870025.799999999,,12258,8808,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,3555,405,Lawton-Bronson,Bronson Elementary School,1916440.0,1916440.0,16509701800000.0,191644000980.0,389.0,PK-06,2.0,390.9,ADM,11090,548,11638,4335081,214213.199999999,4549294.2,,7886,3752,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3555,172,Lawton-Bronson,Lawton-Bronson Junior-Senior High School,1916440.0,1916440.0,16509701800000.0,191644000981.0,286.0,07-12,4.0,285.1,ADM,15240,256,15496,4344924,72985.6,4417909.6,,9098,6398,Public High School,0,0,1,1,0,0,1
IA,2018-2019,3600,418,Le Mars,Clark Elementary School,1916530.0,1916530.0,16507502100000.0,191653000983.0,328.0,PK-05,2.0,296.9,ADM,11173,467,11640,3317263.69999999,138652.3,3455915.99999999,,7845,3794,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3600,427,Le Mars,Franklin Elementary School,1916530.0,1916530.0,16507502100000.0,191653000985.0,272.0,KG-05,2.0,274.7,ADM,11219,416,11635,3081859.3,114275.2,3196134.5,,7869,3765,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3600,118,Le Mars,Individualized LearningCenter,1916530.0,1916530.0,16507502100000.0,191653001101.0,24.0,09-12,4.0,22.5,ADM,8108,88,8196,182430,1980,184410,,6077,2119,Alternative School,0,0,1,1,0,0,1
IA,2018-2019,3600,449,Le Mars,Kluckhohn Elementary School,1916530.0,1916530.0,16507502100000.0,191653000987.0,434.0,KG-05,2.0,433.2,ADM,11152,470,11622,4831046.39999999,203604,5034650.39999999,,7874,3748,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3600,109,Le Mars,Le Mars High School,1916530.0,1916530.0,16507502100000.0,191653000988.0,665.0,09-12,4.0,653.4,ADM,12598,311,12909,8231533.19999999,203207.4,8434740.6,,9264,3646,Public High School,0,0,1,1,0,0,1
IA,2018-2019,3600,209,Le Mars,Le Mars Middle School,1916530.0,1916530.0,16507502100000.0,191653000984.0,517.0,06-08,3.0,514.9,ADM,11730,241,11971,6039777,124090.9,6163867.89999999,,9509,2462,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,3609,418,Lenox,Lenox Elementary School,1916620.0,1916620.0,16508703200000.0,191662000991.0,293.0,PK-06,2.0,267.5,ADM,11185,549,11734,2991987.5,146857.5,3138845,,9410,2326,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3609,109,Lenox,Lenox High School,1916620.0,1916620.0,16508703200000.0,191662000992.0,207.0,07-12,4.0,208.6,ADM,12964,428,13392,2704290.4,89280.8,2793571.19999999,,8954,4439,Public High School,0,0,1,1,0,0,1
IA,2018-2019,3645,418,Lewis Central,E A Kreft Primary School,1916680.0,1916680.0,16507802200000.0,191668000995.0,477.0,PK-01,1.0,444,ADM,13540,352,13892,6011760,156288,6168048,,11086,2807,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3645,209,Lewis Central,Lewis Central Middle School,1916680.0,1916680.0,16507802200000.0,191668000997.0,674.0,06-08,3.0,669.3,ADM,12307,352,12659,8237075.1,235593.599999999,8472668.7,,9697,2963,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,3645,109,Lewis Central,Lewis Central Senior High School,1916680.0,1916680.0,16507802200000.0,191668000996.0,925.0,09-12,4.0,890,ADM,11947,379,12326,10632830,337310,10970140,,9037,3291,Public High School,0,0,1,1,0,0,1
IA,2018-2019,3645,427,Lewis Central,Titan Hill Intermediate School,1916680.0,1916680.0,16507802200000.0,191668000994.0,893.0,02-05,2.0,883.2,ADM,11029,352,11381,9740812.8,310886.4,10051699.2,,8498,2884,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3715,436,Linn-Mar,Bowman Woods Elementary School,1917220.0,1917220.0,16505701800000.0,191722001002.0,519.0,PK-05,2.0,524.2,ADM,11563,552,12115,6061324.6,289358.4,6350683,,8695,3419,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3715,463,Linn-Mar,Echo Hill Elementary,1917220.0,1917220.0,16505701800000.0,191722002092.0,564.0,KG-05,2.0,560.1,ADM,12500,361,12861,7001250,202196.1,7203446.1,,9431,3430,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3715,209,Linn-Mar,Excelsior Middle School,1917220.0,1917220.0,16505701800000.0,191722001005.0,967.0,06-08,3.0,961.7,ADM,12796,300,13096,12305913.2,288510,12594423.2,,9649,3447,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,3715,418,Linn-Mar,Indian Creek Elementary School,1917220.0,1917220.0,16505701800000.0,191722001003.0,573.0,KG-05,2.0,571.8,ADM,11584,439,12023,6623731.19999999,251020.199999999,6874751.39999999,,8536,3487,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3715,454,Linn-Mar,Linn Grove Elementary School,1917220.0,1917220.0,16505701800000.0,191722001525.0,561.0,PK-05,2.0,556,ADM,12621,642,13263,7017276,356952,7374228,,9834,3429,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3715,109,Linn-Mar,Linn-Mar High School,1917220.0,1917220.0,16505701800000.0,191722001004.0,2182.0,09-12,4.0,2146.6,ADM,13571,299,13870,29131508.5999999,641833.4,29773342,,9352,4517,Public High School,0,0,1,1,0,0,1
IA,2018-2019,3715,409,Linn-Mar,Novak Elementary School,1917220.0,1917220.0,16505701800000.0,191722001006.0,551.0,PK-05,2.0,551.3,ADM,12689,930,13619,6995445.69999999,512708.999999999,7508154.69999999,,10153,3466,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3715,445,Linn-Mar,Oak Ridge School,1917220.0,1917220.0,16505701800000.0,191722000810.0,796.0,06-08,3.0,798.7,ADM,12430,282,12712,9927841,225233.4,10153074.4,,9289,3422,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,3715,407,Linn-Mar,Westfield Elementary School,1917220.0,1917220.0,16505701800000.0,191722000368.0,561.0,KG-05,2.0,564.3,ADM,12610,287,12897,7115822.99999999,161954.099999999,7277777.1,,9418,3479,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3715,427,Linn-Mar,Wilkins Elementary School,1917220.0,1917220.0,16505701800000.0,191722001007.0,434.0,KG-05,2.0,437.4,ADM,13186,613,13799,5767556.39999999,268126.2,6035682.6,,10300,3499,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3744,409,Lisbon,Lisbon Elementary School,1917250.0,1917250.0,16505701500000.0,191725001008.0,400.0,PK-06,2.0,398.6,ADM,13254,249,13503,5283044.4,99251.4,5382295.8,,9602,3901,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3744,109,Lisbon,Lisbon High School,1917250.0,1917250.0,16505701500000.0,191725001009.0,168.0,09-12,4.0,168.9,ADM,18664,76,18740,3152349.6,12836.4,3165186,,12562,6178,Public High School,0,0,1,1,0,0,1
IA,2018-2019,3744,209,Lisbon,Lisbon Middle School,1917250.0,1917250.0,16505701500000.0,191725001981.0,110.0,07-08,3.0,109.5,ADM,10154,49,10203,1111863,5365.5,1117228.5,,6322,3881,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,3798,409,Logan-Magnolia,Logan-Magnolia Elementary School,1917460.0,1917460.0,16504302800000.0,191746001013.0,414.0,PK-06,2.0,402.2,ADM,10527,259,10786,4233959.39999999,104169.8,4338129.2,,8332,2453,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3798,172,Logan-Magnolia,Logan-MagnoliaJr-Sr High School,1917460.0,1917460.0,16504302800000.0,191746001014.0,289.0,07-12,4.0,286.6,ADM,11735,85,11820,3363251,24361,3387612,,8947,2873,Public High School,0,0,1,1,0,0,1
IA,2018-2019,3816,409,Lone Tree,Lone Tree Elementary School,1917550.0,1917550.0,16505201200000.0,191755001018.0,247.0,PK-05,2.0,229.6,ADM,10191,297,10488,2339853.6,68191.2,2408044.8,,7875,2614,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3816,172,Lone Tree,Lone Tree Junior-Senior High School,1917550.0,1917550.0,16505201200000.0,191755001019.0,254.0,06-12,4.0,252.5,ADM,12759,319,13078,3221647.5,80547.5,3302195,,9240,3839,Public High School,0,0,1,1,0,0,1
IA,2018-2019,3841,421,Louisa-Muscatine,Louisa-Muscatine Elementary,1917820.0,1917820.0,16505850100000.0,191782001023.0,478.0,PK-06,2.0,431.6,ADM,12042,443,12485,5197327.2,191198.8,5388526,,9514,2973,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3841,109,Louisa-Muscatine,Louisa-Muscatine High School,1917820.0,1917820.0,16505850100000.0,191782001025.0,271.0,09-12,4.0,263.1,ADM,15458,347,15805,4066999.8,91295.7,4158295.5,,9929,5877,Public High School,0,0,1,1,0,0,1
IA,2018-2019,3841,209,Louisa-Muscatine,Louisa-Muscatine Jr High,1917820.0,1917820.0,16505850100000.0,191782002106.0,130.0,07-08,3.0,130.6,ADM,9518,180,9698,1243050.8,23508,1266558.8,,6913,2786,Public Junior High School,0,0,1,1,0,0,1
IA,2018-2019,3897,409,LuVerne,LuVerne Elementary School,1917880.0,1917880.0,16505500900000.0,191788001026.0,61.0,PK-05,2.0,52.9,ADM,34268,1109,35377,1812777.2,58666.1,1871443.3,,19432,15945,Public Elementary School,0,0,1,1,0,1,1
IA,2018-2019,3906,412,Lynnville-Sully,Lynnville-Sully Elementary School,1918030.0,1918030.0,16505001200000.0,191803001964.0,234.0,KG-05,2.0,233,ADM,10685,439,11124,2489605,102287,2591892,,8978,2146,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3906,109,Lynnville-Sully,Lynnville-Sully High School,1918030.0,1918030.0,16505001200000.0,191803001031.0,151.0,09-12,4.0,153.4,ADM,15268,151,15419,2342111.2,23163.4,2365274.6,,10770,4649,Public High School,0,0,1,1,0,0,1
IA,2018-2019,3906,415,Lynnville-Sully,Lynnville-Sully Middle School,1918030.0,1918030.0,16505001200000.0,191803001994.0,116.0,06-08,3.0,118.8,ADM,10559,205,10764,1254409.2,24354,1278763.2,,8474,2290,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,3942,409,Madrid,Madrid Elementary School,1918180.0,1918180.0,16500803400000.0,191818001039.0,341.0,KG-06,2.0,336.6,ADM,11919,362,12281,4011935.4,121849.2,4133784.6,,9062,3218,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,3942,109,Madrid,Madrid High School,1918180.0,1918180.0,16500803400000.0,191818001040.0,203.0,09-12,4.0,194.9,ADM,14978,71,15049,2919212.2,13837.9,2933050.1,,10287,4761,Public High School,0,0,1,1,0,0,1
IA,2018-2019,3942,209,Madrid,Madrid Junior High School,1918180.0,1918180.0,16500803400000.0,191818001041.0,104.0,07-08,3.0,105,ADM,11637,73,11710,1221885,7665,1229550,,9031,2678,Public Junior High School,0,0,1,1,0,0,1
IA,2018-2019,4023,409,Manson Northwest Webster,Manson Northwest Webster Elementary,1918330.0,1918330.0,16501301400000.0,191833001052.0,477.0,PK-06,2.0,431.5,ADM,11659,373,12032,5030858.5,160949.5,5191808,,7983,4050,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,4023,109,Manson Northwest Webster,Manson Northwest WebsterJunior High/High School,1918330.0,1918330.0,16501301400000.0,191833001053.0,342.0,07-12,4.0,337.6,ADM,14942,111,15053,5044419.2,37473.6,5081892.8,,9605,5449,Public High School,0,0,1,1,0,0,1
IA,2018-2019,4033,409,Maple Valley-Anthon Oto,Anthon Elementary,1918480.0,1918480.0,16506700900000.0,191848000080.0,95.0,PK-05,2.0,94.2,ADM,13189,701,13890,1242403.8,66034.2,1308438,,10731,3161,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,4033,109,Maple Valley-Anthon Oto,Maple Valley-Anthon OtoHigh School,1918480.0,1918480.0,16506700900000.0,191848001057.0,238.0,09-12,4.0,229.7,ADM,13685,352,14037,3143444.5,80854.4,3224298.9,,10297,3741,Public High School,0,0,1,1,0,0,1
IA,2018-2019,4033,418,Maple Valley-Anthon Oto,Mapleton Elementary School,1918480.0,1918480.0,16506700900000.0,191848001059.0,177.0,PK-05,2.0,170.6,ADM,15685,818,16503,2675861,139550.8,2815411.8,,12546,3958,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,4033,218,Maple Valley-Anthon Oto,MVAO Middle School,1918480.0,1918480.0,16506700900000.0,191848000079.0,170.0,06-08,3.0,165.5,ADM,10587,352,10939,1752148.5,58256,1810404.5,,7573,3367,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,4041,418,Maquoketa,Briggs Elementary School,1918510.0,1918510.0,16504902600000.0,191851001060.0,255.0,03-05,2.0,253.9,ADM,12981,1402,14383,3295875.9,355967.8,3651843.7,,10520,3863,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,4041,409,Maquoketa,Cardinal Elementary School,1918510.0,1918510.0,16504902600000.0,191851001061.0,278.0,PK-02,2.0,263.6,ADM,13936,1207,15143,3673529.6,318165.2,3991694.8,,11505,3638,Public Elementary School,0,0,1,1,0,0,1
IA,2018-2019,4041,109,Maquoketa,Maquoketa Community High School,1918510.0,1918510.0,16504902600000.0,191851001062.0,501.0,09-12,4.0,480.8,ADM,15693,248,15941,7545194.4,119238.4,7664432.8,,10706,5235,Public High School,0,0,1,1,0,0,1
IA,2018-2019,4041,209,Maquoketa,Maquoketa Middle School,1918510.0,1918510.0,16504902600000.0,191851001063.0,351.0,06-08,3.0,343.5,ADM,13152,163,13315,4517712,55990.5,4573702.5,,9420,3895,Public Middle School,0,0,1,1,0,0,1
IA,2018-2019,4043,414,Maquoketa Valley,Delhi Elementary School,1918540.0,1918540.0,16502850100000.0,191854001064.0,174.0,03-05,2.0,173.1,ADM,12314,417,12731,2131553.4,72182.7,2203736.1,,9339,3392,Public Elementary School,0,0,1,1,0,0,1
