state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_MT,enrollmetric,pp_stloc_raw_MT,pp_fed_raw_MT,pp_total_raw_MT,schoolstloc_raw_MT,schoolfed_raw_MT,schooltot_raw_MT,pp_total_norm_NERDS,exclusionamounts_raw_MT,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
MT,2018-2019,477,1498,Polson Elem,Polson Middle School,3021060,3021060,27502440230100.0,302106000632,590.0,5-8,3.0,590,October Count Day,8679.0227118644,1159.96057627118,9838.98328813559,5120623.4,684376.74,5805000.14,10395.39862,961155.29,1,0,1,0,0,0,0
MT,2018-2019,478,633,Polson H S,Polson High School,3021090,3021090,27502440230200.0,302109000633,484.0,9-12,4.0,484,October Count Day,9745.90688016528,176.263553719008,9922.17043388429,4717018.93,85311.5599999999,4802330.49,12287.19008,1892495.44,1,0,1,0,0,0,0
MT,2018-2019,775,1014,Poplar Elem,Poplar 5-6 School,3021240,3021240,27504340530100.0,302124001044,173.0,5-6,2.0,173,October Count Day,13027.3043352601,1843.36919075144,14870.6735260115,2253723.65,318902.869999999,2572626.52,16162.20028,198276.63,1,0,1,0,0,0,0
MT,2018-2019,775,1550,Poplar Elem,Poplar 7-8,3021240,3021240,27504340530100.0,302124000636,142.0,7-8,3.0,142,October Count Day,13027.3043661971,1843.36915492957,14870.6735211267,1849877.22,261758.42,2111635.64,16162.20028,162747.299999999,1,0,1,0,0,0,0
MT,2018-2019,775,1015,Poplar Elem,Poplar School,3021240,3021240,27504340530100.0,302124000637,394.0,PK-4,2.0,394,October Count Day,13027.3043401015,1843.36918781725,14870.6735279187,5132757.90999999,726287.46,5859045.37,16162.20028,451566.44,1,0,1,0,0,0,0
MT,2018-2019,776,1016,Poplar H S,Poplar High School,3021270,3021270,27504340530200.0,302127000638,227.0,9-12,4.0,227,October Count Day,14408.7246696035,1321.03462555066,15729.7592951541,3270780.5,299874.86,3570655.36,19559.47137,1202776.99,1,0,1,0,0,0,0
MT,2018-2019,589,1733,Potomac Elem,Potomac 7-8,3021330,3021330,27503201300000.0,302133001011,21.0,7-8,3.0,21,October Count Day,12266.7066666666,910.299999999999,13177.0066666666,257600.839999999,19116.2999999999,276717.14,15101.12375,65014.49,1,0,1,0,0,0,0
MT,2018-2019,589,793,Potomac Elem,Potomac School,3021330,3021330,27503201300000.0,302133000639,68.0,PK-6,2.0,68,October Count Day,12266.706617647,910.299852941176,13177.0064705882,834136.049999999,61900.3899999999,896036.44,15101.12355,210523.11,1,0,1,0,0,0,0
MT,2018-2019,706,931,Powder River Co Dist H S,Powder River Co Dist High,3004860,3004860,27503840130200.0,300486000119,64.0,9-12,4.0,64,October Count Day,22647.6784375,262.24265625,22909.92109375,1449451.42,16783.53,1466234.95,30281.25,722847.63,1,0,1,0,0,0,0
MT,2018-2019,713,953,Powell County H S,Powell County High School,3021450,3021450,27503901600000.0,302145000641,190.0,9-12,4.0,190,October Count Day,14908.0777894736,511.272999999999,15419.3507894736,2832534.78,97141.87,2929676.65,17315.78947,991495.24,1,0,1,0,0,0,0
MT,2018-2019,894,1780,Power Elem,Power 7-8,3021510,3021510,27505040430100.0,302151001068,15.0,7-8,3.0,15,October Count Day,12371.414,814.746666666666,13186.16,185571.21,12221.1999999999,197792.4,15098.59127,48662.77,1,0,1,0,0,0,0
MT,2018-2019,894,1158,Power Elem,Power School,3021510,3021510,27505040430100.0,302151000643,56.0,PK-6,2.0,56,October Count Day,12371.41375,814.746785714285,13186.1603571428,692799.169999999,45625.82,738424.98,15098.59162,181674.35,1,0,1,0,0,0,0
MT,2018-2019,895,1159,Power H S,Power High School,3021540,3021540,27505040430200.0,302154000644,37.0,9-12,4.0,37,October Count Day,19983.9237837837,228.502162162162,20212.4259459459,739405.179999999,8454.57999999999,747859.76,,431688.05,1,0,1,0,0,1,1
MT,2018-2019,21,27,Pryor Elem,Arrow Creek Elem School,3021720,3021720,27500240130100.0,302172000647,38.0,PK-6,2.0,38,October Count Day,18028.1684210526,6241.50368421052,24269.6721052631,685070.399999999,237177.14,922247.54,28000.00007,208164.93,1,0,1,0,0,0,0
MT,2018-2019,21,1668,Pryor Elem,Pryor 7-8,3021720,3021720,27500240130100.0,302172000930,21.0,7-8,3.0,21,October Count Day,18028.1685714285,6241.50380952381,24269.6719047619,378591.54,131071.58,509663.11,27999.99987,115038.52,1,0,1,0,0,0,0
MT,2018-2019,842,1770,Ramsay Elem,Ramsay 7-8,3021850,3021850,27504700300000.0,302185001058,26.0,7-8,3.0,26,October Count Day,9404.07538461538,406.206153846153,9810.28153846153,244505.96,10561.3599999999,255067.32,11686.27461,58852.28,1,0,1,0,0,0,0
MT,2018-2019,842,1105,Ramsay Elem,Ramsay School,3021850,3021850,27504700300000.0,302185000648,127.0,PK-6,2.0,127,October Count Day,9404.07519685039,406.20622047244,9810.28141732283,1194317.55,51588.1899999999,1245905.74,11686.27449,287470.78,1,0,1,0,0,0,0
MT,2018-2019,858,1774,Rapelje Elem,Rapelje 7-8,3021870,3021870,27504840430100.0,302187001062,14.0,7-8,3.0,14,October Count Day,13382.4885714285,1483.27142857142,14865.7592857142,187354.839999999,20765.7999999999,208120.629999999,18146.34124,47412.56,1,0,1,0,0,0,0
MT,2018-2019,858,1122,Rapelje Elem,Rapelje School,3021870,3021870,27504840430100.0,302187000649,27.0,PK-6,2.0,27,October Count Day,13382.4885185185,1483.27111111111,14865.7596296296,361327.19,40048.32,401375.509999999,18146.34158,91438.5,1,0,1,0,0,0,0
MT,2018-2019,859,1123,Rapelje H S,Rapelje High School,3021900,3021900,27504840430200.0,302190000650,19.0,9-12,4.0,19,October Count Day,25870.887368421,2482.15368421052,28353.0415789473,491546.86,47160.92,538707.79,32894.73684,236035.61,1,0,1,0,0,0,0
MT,2018-2019,754,990,Rau Elem,Rau School,3021960,3021960,27504202500000.0,302196000651,50.0,PK-6,2.0,50,October Count Day,12851.1872,339.92,13191.1072,642559.36,16996,659555.36,16120.0,350464.71,1,0,1,0,0,0,0
MT,2018-2019,56,1542,Red Lodge Elem,Mountain View School,3022080,3022080,27500540530100.0,302208000653,198.0,PK-5,2.0,198,October Count Day,9372.53959595959,678.357272727272,10050.8968686868,1855762.83999999,134314.74,1990077.57999999,11151.6129,612976.24,1,0,1,0,0,0,0
MT,2018-2019,56,1637,Red Lodge Elem,Roosevelt Junior High,3022080,3022080,27500540530100.0,302208000913,112.0,6-8,3.0,112,October Count Day,9372.53955357142,678.357232142857,10050.896875,1049724.43,75976.0099999999,1125700.45,11151.61291,346734.03,1,0,1,0,0,0,0
MT,2018-2019,57,84,Red Lodge H S,Red Lodge High School,3022110,3022110,27500540530200.0,302211000655,182.0,9-12,4.0,182,October Count Day,11234.0751098901,517.499285714285,11751.5743406593,2044601.67,94184.8699999999,2138786.53,,1011703.64,1,0,1,0,0,1,1
MT,2018-2019,850,1773,Reed Point Elem,Reed Point 7-8,3022230,3022230,27504840530100.0,302223001061,8.0,7-8,3.0,8,October Count Day,13488.42125,1692.4025,15180.82375,107907.37,13539.22,121446.59,16636.25614,80769.6,1,0,1,0,0,0,0
MT,2018-2019,850,1113,Reed Point Elem,Reed Point Elementary,3022230,3022230,27504840530100.0,302223000656,38.0,PK-6,2.0,38,October Count Day,13823.4797368421,1692.40236842105,15515.8821052631,525292.23,64311.2899999999,589603.52,16971.3145,584739.35,1,0,1,0,0,0,0
MT,2018-2019,851,1114,Reed Point H S,Reed Point High School,3022260,3022260,27504840530200.0,302226000657,18.0,9-12,4.0,18,October Count Day,27278.6788888888,1577.36166666666,28856.04,491016.22,28392.5099999999,519408.72,,387992.3,1,0,1,0,0,1,1
MT,2018-2019,15,18,Reichle Elem,Reichle School,3022290,3022290,27500102400000.0,302229000658,24.0,PK-8,3.0,24,October Count Day,7955.85374999999,414.261666666666,8370.11541666666,190940.49,9942.27999999999,200882.77,8833.333333,30796.25,1,0,1,0,0,0,0
MT,2018-2019,227,1686,Richey Elem,Richey 7-8,3022370,3022370,27501140130100.0,302237000953,10.0,7-8,3.0,10,October Count Day,14769.425,1400.495,16169.92,147694.25,14004.95,161699.2,17148.93617,38975.0199999999,1,0,1,0,0,0,0
MT,2018-2019,227,310,Richey Elem,Richey School,3022370,3022370,27501140130100.0,302237000659,37.0,PK-6,2.0,37,October Count Day,14769.4256756756,1400.49432432432,16169.92,546468.75,51818.2899999999,598287.04,17148.93617,144207.56,1,0,1,0,0,0,0
MT,2018-2019,228,311,Richey H S,Richey High School,3022410,3022410,27501140130200.0,302241000660,28.0,9-12,4.0,28,October Count Day,27746.3657142857,1449.88428571428,29196.25,776898.24,40596.7599999999,817495,,351339.48,1,0,1,0,0,1,1
MT,2018-2019,69,1673,Roberts K-12 Schools,Roberts 7-8,3022710,3022710,27500540600000.0,302271000937,17.0,7-8,3.0,17,October Count Day,11907.9788235294,3462.86588235294,15370.8452941176,202435.639999999,58868.7199999999,261304.37,17324.32439,73699.41,1,0,1,0,0,0,0
MT,2018-2019,69,96,Roberts K-12 Schools,Roberts High School,3022710,3022710,27500540600000.0,302271000665,36.0,9-12,4.0,36,October Count Day,11907.9788888888,3462.86611111111,15370.8452777777,428687.24,124663.18,553350.43,17324.32438,156069.329999999,1,0,1,0,0,0,0
MT,2018-2019,69,95,Roberts K-12 Schools,Roberts School,3022710,3022710,27500540600000.0,302271000664,58.0,PK-6,2.0,58,October Count Day,11907.979137931,3462.86603448275,15370.8451724137,690662.789999999,200846.229999999,891509.019999999,17324.32427,251445.03,1,0,1,0,0,0,0
MT,2018-2019,1207,1711,Rocky Boy Elem,Rocky Boy 7-8,3022750,3022750,27502120130100.0,302275000986,97.0,7-8,3.0,97,October Count Day,11083.1791752577,7632.08298969072,18715.2621649484,1075068.38,740312.05,1815380.43,21625.00002,481192.93,1,0,1,0,0,0,0
MT,2018-2019,1207,579,Rocky Boy Elem,Rocky Boy School,3022750,3022750,27502120130100.0,302275000666,359.0,PK-8,3.0,359,October Count Day,11083.1791643454,7632.08298050139,18715.2621448467,3978861.32,2739917.79,6718779.11,21625.0,1780909.92,1,0,1,0,0,0,0
MT,2018-2019,1229,1807,Rocky Boy H S,Rocky Boy High School,3028911,3028911,27502120130200.0,302891101086,118.0,9-12,4.0,118,October Count Day,15015.9012711864,1984.02508474576,16999.9263559322,1771876.35,234114.96,2005991.31,19016.94915,771875.65,1,0,1,0,0,0,0
MT,2018-2019,1199,639,Ronan Elem,K William Harvey Elem,3022790,3022790,27502440530100.0,302279000669,416.0,PK-4,2.0,416,October Count Day,8011.3448076923,975.307812499999,8986.6526201923,3332719.43999999,405728.049999999,3738447.49,10102.6621,621453.68,1,0,1,0,0,0,0
MT,2018-2019,1199,638,Ronan Elem,Pablo Elementary,3022790,3022790,27502440530100.0,302279000667,217.0,PK-4,2.0,217,October Count Day,9716.02894009216,1527.44198156682,11243.4709216589,2108378.28,331454.91,2439833.19,12359.4804,397046.3,1,0,1,0,0,0,0
MT,2018-2019,1199,1519,Ronan Elem,Ronan Middle School,3022790,3022790,27502440530100.0,302279000668,506.0,5-8,3.0,506,October Count Day,7409.63539525691,1395.86760869565,8805.50300395257,3749275.51,706309.009999999,4455584.52,9921.512486,582532.04,1,0,1,0,0,0,0
MT,2018-2019,1200,640,Ronan H S,Ronan High School,3022800,3022800,27502440530200.0,302280000670,343.0,9-12,4.0,343,October Count Day,9218.40606413994,1513.07495626822,10731.4810204081,3161913.28,518984.709999999,3680897.98999999,14034.98542,2086785.1,1,0,1,0,0,0,0
MT,2018-2019,795,1762,Rosebud K-12,Rosebud 7-8,3022920,3022920,27504440300000.0,302292001050,1.0,7-8,3.0,1,October Count Day,29772.94,1338.29,31111.22,29772.94,1338.29,31111.22,36378.37595,7620.41,1,0,1,0,0,0,0
MT,2018-2019,795,1038,Rosebud K-12,Rosebud High School,3022920,3022920,27504440300000.0,302292000672,15.0,9-12,4.0,15,October Count Day,29772.9353333333,1338.28733333333,31111.2226666666,446594.03,20074.3099999999,466668.34,36378.37861,114306.13,1,0,1,0,0,0,0
MT,2018-2019,795,1470,Rosebud K-12,Rosebud School,3022920,3022920,27504440300000.0,302292000671,21.0,PK-6,2.0,21,October Count Day,29772.9352380952,1338.28714285714,31111.2223809523,625231.64,28104.03,653335.67,36378.37833,160028.59,1,0,1,0,0,0,0
MT,2018-2019,394,531,Ross Elem,Ross School,3011990,3011990,27501701800000.0,301199000328,2.0,PK-8,3.0,2,October Count Day,41525.95,0,41525.95,83051.9,0,83051.9,41000.0,800.46,1,0,1,0,0,0,0
MT,2018-2019,605,1644,Roundup Elem,Roundup 7-8,3023040,3023040,27503340130100.0,302304000914,94.0,7-8,3.0,94,October Count Day,8355.17074468085,747.001382978723,9102.17212765957,785386.049999999,70218.1299999999,855604.18,10739.81577,443869.74,1,0,1,0,0,0,0
MT,2018-2019,605,809,Roundup Elem,Roundup Elementary,3023040,3023040,27503340130100.0,302304000673,296.0,PK-6,2.0,296,October Count Day,8238.36354729729,747.159459459459,8985.52297297297,2438555.61,221159.199999999,2659714.8,10623.16661,1392240.4,1,0,1,0,0,0,0
MT,2018-2019,606,811,Roundup High School,Roundup H S,3023070,3023070,27503340130200.0,302307000675,166.0,9-12,4.0,166,October Count Day,12469.6136746987,978.04234939759,13447.6560240963,2069955.86999999,162355.03,2232310.9,,999614.55,1,0,1,0,0,1,1
MT,2018-2019,280,1689,Roy K-12 Schools,Roy 6-8,3023160,3023160,27501440400000.0,302316000957,5.0,6-8,3.0,5,October Count Day,23541.364,1179.15199999999,24720.516,117706.82,5895.75999999999,123602.58,29777.77767,37837.91,1,0,1,0,0,0,0
MT,2018-2019,280,379,Roy K-12 Schools,Roy High School,3023160,3023160,27501440400000.0,302316000677,15.0,9-12,4.0,15,October Count Day,23541.3646666666,1179.15133333333,24720.516,353120.47,17687.2699999999,370807.74,29777.77767,113513.72,1,0,1,0,0,0,0
MT,2018-2019,280,378,Roy K-12 Schools,Roy School,3023160,3023160,27501440400000.0,302316000676,16.0,PK-5,2.0,16,October Count Day,23541.364375,1179.15125,24720.51625,376661.83,18866.42,395528.26,29777.77792,121081.3,1,0,1,0,0,0,0
MT,2018-2019,407,1706,Ryegate K-12 Schools,Ryegate 7-8,3023340,3023340,27501940100000.0,302334000981,4.0,7-8,3.0,4,October Count Day,19745.73,2107.98,21853.71,78982.92,8431.92,87414.84,25058.82451,22250.29,1,0,1,0,0,0,0
MT,2018-2019,407,551,Ryegate K-12 Schools,Ryegate High School,3023340,3023340,27501940100000.0,302334000681,9.0,9-12,4.0,9,October Count Day,19745.73,2107.97888888888,21853.7088888888,177711.57,18971.8099999999,196683.38,25058.8234,50063.14,1,0,1,0,0,0,0
MT,2018-2019,407,550,Ryegate K-12 Schools,Ryegate School,3023340,3023340,27501940100000.0,302334000680,38.0,PK-8,3.0,38,October Count Day,19745.73,2107.97894736842,21853.7089473684,750337.74,80103.2,830440.94,25058.82346,211377.72,1,0,1,0,0,0,0
MT,2018-2019,1238,264,S H Elem,S H School,3008040,3008040,27500901500000.0,300804000230,2.0,PK-8,3.0,2,October Count Day,33045.1,10014.845,43059.945,66090.2,20029.69,86119.89,42000.0,504.21,1,0,1,0,0,0,0
MT,2018-2019,189,262,S Y Elem,S Y School,3008010,3008010,27500901700000.0,300801000229,9.0,PK-8,3.0,9,October Count Day,11166.0299999999,0,11166.03,100494.269999999,0,100494.27,10888.88889,19183.98,1,0,1,0,0,0,0
MT,2018-2019,1203,1746,Saco Elem,Saco 7-8,3023370,3023370,27503640230100.0,302337001030,7.0,7-8,3.0,7,October Count Day,16800.6428571428,2322.31714285714,19122.9614285714,117604.5,16256.22,133860.729999999,23054.05413,46327.9,1,0,1,0,0,0,0
MT,2018-2019,1203,872,Saco Elem,Saco School,3023370,3023370,27503640230100.0,302337000682,30.0,PK-6,2.0,30,October Count Day,16800.6433333333,2322.31766666666,19122.9613333333,504019.3,69669.53,573688.84,23054.05404,198548.13,1,0,1,0,0,0,0
MT,2018-2019,657,873,Saco H S,Saco High School,3023400,3023400,27503640230200.0,302340000683,17.0,9-12,4.0,17,October Count Day,30246.7811764705,2097.38588235294,32344.1676470588,514195.279999999,35655.56,549850.85,39411.76471,202443.69,1,0,1,0,0,0,0
MT,2018-2019,392,527,Sand Springs Elem,Sand Springs School,3012060,3012060,27501701600000.0,301206000330,4.0,PK-8,3.0,4,October Count Day,18395.6925,0,18395.69,73582.77,0,73582.76,18750.0,9118.17,1,0,1,0,0,0,0
MT,2018-2019,747,1754,Savage Elem,Savage 7-8,3023520,3023520,27504240330100.0,302352001040,13.0,7-8,3.0,13,October Count Day,9198.09615384615,339.919999999999,9538.01692307692,119575.25,4418.95999999999,123994.219999999,11207.31729,21305.39,1,0,1,0,0,0,0
MT,2018-2019,747,982,Savage Elem,Savage School,3023520,3023520,27504240330100.0,302352000685,69.0,PK-6,2.0,69,October Count Day,9198.09666666666,339.919999999999,9538.01666666666,634668.669999999,23454.4799999999,658123.15,11207.31703,113082.45,1,0,1,0,0,0,0
MT,2018-2019,748,983,Savage H S,Savage High School,3023550,3023550,27504240330200.0,302355000686,26.0,9-12,4.0,26,October Count Day,33244.3638461538,339.919999999999,33584.2838461538,864353.46,8837.91999999999,873191.379999999,,535565.23,1,0,1,0,0,1,1
MT,2018-2019,194,1650,Scobey K-12 Schools,Scobey 7-8,3023670,3023670,27501040300000.0,302367000949,41.0,7-8,3.0,41,October Count Day,10018.8692682926,416.38731707317,10435.2565853658,410773.64,17071.88,427845.519999999,12497.83805,171715.57,1,0,1,0,0,0,0
MT,2018-2019,194,268,Scobey K-12 Schools,Scobey High School,3023670,3023670,27501040300000.0,302367000688,84.0,9-12,4.0,84,October Count Day,10034.198095238,790.218571428571,10824.4166666666,842872.639999999,66378.36,909251,12886.99814,371722,1,0,1,0,0,0,0
MT,2018-2019,194,267,Scobey K-12 Schools,Scobey School,3023670,3023670,27501040300000.0,302367000687,154.0,PK-6,2.0,154,October Count Day,10025.5511688311,399.404935064935,10424.9561688311,1543934.88,61508.3599999999,1605443.24999999,12487.53764,638198.24,1,0,1,0,0,0,0
MT,2018-2019,597,1740,Seeley Lake Elem,Seeley Lake 7-8,3023730,3023730,27503201400000.0,302373001018,42.0,7-8,3.0,42,October Count Day,10198.2611904761,1400.37714285714,11598.638095238,428326.97,58815.84,487142.8,12410.52631,83397.0399999999,1,0,1,0,0,0,0
MT,2018-2019,597,801,Seeley Lake Elem,Seeley Lake Elementary,3023730,3023730,27503201400000.0,302373000689,148.0,PK-6,2.0,148,October Count Day,10198.2609459459,1400.37716216216,11598.6381081081,1509342.61999999,207255.82,1716598.44,12410.52632,293875.28,1,0,1,0,0,0,0
MT,2018-2019,910,1832,Shelby Elem,Cam Rose School,3023900,3023900,27505140130100.0,302390000288,12.0,PK-8,3.0,12,October Count Day,10221.0091666666,807.210833333333,11028.22,122652.11,9686.52999999999,132338.639999999,11429.96756,27215.59,1,0,1,0,0,0,0
MT,2018-2019,910,1175,Shelby Elem,Shelby 7-8,3023900,3023900,27505140130100.0,302390000693,56.0,7-8,3.0,56,October Count Day,10221.0094642857,807.210535714285,11028.2198214285,572376.53,45203.79,617580.309999999,11429.96738,127006.09,1,0,1,0,0,0,0
MT,2018-2019,910,1176,Shelby Elem,Shelby Elementary School,3023900,3023900,27505140130100.0,302390000692,239.0,PK-6,2.0,239,October Count Day,10221.0094979079,807.210418410041,11028.2198744769,2442821.27,192923.29,2635744.55,11429.96743,542043.86,1,0,1,0,0,0,0
MT,2018-2019,911,1178,Shelby H S,Shelby High School,3023910,3023910,27505140130200.0,302391000694,115.0,9-12,4.0,115,October Count Day,16502.2275652173,336.466608695652,16838.694173913,1897756.17,38693.6599999999,1936449.82999999,,1000010.39,1,0,1,0,0,1,1
MT,2018-2019,985,1300,Shepherd Elem,Shepherd Elementary,3023940,3023940,27505640630100.0,302394000695,371.0,PK-5,2.0,371,October Count Day,7666.99590296496,673.496172506738,8340.49210242587,2844455.48,249867.079999999,3094322.56999999,9243.432575,764027.17,1,0,1,0,0,0,0
MT,2018-2019,985,1794,Shepherd Elem,Shepherd Middle School,3023940,3023940,27505640630100.0,302394001083,200.0,6-8,3.0,200,October Count Day,7666.9959,673.49615,8340.4921,1533399.18,134699.229999999,1668098.42,9243.432573,411874.48,1,0,1,0,0,0,0
MT,2018-2019,986,1301,Shepherd H S,Shepherd High School,3023970,3023970,27505640630200.0,302397000696,259.0,9-12,4.0,259,October Count Day,10216.9454440154,271.303822393822,10488.2492664092,2646188.87,70267.6899999999,2716456.56,12702.7027,964662.98,1,0,1,0,0,0,0
MT,2018-2019,537,1725,Sheridan Elem,Sheridan 7-8,3024150,3024150,27502940330100.0,302415001001,30.0,7-8,3.0,30,October Count Day,11093.7126666666,1314.11766666666,12407.8303333333,332811.38,39423.53,372234.91,13932.77319,103221.88,1,0,1,0,0,0,0
MT,2018-2019,537,721,Sheridan Elem,Sheridan Elementary Schl,3024150,3024150,27502940330100.0,302415000697,89.0,PK-6,2.0,89,October Count Day,11093.7123595505,1314.11786516853,12407.8302247191,987340.4,116956.49,1104296.89,13932.77308,306224.909999999,1,0,1,0,0,0,0
MT,2018-2019,538,722,Sheridan H S,Sheridan High School,3024180,3024180,27502940330200.0,302418000698,60.0,9-12,4.0,60,October Count Day,17731.7303333333,352.377,18084.1073333333,1063903.82,21142.62,1085046.44,,527484.71,1,0,1,0,0,1,1
MT,2018-2019,1227,1797,Shields Valley Elem,Shields Valley 7-8,3000932,3000932,27503440430100.0,300093201025,27.0,7-8,3.0,27,October Count Day,9191.11703703703,814.161851851851,10005.2792592592,248160.159999999,21982.37,270142.54,12191.17661,90496.67,1,0,1,0,0,0,0
MT,2018-2019,1227,1665,Shields Valley Elem,Shields Valley Elementary,3000932,3000932,27503440430100.0,300093201024,109.0,PK-6,2.0,109,October Count Day,9191.1171559633,814.161926605504,10005.2790825688,1001831.77,88743.65,1090575.42,12191.17644,365338.39,1,0,1,0,0,0,0
MT,2018-2019,1228,1666,Shields Valley H S,Shields Valley High Schl,3000933,3000933,27503440430200.0,300093301026,61.0,9-12,4.0,61,October Count Day,15387.0857377049,419.140327868852,15806.2260655737,938612.23,25567.5599999999,964179.789999999,19442.62295,382671.65,1,0,1,0,0,0,0
MT,2018-2019,745,979,Sidney Elem,Central Elementary,3024200,3024200,27504240430100.0,302420000699,353.0,PK-5,2.0,353,October Count Day,7783.87968838526,501.714504249291,8285.59419263456,2747709.53,177105.219999999,2924814.75,8699.221762,1065085.99,1,0,1,0,0,0,0
MT,2018-2019,745,1619,Sidney Elem,Sidney Middle School,3024200,3024200,27504240430100.0,302420000897,290.0,6-8,3.0,290,October Count Day,9803.05348275862,501.714517241379,10304.768,2842885.51,145497.21,2988382.72,10718.39557,461187.04,1,0,1,0,0,0,0
MT,2018-2019,745,1446,Sidney Elem,West Side Elementary,3024200,3024200,27504240430100.0,302420001110,291.0,PK-3,2.0,291,October Count Day,9781.70261168385,501.714501718213,10283.417113402,2846475.46,145998.919999999,2992474.38,10697.04468,455723.9,1,0,1,0,0,0,0
MT,2018-2019,746,981,Sidney H S,Sidney High School,3024230,3024230,27504240430200.0,302423000702,387.0,9-12,4.0,387,October Count Day,12073.7309043927,247.064031007751,12320.7949354005,4672533.86,95613.7799999999,4768147.64,,4022793.6,1,0,1,0,0,1,1
MT,2018-2019,118,174,Simms H S,Simms High School,3024330,3024330,27500740330200.0,302433000704,99.0,9-12,4.0,99,October Count Day,14114.2425252525,363.628686868686,14477.8712121212,1397310.01,35999.2399999999,1433309.25,17222.22222,403840.21,1,0,1,0,0,0,0
MT,2018-2019,324,444,Smith Valley Elem,Smith Valley 7-8,3002850,3002850,27501540500000.0,300285000101,48.0,7-8,3.0,48,October Count Day,7637.47520833333,1426.61020833333,9064.08520833333,366598.81,68477.29,435076.089999999,9132.158556,70760.16,1,0,1,0,0,0,0
MT,2018-2019,324,436,Smith Valley Elem,Smith Valley Primary Schl,3002850,3002850,27501540500000.0,300285000037,179.0,PK-6,2.0,179,October Count Day,7637.4751396648,1426.61011173184,9064.08525139664,1367108.05,255363.209999999,1622471.25999999,9132.158599,263876.42,1,0,1,0,0,0,0
MT,2018-2019,327,439,Somers Elem,Lakeside Elementary School,3000002,3000002,27501504100000.0,300000200705,373.0,PK-5,2.0,373,October Count Day,8004.83388739946,645.462117962466,8650.29600536193,2985803.04,240757.369999999,3226560.40999999,9566.844918,2842481.59,1,0,1,0,0,0,0
MT,2018-2019,327,1799,Somers Elem,Somers Middle School,3000002,3000002,27501504100000.0,300000200965,188.0,6-8,3.0,188,October Count Day,8004.83393617021,645.462127659574,8650.29601063829,1504908.78,121346.879999999,1626255.65,9566.844923,1432671.69,1,0,1,0,0,0,0
MT,2018-2019,288,389,Spring Creek Colony Elem,Spring Creek Colony Schl,3024690,3024690,27501403900000.0,302469000710,5.0,PK-8,3.0,5,October Count Day,16347.274,6976.57,23323.844,81736.37,34882.85,116619.22,22800.0,25480.17,1,0,1,0,0,0,0
MT,2018-2019,20,26,Spring Creek Elem,Spring Creek School,3003660,3003660,27500200100000.0,300366000053,7.0,PK-8,3.0,7,October Count Day,21523.0057142857,167.581428571428,21690.5871428571,150661.04,1173.06999999999,151834.11,28142.85714,201736.54,1,0,1,0,0,0,0
MT,2018-2019,179,248,Spring Creek Elem,Spring Creek School,3007950,3007950,27500901800000.0,300795000227,3.0,PK-8,3.0,3,October Count Day,21808.7933333333,0,21808.7933333333,65426.38,0,65426.38,21666.66667,1869.56,1,0,1,0,0,0,0
MT,2018-2019,357,479,Springhill Elem,Springhill School,3024810,3024810,27501603700000.0,302481000713,16.0,PK-8,3.0,16,October Count Day,9933.534375,2148.391875,12081.926875,158936.55,34374.27,193310.83,11687.5,5971.94,1,0,1,0,0,0,0
MT,2018-2019,481,642,St Ignatius K-12 Schools,St Ignatius Elementary School,3006110,3006110,27502440400000.0,300611000174,262.0,PK-5,2.0,262,October Count Day,10071.9005343511,1468.02427480916,11539.9248091603,2638837.94,384622.36,3023460.3,12956.77801,798669.35,1,0,1,0,0,0,0
MT,2018-2019,481,643,St Ignatius K-12 Schools,St Ignatius High School,3006110,3006110,27502440400000.0,300611000175,138.0,9-12,4.0,138,October Count Day,10071.9005072463,1468.02427536231,11539.9247826086,1389922.27,202587.35,1592509.62,12956.77798,420673.17,1,0,1,0,0,0,0
MT,2018-2019,481,1719,St Ignatius K-12 Schools,St Ignatius Middle School,3006110,3006110,27502440400000.0,300611000994,109.0,6-8,3.0,109,October Count Day,10071.9005504587,1468.0243119266,11539.9247706422,1097837.16,160014.65,1257851.79999999,12956.77797,332270.83,1,0,1,0,0,0,0
MT,2018-2019,582,1732,St Regis K-12 Schools,St Regis 7-8,3024930,3024930,27503140200000.0,302493001009,20.0,7-8,3.0,20,October Count Day,13297.658,2413.7915,15711.4495,265953.16,48275.8299999999,314228.99,18005.98812,90563.54,1,0,1,0,0,0,0
MT,2018-2019,582,771,St Regis K-12 Schools,St Regis High School,3024930,3024930,27503140200000.0,302493000715,45.0,9-12,4.0,45,October Count Day,13297.6575555555,2413.79177777777,15711.4493333333,598394.59,108620.63,707015.22,18005.98796,203767.98,1,0,1,0,0,0,0
MT,2018-2019,582,770,St Regis K-12 Schools,St Regis School,3024930,3024930,27503140200000.0,302493000714,102.0,PK-6,2.0,102,October Count Day,13297.6576470588,2413.79176470588,15711.4494117647,1356361.07999999,246206.76,1602567.84,18005.98803,461874.08,1,0,1,0,0,0,0
