state,year,distid_stateassigned,schoolid_stateassigned,distname,complexname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_HI,enrollmetric,pp_stloc_raw_HI,pp_fed_raw_HI,pp_total_raw_HI,pp_site_stloc_raw_HI,pp_site_fed_raw_HI,pp_site_raw_HI,pp_centshare_stloc_raw_HI,pp_centshare_fed_raw_HI,pp_centshare_raw_HI,schoolstloc_raw_HI,schoolfed_raw_HI,schooltot_raw_HI,pp_total_norm_NERDS,pp_fringebenefits_st_raw_HI,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
HI,2018-2019,1,226,Hawaii Department of Education,Leilehua-Mililani-Waialua,Solomon Elem,1500030,1500030,12000000030000,150003000145,880.0,PK-05,2,832.0,October Count Day,14907.0,1545.0,16452.0,7863.0,766.0,8629.0,2524.0,779.0,3303.0,12402624.0,1285440.0,13688064.0,16479.08761,4520,1,0,0,1,0,0,0
HI,2018-2019,1,229,Hawaii Department of Education,Leilehua-Mililani-Waialua,Wahiawa Elem,1500030,1500030,12000000030000,150003000144,431.0,PK-05,2,422.0,October Count Day,16099.0,1308.0,17407.0,9055.0,529.0,9584.0,2524.0,779.0,3303.0,6793778.0,551976.0,7345754.0,17425.76393,4520,1,0,0,1,0,0,0
HI,2018-2019,1,230,Hawaii Department of Education,Leilehua-Mililani-Waialua,Wahiawa Middle,1500030,1500030,12000000030000,150003000143,826.0,06-08,3,826.0,October Count Day,14989.0,1655.0,16644.0,7945.0,876.0,8821.0,2524.0,779.0,3303.0,12380914.0,1367030.0,13747944.0,16669.41416,4520,1,0,0,1,0,0,0
HI,2018-2019,1,231,Hawaii Department of Education,Leilehua-Mililani-Waialua,Waialua Elem,1500030,1500030,12000000030000,150003000142,523.0,PK-06,2,517.0,October Count Day,14807.0,1320.0,16127.0,7763.0,541.0,8304.0,2524.0,779.0,3303.0,7655219.0,682440.0,8337659.0,16156.92028,4520,1,0,0,1,0,0,0
HI,2018-2019,1,232,Hawaii Department of Education,Leilehua-Mililani-Waialua,Waialua High & Int,1500030,1500030,12000000030000,150003000141,666.0,07-12,4,666.0,October Count Day,15814.0,1899.0,17713.0,8770.0,1120.0,9890.0,2524.0,779.0,3303.0,10532124.0,1264734.0,11796858.0,17729.09687,4520,1,0,0,1,0,0,0
HI,2018-2019,1,236,Hawaii Department of Education,Leilehua-Mililani-Waialua,Wheeler Elem,1500030,1500030,12000000030000,150003000138,735.0,PK-05,2,708.0,October Count Day,14760.0,1187.0,15947.0,7716.0,408.0,8124.0,2524.0,779.0,3303.0,10450080.0,840396.0,11290476.0,15978.48914,4520,1,0,0,1,0,0,0
HI,2018-2019,1,237,Hawaii Department of Education,Leilehua-Mililani-Waialua,Wheeler Middle,1500030,1500030,12000000030000,150003000137,800.0,06-08,3,800.0,October Count Day,14064.0,1175.0,15239.0,7020.0,396.0,7416.0,2524.0,779.0,3303.0,11251200.0,940000.0,12191200.0,15276.65999,4520,1,0,0,1,0,0,0
HI,2018-2019,1,271,Hawaii Department of Education,Nanakuli-Waianae,Leihoku Elem,1500030,1500030,12000000030000,150003000230,878.0,PK-06,2,869.0,October Count Day,13839.0,1415.0,15254.0,6795.0,636.0,7431.0,2524.0,779.0,3303.0,12026091.0,1229635.0,13255726.0,15291.52925,4520,1,0,0,1,0,0,0
HI,2018-2019,1,257,Hawaii Department of Education,Nanakuli-Waianae,Maili Elem,1500030,1500030,12000000030000,150003000125,803.0,PK-06,2,788.0,October Count Day,15239.0,1912.0,17151.0,8195.0,1133.0,9328.0,2524.0,779.0,3303.0,12008332.0,1506656.0,13514988.0,17171.9952,4520,1,0,0,1,0,0,0
HI,2018-2019,1,258,Hawaii Department of Education,Nanakuli-Waianae,Makaha Elem,1500030,1500030,12000000030000,150003000124,547.0,PK-06,2,536.0,October Count Day,16273.0,1861.0,18134.0,9229.0,1082.0,10311.0,2524.0,779.0,3303.0,8722328.0,997496.0,9719824.0,18146.42748,4520,1,0,0,1,0,0,0
HI,2018-2019,1,261,Hawaii Department of Education,Nanakuli-Waianae,Nanaikapono Elem,1500030,1500030,12000000030000,150003000119,783.0,PK-06,2,773.0,October Count Day,15456.0,1794.0,17250.0,8412.0,1015.0,9427.0,2524.0,779.0,3303.0,11947488.0,1386762.0,13334250.0,17270.13233,4520,1,0,0,1,0,0,0
HI,2018-2019,1,262,Hawaii Department of Education,Nanakuli-Waianae,Nanakuli Elem,1500030,1500030,12000000030000,150003000118,401.0,PK-06,2,394.0,October Count Day,15392.0,1506.0,16898.0,8348.0,727.0,9075.0,2524.0,779.0,3303.0,6064448.0,593364.0,6657812.0,16921.20032,4520,1,0,0,1,0,0,0
HI,2018-2019,1,263,Hawaii Department of Education,Nanakuli-Waianae,Nanakuli High & Int,1500030,1500030,12000000030000,150003000117,1029.0,07-12,4,1029.0,October Count Day,16826.0,1980.0,18806.0,9782.0,1201.0,10983.0,2524.0,779.0,3303.0,17313954.0,2037420.0,19351374.0,18812.57039,4520,1,0,0,1,0,0,0
HI,2018-2019,1,270,Hawaii Department of Education,Nanakuli-Waianae,Waianae Elem,1500030,1500030,12000000030000,150003000111,497.0,PK-06,2,491.0,October Count Day,15437.0,1921.0,17358.0,8393.0,1142.0,9535.0,2524.0,779.0,3303.0,7579567.0,943211.0,8522778.0,17377.19101,4520,1,0,0,1,0,0,0
HI,2018-2019,1,272,Hawaii Department of Education,Nanakuli-Waianae,Waianae High,1500030,1500030,12000000030000,150003000110,1714.0,09-12,4,1714.0,October Count Day,14534.0,1563.0,16097.0,7490.0,784.0,8274.0,2524.0,779.0,3303.0,24911276.0,2678982.0,27590258.0,16127.18175,4520,1,0,0,1,0,0,0
HI,2018-2019,1,273,Hawaii Department of Education,Nanakuli-Waianae,Waianae Int,1500030,1500030,12000000030000,150003000229,974.0,07-08,3,974.0,October Count Day,14815.0,2268.0,17083.0,7771.0,1489.0,9260.0,2524.0,779.0,3303.0,14429810.0,2209032.0,16638842.0,17104.58788,4520,1,0,0,1,0,0,0
HI,2018-2019,1,250,Hawaii Department of Education,Pearl City-Waipahu,August Ahrens Elem,1500030,1500030,12000000030000,150003000136,1260.0,PK-06,2,1244.0,October Count Day,14736.0,1442.0,16178.0,7692.0,663.0,8355.0,2524.0,779.0,3303.0,18331584.0,1793848.0,20125432.0,16207.47577,4520,1,0,0,1,0,0,0
HI,2018-2019,1,255,Hawaii Department of Education,Pearl City-Waipahu,Highlands Int,1500030,1500030,12000000030000,150003000131,883.0,07-08,3,883.0,October Count Day,14455.0,1203.0,15658.0,7411.0,424.0,7835.0,2524.0,779.0,3303.0,12763765.0,1062249.0,13826014.0,15692.00803,4520,1,0,0,1,0,0,0
HI,2018-2019,1,276,Hawaii Department of Education,Pearl City-Waipahu,Honowai Elem,1500030,1500030,12000000030000,150003000130,682.0,PK-06,2,669.0,October Count Day,14972.0,1534.0,16506.0,7928.0,755.0,8683.0,2524.0,779.0,3303.0,10016268.0,1026246.0,11042514.0,16532.61695,4520,1,0,0,1,0,0,0
HI,2018-2019,1,287,Hawaii Department of Education,Pearl City-Waipahu,Kaleiopuu Elem,1500030,1500030,12000000030000,150003000239,903.0,PK-06,2,888.0,October Count Day,13867.0,911.0,14778.0,6823.0,132.0,6955.0,2524.0,779.0,3303.0,12313896.0,808968.0,13122864.0,14819.67802,4520,1,0,0,1,0,0,0
HI,2018-2019,1,283,Hawaii Department of Education,Pearl City-Waipahu,Kanoelani Elem,1500030,1500030,12000000030000,150003000231,770.0,PK-06,2,763.0,October Count Day,13830.0,976.0,14806.0,6786.0,197.0,6983.0,2524.0,779.0,3303.0,10552290.0,744688.0,11296978.0,14847.43397,4520,1,0,0,1,0,0,0
HI,2018-2019,1,268,Hawaii Department of Education,Pearl City-Waipahu,Lehua Elem,1500030,1500030,12000000030000,150003000126,288.0,PK-06,2,276.0,October Count Day,16678.0,1746.0,18424.0,9634.0,967.0,10601.0,2524.0,779.0,3303.0,4603128.0,481896.0,5085024.0,18433.89987,4520,1,0,0,1,0,0,0
HI,2018-2019,1,260,Hawaii Department of Education,Pearl City-Waipahu,Manana Elem,1500030,1500030,12000000030000,150003000122,373.0,PK-06,2,366.0,October Count Day,16034.0,1611.0,17645.0,8990.0,832.0,9822.0,2524.0,779.0,3303.0,5868444.0,589626.0,6458070.0,17661.68955,4520,1,0,0,1,0,0,0
HI,2018-2019,1,285,Hawaii Department of Education,Pearl City-Waipahu,Momilani Elem,1500030,1500030,12000000030000,150003000120,406.0,PK-06,2,402.0,October Count Day,13803.0,976.0,14779.0,6759.0,197.0,6956.0,2524.0,779.0,3303.0,5548806.0,392352.0,5941158.0,14820.6693,4520,1,0,0,1,0,0,0
HI,2018-2019,1,264,Hawaii Department of Education,Pearl City-Waipahu,Palisades Elem,1500030,1500030,12000000030000,150003000116,438.0,PK-06,2,433.0,October Count Day,14693.0,1100.0,15793.0,7649.0,321.0,7970.0,2524.0,779.0,3303.0,6362069.0,476300.0,6838369.0,15825.83139,4520,1,0,0,1,0,0,0
HI,2018-2019,1,265,Hawaii Department of Education,Pearl City-Waipahu,Pearl City Elem,1500030,1500030,12000000030000,150003000115,436.0,PK-06,2,430.0,October Count Day,15025.0,1300.0,16325.0,7981.0,521.0,8502.0,2524.0,779.0,3303.0,6460750.0,559000.0,7019750.0,16353.19453,4520,1,0,0,1,0,0,0
HI,2018-2019,1,266,Hawaii Department of Education,Pearl City-Waipahu,Pearl City High,1500030,1500030,12000000030000,150003000114,1602.0,09-12,4,1602.0,October Count Day,14826.0,1274.0,16100.0,7782.0,495.0,8277.0,2524.0,779.0,3303.0,23751252.0,2040948.0,25792200.0,16130.15561,4520,1,0,0,1,0,0,0
HI,2018-2019,1,267,Hawaii Department of Education,Pearl City-Waipahu,Pearl City Highlands Elem,1500030,1500030,12000000030000,150003000113,539.0,PK-06,2,537.0,October Count Day,13476.0,841.0,14317.0,6432.0,62.0,6494.0,2524.0,779.0,3303.0,7236612.0,451617.0,7688229.0,14362.69605,4520,1,0,0,1,0,0,0
HI,2018-2019,1,288,Hawaii Department of Education,Pearl City-Waipahu,Waiau Elem,1500030,1500030,12000000030000,150003000109,489.0,PK-06,2,480.0,October Count Day,15288.0,1345.0,16633.0,8244.0,566.0,8810.0,2524.0,779.0,3303.0,7338240.0,645600.0,7983840.0,16658.51003,4520,1,0,0,1,0,0,0
HI,2018-2019,1,290,Hawaii Department of Education,Pearl City-Waipahu,Waikele Elem,1500030,1500030,12000000030000,150003000257,579.0,PK-06,2,572.0,October Count Day,16171.0,1443.0,17614.0,9127.0,664.0,9791.0,2524.0,779.0,3303.0,9249812.0,825396.0,10075208.0,17630.95974,4520,1,0,0,1,0,0,0
HI,2018-2019,1,274,Hawaii Department of Education,Pearl City-Waipahu,Waipahu Elem,1500030,1500030,12000000030000,150003000159,1021.0,PK-06,2,1016.0,October Count Day,15428.0,1711.0,17139.0,8384.0,932.0,9316.0,2524.0,779.0,3303.0,15674848.0,1738376.0,17413224.0,17160.09979,4520,1,0,0,1,0,0,0
HI,2018-2019,1,277,Hawaii Department of Education,Pearl City-Waipahu,Waipahu High,1500030,1500030,12000000030000,150003000161,2682.0,09-12,4,2682.0,October Count Day,13595.0,1345.0,14940.0,6551.0,566.0,7117.0,2524.0,779.0,3303.0,36461790.0,3607290.0,40069080.0,14980.26604,4520,1,0,0,1,0,0,0
HI,2018-2019,1,278,Hawaii Department of Education,Pearl City-Waipahu,Waipahu Int,1500030,1500030,12000000030000,150003000158,1275.0,07-08,3,1275.0,October Count Day,14174.0,1517.0,15691.0,7130.0,738.0,7868.0,2524.0,779.0,3303.0,18071850.0,1934175.0,20006025.0,15724.72041,4520,1,0,0,1,0,0,0
