state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_NH,enrollmetric,pp_stloc_raw_NH,pp_fed_raw_NH,pp_total_raw_NH,schoolstloc_raw_NH,schoolfed_raw_NH,schooltot_raw_NH,pp_total_norm_NERDS,pp_total_operational_NH,pp_stloc_operational_NH,pp_fed_operational_NH,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
NH,2018-2019,285,21290,Laconia,Elm Street School,3304140,3304140,30200100130100,330414000209,307.0,PK-05,2.0,292.13,Adjusted ADM,,,18995.0062643343,4076365.66,736322.76,4812688.42,17314.1102759729,16474.4751309348,13953.9439975353,2520.53113339951,0,0,1,0,0,0,0
NH,2018-2019,285,21255,Laconia,Laconia High School,3304140,3304140,30200100130100,330414000210,548.0,09-13,0.0,539.39,Adjusted ADM,,,21948.7391312408,9900348.96,969290.72,10869639.68,20991.3615025901,20151.726357552,18354.7135838632,1797.01277368879,0,0,1,0,0,0,0
NH,2018-2019,285,21275,Laconia,Laconia Middle School,3304140,3304140,30200100130100,330414000211,445.0,06-08,3.0,441.02,Adjusted ADM,,,17835.0822638429,6984251.28,440688.35,7424939.63,17675.4694155927,16835.8342705546,15836.5862772663,999.247993288286,0,0,1,0,0,0,0
NH,2018-2019,285,21260,Laconia,Pleasant Street School,3304140,3304140,30200100130100,330414000212,299.0,PK-05,2.0,294.0,Adjusted ADM,,,18997.5737414966,4103014.04,741136.32,4844150.36,17316.3370498,16476.7019047619,13955.8300680272,2520.87183673469,0,0,1,0,0,0,0
NH,2018-2019,285,21285,Laconia,Woodland Heights Elementary School,3304140,3304140,30200100130100,330414000213,362.0,PK-05,2.0,341.71,Adjusted ADM,,,18999.0753855608,4769223.65,861475.2,5630698.85,17317.6394469315,16478.0043018934,13956.9332182259,2521.07108366743,0,0,1,0,0,0,0
NH,2018-2019,288,21405,Lafayette Regional,Lafayette Regional School,3304150,3304150,30500580100000,330415000215,114.0,KG-06,2.0,113.2,Adjusted ADM,,,23218.2741166077,2506408.79,60949.92,2567358.71,23308.279629905,22679.847261484,22141.4204063604,538.426855123674,0,0,1,0,0,0,0
NH,2018-2019,291,21410,Landaff,Landaff Blue School,3304170,3304170,30500502100000,330417000216,23.0,PK-03,2.0,22.07,Adjusted ADM,,,24707.6366107838,492403.74,26446.9,518850.64,,23509.3176257362,22310.9986406887,1198.31898504757,0,0,1,0,0,1,1
NH,2018-2019,295,21335,Lebanon,Hanover Street School,3304230,3304230,30500502200000,330423000217,333.0,KG-04,2.0,328.58,Adjusted ADM,,,26830.4377320591,8334761.59,240591.82,8575353.41,27044.9335677891,26098.2208594558,25366.0039868525,732.216872603323,0,0,1,0,0,0,0
NH,2018-2019,295,21360,Lebanon,Lebanon High School,3304230,3304230,30500502200000,330423000218,584.0,09-12,4.0,582.83,Adjusted ADM,,,20978.8945318532,11749366.92,238881.09,11988248.01,21515.7431460252,20569.0304376919,20159.1663435307,409.864094161247,0,0,1,0,0,0,0
NH,2018-2019,295,21370,Lebanon,Lebanon Middle School,3304230,3304230,30500502200000,330423000219,469.0,05-08,3.0,468.4,Adjusted ADM,,,21835.9810845431,9896927.42,165523.06,10062450.48,22429.3140746868,21482.6013663535,21129.2216481639,353.379718189581,0,0,1,0,0,0,0
NH,2018-2019,295,21355,Lebanon,Mt. Lebanon School,3304230,3304230,30500502200000,330423000220,237.0,PK-04,2.0,208.98,Adjusted ADM,,,28396.2359077423,5345580.54,294332.42,5639912.96,27934.5247477629,26987.8120394296,25579.3881711168,1408.42386831275,0,0,1,0,0,0,0
NH,2018-2019,299,29169,Lempster,Lempster Community School,3303303,3303303,30501000600000,330330300719,100.0,KG-08,3.0,98.04,Adjusted ADM,,,24817.8230314157,2236433.31,98353.03,2334786.34,26123.6762895725,23814.6301509587,22811.4372705018,1003.19288045695,0,0,1,0,0,0,0
NH,2018-2019,306,21420,Lisbon Regional,Lisbon Regional School (Elem),3304290,3304290,30500502400000,330429000533,184.0,KG-06,2.0,180.63,Adjusted ADM,,,15054.4159884847,2480969.86,119154.65,2600124.51,14035.764610812,14394.7545258262,13735.0930631678,659.661462658473,0,0,1,0,0,0,0
NH,2018-2019,306,23100,Lisbon Regional,Lisbon Regional School (High),3304290,3304290,30500502400000,330429000227,117.0,09-12,4.0,116.48,Adjusted ADM,,,21594.7269917582,2033171.0,241091.4,2274262.4,19165.9276674033,19524.9175824175,17455.1081730769,2069.80940934065,0,0,1,0,0,0,0
NH,2018-2019,306,23095,Lisbon Regional,Lisbon Regional School (Middle),3304290,3304290,30500502400000,330429000534,50.0,07-08,3.0,47.85,Adjusted ADM,,,28237.6263322884,1321502.64,14833.89,1336336.53,27568.6282668039,27927.6181818181,27617.6100313479,310.008150470219,0,0,1,0,0,0,0
NH,2018-2019,315,27715,Litchfield,Campbell High School,3304350,3304350,30500601400000,330435000674,433.0,09-12,4.0,429.44,Adjusted ADM,,,18281.0962416169,7568935.63,140849.17,7709784.8,18032.649935087,17953.1128912071,17625.1295407973,327.983350409836,0,0,1,0,0,0,0
NH,2018-2019,315,21095,Litchfield,Griffin Memorial School,3304350,3304350,30500601400000,330435000228,459.0,PK-04,2.0,437.22,Adjusted ADM,,,17511.6193449521,7167196.95,244616.63,7411813.58,17031.6745947696,16952.1375508897,16392.6557568272,559.481794062485,0,0,1,0,0,0,0
NH,2018-2019,315,26640,Litchfield,Litchfield Middle School,3304350,3304350,30500601400000,330435000514,404.0,05-08,3.0,402.91,Adjusted ADM,,,16703.2658161872,6488253.17,120829.83,6609083.0,16482.9100055835,16403.3729617036,16103.4801072199,299.892854483631,0,0,1,0,0,0,0
NH,2018-2019,317,21440,Littleton,Daisy Bronson Junior High School,3304380,3304380,30500502700000,330438000231,120.0,07-08,3.0,123.24,Adjusted ADM,,,16227.6958779617,1742475.44,128712.9,1871188.34,15162.8305499609,15183.2874066861,14138.8789354105,1044.40847127555,0,0,1,0,0,0,0
NH,2018-2019,317,21445,Littleton,Littleton High School,3304380,3304380,30500502700000,330438000229,213.0,09-12,4.0,210.91,Adjusted ADM,,,28556.5473898819,5636722.63,193069.39,5829792.02,27620.679267688,27641.1361244132,26725.7248589445,915.411265468683,0,0,1,0,0,0,0
NH,2018-2019,317,21450,Littleton,Mildred C. Lakeway School,3304380,3304380,30500502700000,330438000230,348.0,KG-06,2.0,338.98,Adjusted ADM,,,22419.9215882942,6950119.24,324892.89,7275012.13,21441.0220800852,21461.4789368104,20503.0362853265,958.442651483863,0,0,1,0,0,0,0
NH,2018-2019,319,20480,Londonderry,Londonderry Middle School,3304410,3304410,30500801900000,330441000232,948.0,06-08,3.0,943.7,Adjusted ADM,,,16997.9636537035,15781321.04,129828.63,15911149.67,17307.9063231298,16860.3896047472,16722.815555791,137.574048956236,0,0,1,0,0,0,0
NH,2018-2019,319,20490,Londonderry,Londonderry Senior High School,3304410,3304410,30500801900000,330441000484,1444.0,09-12,4.0,1424.4,Adjusted ADM,,,17630.745942151,24237409.26,437912.63,24675321.89,17770.8261047909,17323.3093864083,17015.8728306655,307.436555742768,0,0,1,0,0,0,0
NH,2018-2019,319,20485,Londonderry,Matthew Thornton Elementary School,3304410,3304410,30500801900000,330441000233,536.0,01-05,2.0,545.78,Adjusted ADM,,,17030.6347246143,8905951.86,194513.98,9100465.84,17121.7551294639,16674.2384110813,16317.8420975484,356.396313532925,0,0,1,0,0,0,0
NH,2018-2019,319,27905,Londonderry,Moose Hill School,3304410,3304410,30500801900000,330441000594,349.0,PK-KG,1.0,162.89,Adjusted ADM,,,36399.7564000245,5369070.6,280042.86,5649113.46,35128.0585564329,34680.5418380502,32961.3272760758,1719.21456197433,0,0,1,0,0,1,0
NH,2018-2019,319,20470,Londonderry,North Londonderry Elementary School,3304410,3304410,30500801900000,330441000234,490.0,01-05,2.0,490.75,Adjusted ADM,,,16507.0327050433,8028910.62,35957.84,8064868.46,16881.2782262786,16433.761507896,16360.4903107488,73.2711971472236,0,0,1,0,0,0,0
NH,2018-2019,319,20475,Londonderry,South Londonderry Elementary School,3304410,3304410,30500801900000,330441000473,478.0,01-05,2.0,476.73,Adjusted ADM,,,18961.4772093218,8353184.09,343160.47,8696344.56,18689.1724983838,18241.6557800012,17521.8343506806,719.821429320579,0,0,1,0,0,0,0
NH,2018-2019,327,20835,Lyme,Lyme Elementary School,3304500,3304500,30500502900000,330450000236,184.0,KG-08,3.0,188.48,Adjusted ADM,,,25001.2122771646,4503023.63,104602.43,4607626.06,24627.613449103,24446.2333404074,23891.2544036502,554.978936757215,0,0,1,0,0,0,0
NH,2018-2019,333,20360,Madison,Madison Elementary School,3304560,3304560,30500201000000,330456000238,134.0,KG-06,2.0,134.62,Adjusted ADM,,,35203.3015153766,4512064.57,113501.94,4625566.51,,34360.1731540632,33517.0447927499,843.128361313326,0,0,1,0,0,1,1
NH,2018-2019,335,21545,Manchester,Bakersville School,3304590,3304590,30200600130100,330459000240,391.0,PK-05,2.0,350.23,Adjusted ADM,,,19680.5932672815,4132805.44,1379964.37,5512769.81,16849.5676955808,15740.4271764269,11800.2610855723,3940.16609085458,0,0,1,0,0,0,0
NH,2018-2019,335,21600,Manchester,Beech Street School,3304590,3304590,30200600130100,330459000241,563.0,KG-05,2.0,573.2,Adjusted ADM,,,16187.2087927424,5540099.84,1869204.12,7409303.96,14035.3511960555,12926.2106769016,9665.21256106071,3260.99811584089,0,0,1,0,0,0,0
NH,2018-2019,335,21530,Manchester,Gossler Park School,3304590,3304590,30200600130100,330459000246,455.0,KG-04,2.0,448.8,Adjusted ADM,,,12652.5290552584,3982184.48,848135.28,4830319.76,11871.8850824337,10762.7445632798,8872.96007130124,1889.7844919786,0,0,1,0,0,0,0
NH,2018-2019,335,21610,Manchester,Green Acres School,3304590,3304590,30200600130100,330459000248,461.0,PK-05,2.0,466.47,Adjusted ADM,,,13228.533067507,4730628.14,720042.84,5450670.98,12794.0741268885,11684.9336077346,10141.3341479623,1543.59945977233,0,0,1,0,0,0,0
NH,2018-2019,335,21625,Manchester,Hallsville School,3304590,3304590,30200600130100,330459000249,275.0,KG-05,2.0,272.9,Adjusted ADM,,,13493.8042139978,2670612.87,505923.15,3176536.02,12749.0673055225,11639.9267863686,9786.04935873946,1853.87742762916,0,0,1,0,0,0,0
NH,2018-2019,335,27595,Manchester,Henry J. McLaughlin Jr. Middle School,3304590,3304590,30200600130100,330459000576,713.0,06-08,3.0,715.06,Adjusted ADM,,,14613.3801499174,8817813.23,815815.19,9633628.42,14581.616143577,13472.4756244231,12331.5710989287,1140.90452549436,0,0,1,0,0,0,0
NH,2018-2019,335,21640,Manchester,Henry Wilson Elementary School,3304590,3304590,30200600130100,330459000263,435.0,KG-05,2.0,453.27,Adjusted ADM,,,12106.3080062655,3466877.09,1010274.57,4477151.66,10986.5902952256,9877.44977607165,7648.59154587773,2228.85823019392,0,0,1,0,0,0,0
NH,2018-2019,335,21560,Manchester,Highland-Goffes Falls School,3304590,3304590,30200600130100,330459000250,423.0,PK-05,2.0,429.31,Adjusted ADM,,,13508.771214274,4909101.51,445174.53,5354276.04,13580.9581800516,12471.8176608977,11434.8641075213,1036.95355337634,0,0,1,0,0,0,0
NH,2018-2019,335,21520,Manchester,Hillside Middle School,3304590,3304590,30200600130100,330459000251,808.0,06-08,3.0,818.52,Adjusted ADM,,,13771.5647143625,9522875.29,874712.93,10397588.22,13812.0533618455,12702.9128426916,11634.2609710208,1068.65187167082,0,0,1,0,0,0,0
NH,2018-2019,335,21590,Manchester,Jewett School,3304590,3304590,30200600130100,330459000252,429.0,PK-05,2.0,381.92,Adjusted ADM,,,14968.2735127775,4635215.54,540733.74,5175949.28,14661.5841722749,13552.443653121,12136.6137934646,1415.82985965647,0,0,1,0,0,0,0
NH,2018-2019,335,21510,Manchester,Manchester Central High School,3304590,3304590,30200600130100,330459000244,1430.0,09-12,4.0,1368.78,Adjusted ADM,,,12751.5953988223,16077773.53,688177.61,16765951.14,13357.9687749729,12248.828255819,11746.0611128157,502.767143003258,0,0,1,0,0,0,0
NH,2018-2019,335,21505,Manchester,Manchester Memorial High School,3304590,3304590,30200600130100,330459000253,1395.0,09-12,4.0,1364.56,Adjusted ADM,,,12369.6971111567,14743107.83,1068043.03,15811150.86,12696.1362247293,11586.9957055754,10804.2942999941,782.701405581286,0,0,1,0,0,0,0
NH,2018-2019,335,29085,Manchester,Manchester School of Technology (High School),3304590,3304590,30200600130100,330459000708,387.0,09-12,4.0,374.06,Adjusted ADM,,,9314.80241137785,3162908.27,160693.36,3323601.63,9994.35045873585,8885.20993958188,8455.61746778591,429.592471795968,0,0,1,0,0,0,0
NH,2018-2019,335,21555,Manchester,Manchester West High School,3304590,3304590,30200600130100,330459000261,757.0,09-12,4.0,737.34,Adjusted ADM,,,17782.0298505438,10997742.85,1056829.52,12054572.37,17457.8702367875,16348.7297176336,14915.4295847234,1433.30013291019,0,0,1,0,0,0,0
NH,2018-2019,335,21565,Manchester,McDonough School,3304590,3304590,30200600130100,330459000485,505.0,KG-05,2.0,502.42,Adjusted ADM,,,14681.4002428247,5293305.21,1041461.95,6334767.16,13717.6496549367,12608.5091357828,10535.6180287408,2072.89110704191,0,0,1,0,0,0,0
NH,2018-2019,335,21525,Manchester,Middle School At Parkside,3304590,3304590,30200600130100,330459000255,654.0,05-08,3.0,646.15,Adjusted ADM,,,14468.1893987464,8500398.18,424111.2,8924509.38,14920.9634395284,13811.8229203745,13155.4564420026,656.366478371895,0,0,1,0,0,0,0
NH,2018-2019,335,26435,Manchester,Northwest Elementary School,3304590,3304590,30200600130100,330459000505,686.0,KG-04,2.0,686.58,Adjusted ADM,,,11611.3210987794,5686207.58,1142946.63,6829154.21,11055.7661272404,9946.62560808645,8281.93011739345,1664.69549069299,0,0,1,0,0,0,0
NH,2018-2019,335,21540,Manchester,Parker-Varney School,3304590,3304590,30200600130100,330459000254,551.0,PK-04,2.0,501.18,Adjusted ADM,,,13317.2729159184,4248615.28,1212867.78,5461483.06,12006.3891324265,10897.2486132726,8477.22431062692,2420.02430264575,0,0,1,0,0,0,0
NH,2018-2019,335,21605,Manchester,Smyth Road School,3304590,3304590,30200600130100,330459000257,420.0,PK-05,2.0,418.83,Adjusted ADM,,,13484.390134422,4753472.4,447097.36,5200569.76,13526.039404143,12416.8988849891,11349.4076355561,1067.49124943294,0,0,1,0,0,0,0
NH,2018-2019,335,21575,Manchester,Southside Middle School,3304590,3304590,30200600130100,330459000258,741.0,06-08,3.0,734.45,Adjusted ADM,,,14064.2207910681,8835897.24,746784.86,9582682.1,14156.566620318,13047.4261011641,12030.6314112601,1016.794689904,0,0,1,0,0,0,0
NH,2018-2019,335,21635,Manchester,Webster School,3304590,3304590,30200600130100,330459000260,443.0,KG-05,2.0,449.61,Adjusted ADM,,,13750.0743978114,4671472.51,755349.22,5426821.73,13179.2050862231,12070.0645670692,10390.054736327,1680.00983074219,0,0,1,0,0,0,0
NH,2018-2019,335,21515,Manchester,Weston Elementary School,3304590,3304590,30200600130100,330459000262,530.0,PK-05,2.0,494.98,Adjusted ADM,,,14093.8410844882,4853319.24,1061425.11,5914744.35,13058.6018105192,11949.4612913653,9805.08149824235,2144.37979312295,0,0,1,0,0,0,0
NH,2018-2019,339,21210,Marlborough,Marlborough Elementary School,3304620,3304620,30500301000000,330462000264,168.0,PK-08,3.0,176.97,Adjusted ADM,,,22126.7234559529,3385491.65,265137.3,3650628.95,21198.7615748899,20628.5186754817,19130.3138950104,1498.20478047126,0,0,1,0,0,0,0
NH,2018-2019,341,23000,Marlow,John D. Perkins Academy,3304650,3304650,30500301100000,330465000266,43.0,PK-06,2.0,41.62,Adjusted ADM,,,25940.180201826,999784.28,39923.01,1039707.29,,24980.9536280634,24021.7270543008,959.226573762614,0,0,1,0,0,1,1
NH,2018-2019,342,26685,Mascenic Regional,Boynton Middle School,3304670,3304670,30500680200000,330467000515,289.0,05-08,3.0,288.32,Adjusted ADM,,,17123.4201234739,4564422.11,186301.19,4750723.3,16684.5365553944,16477.2589483906,15831.0977733074,646.16117508324,0,0,1,0,0,0,0
NH,2018-2019,342,28990,Mascenic Regional,Highbridge Hill Elementary School,3304670,3304670,30500680200000,330467000697,408.0,PK-04,2.0,371.18,Adjusted ADM,,,14245.0918691739,4620669.06,333412.07,4954081.13,13554.1204595281,13346.8428525243,12448.5938358747,898.249016649604,0,0,1,0,0,0,0
