state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_OR,enrollmetric,pp_stloc_raw_OR,pp_fed_raw_OR,pp_total_raw_OR,schoolstloc_raw_OR,schoolfed_raw_OR,schooltot_raw_OR,pp_total_norm_NERDS,direct_class_expenditures_raw_OR,class_support_raw_OR,building_support_raw_OR,central_support_raw_OR,other_expenditure_raw_OR,direct_support_support_raw_OR,esd_internal_raw_OR,dist_notes_raw_OR,ode_notes_raw_OR,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
OR,2018-2019,2048,411,Medford SD 549C,Jackson Elementary School,4108040.0,4108040.0,38501501500000.0,410804000431.0,364.0,KG-06,2.0,372.773093521307,ADM,,,14662.3395243997,,,5465725.6627702,,2785457.79223017,641353.985924986,898536.430201209,189064.794718697,747981.49514858,203331.164546561,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2048,412,Medford SD 549C,Jacksonville Elementary School,4108040.0,4108040.0,38501501500000.0,410804000432.0,402.0,KG-06,2.0,406.488812043937,ADM,,,15467.2117234143,,,6287248.51908273,,3333335.43842322,676442.434012388,994080.380365774,206164.889956418,855503.784921195,221721.591403746,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2048,413,Medford SD 549C,Jefferson Elementary School,4108040.0,4108040.0,38501501500000.0,410804000433.0,453.0,KG-06,2.0,449.456647398748,ADM,,,14335.7216999618,,,6443285.41330631,,3305563.26324655,690224.300876628,1086808.87329946,227957.516924544,887572.821930092,245158.637029034,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2048,416,Medford SD 549C,Kennedy Elementary School,4108040.0,4108040.0,38501501500000.0,410804000436.0,566.0,KG-06,2.0,565.039771459053,ADM,,,13662.2714016943,,,7719726.7104249,,3899314.97111643,773528.216580734,1329479.2024013,286579.504410232,1122620.71872504,308204.097191163,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2048,5205,Medford SD 549C,Kids Unlimited Academy,4108040.0,4108040.0,38501501500000.0,410804001829.0,426.0,KG-08,3.0,428.153466356315,ADM,,,6515.68544111451,,,2789713.30730055,,392134.798235166,208717.806296861,892569.902808101,217152.870289251,845599.231648431,233538.698022743,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2048,4821,Medford SD 549C,Logos Public Charter School,4108040.0,4108040.0,38501501500000.0,410804001796.0,973.0,KG-12,4.0,967.701553930745,ADM,,,6201.04555008093,,,6000761.41480864,,664711.015510075,388843.218113964,2017363.74877413,490803.383673995,1911201.83478286,527838.213953626,0,No notes provided,Expenditure data incorrectly reported. No expenses reported specifically at the school; only proportional expenses reported at district are reflected.,0,0,1,1,0,0,1
OR,2018-2019,2048,414,Medford SD 549C,Lone Pine Elementary School,4108040.0,4108040.0,38501501500000.0,410804000434.0,604.0,KG-06,2.0,592.623190945395,ADM,,,13241.1402067621,,,7847006.76108672,,4039117.37126496,648972.965526168,1358234.95208945,300569.391645821,1176862.45324958,323249.627310718,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2048,4593,Medford SD 549C,Madrone Trail Public Charter School,4108040.0,4108040.0,38501501500000.0,410804001736.0,223.0,KG-08,3.0,220.177316669458,ADM,,,7222.89649914015,,,1590317.9697619,,308453.38485852,156246.053304894,459002.814604465,111670.557508854,434848.213157205,120096.946327964,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2048,422,Medford SD 549C,McLoughlin Middle School,4108040.0,4108040.0,38501501500000.0,410804000443.0,895.0,06-08,3.0,883.860042923568,ADM,,,14426.0923300593,,,12750646.5860655,,6016805.00727725,1790832.3526229,2180939.8196732,448280.255414548,1831682.75727603,482106.393801595,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2048,424,Medford SD 549C,North Medford High School,4108040.0,4108040.0,38501501500000.0,410804000445.0,1653.0,09-12,4.0,1590.34301888636,ADM,,,14628.5682674034,,,23264441.4203675,,11112462.0504899,3251589.10930187,3849439.24251655,806597.583419404,3376891.95826523,867461.476374428,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2048,415,Medford SD 549C,Oak Grove Elementary School,4108040.0,4108040.0,38501501500000.0,410804000435.0,546.0,KG-06,2.0,544.819916155208,ADM,,,13317.4734834817,,,7255624.7866697,,3485899.77899282,781889.155493812,1301847.06695669,276324.303971403,1112489.41699927,297175.064255719,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2048,417,Medford SD 549C,Roosevelt Elementary School,4108040.0,4108040.0,38501501500000.0,410804000437.0,404.0,KG-06,2.0,407.814034681886,ADM,,,14628.1370126903,,,5965559.57502466,,3029124.66949578,701001.256862223,1000723.14695855,206837.022549556,805429.037670018,222444.441488531,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2048,418,Medford SD 549C,Ruch Outdoor Community School,4108040.0,4108040.0,38501501500000.0,410804000438.0,228.0,KG-08,3.0,223.629566937523,ADM,,,15049.9181168862,,,3365606.67092444,,1558572.84421636,445937.4014297,554930.92760748,113421.485887519,570764.016277492,121979.9955059,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2048,423,Medford SD 549C,South Medford High School,4108040.0,4108040.0,38501501500000.0,410804000444.0,1781.0,09-12,4.0,1756.62049658624,ADM,,,13469.8988424193,,,23661500.393537,,10635631.9331876,3306971.45246359,4185361.9178321,890930.969422958,3684445.6659439,958158.454686919,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2048,5304,Medford SD 549C,The Valley School of Southern Oregon,4108040.0,4108040.0,38501501500000.0,410804001843.0,120.0,06-08,3.0,119.420805558819,ADM,,,6507.01702489235,,,777073.214897594,,82029.7586725946,84525.1983554652,248956.099124965,60568.4006719465,235855.013116571,65138.7449560522,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2048,419,Medford SD 549C,Washington Elementary School,4108040.0,4108040.0,38501501500000.0,410804000439.0,384.0,KG-06,2.0,381.575016486397,ADM,,,14938.6265392672,,,5700206.668005,,2875295.16417342,706347.387160279,954441.995527942,193528.995025658,762460.903560693,208132.222557038,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2048,420,Medford SD 549C,Wilson Elementary School,4108040.0,4108040.0,38501501500000.0,410804000441.0,537.0,KG-06,2.0,530.653159925064,ADM,,,13175.4620607121,,,6991600.57598967,,3319478.87071983,713457.489306973,1242864.17412773,269139.142528605,1157213.17131031,289447.727996249,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2205,1057,Milton-Freewater Unified SD 7,Central Middle School,4108160.0,4108160.0,38503001400000.0,410816001116.0,421.0,06-08,3.0,406.345440411256,ADM,,,12067.7919039257,,,4903692.21599207,11254.6836974959,2609741.9336191,751594.780080588,992793.95618679,223220.703485139,144543.872417832,181796.970202621,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2205,5296,Milton-Freewater Unified SD 7,Ferndale Elementary School,4108160.0,4108160.0,38503001400000.0,410816001842.0,277.0,04-05,2.0,277.158430924211,ADM,,,12797.1532940392,,,3546838.9272725,11984.0450876094,2024472.11265701,351905.110540665,795619.019336554,152253.461648602,98589.8914935287,123999.331596138,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2205,5434,Milton-Freewater Unified SD 7,Gib Olinger Elementary School,4108160.0,4108160.0,38503001400000.0,410816001861.0,538.0,KG-03,2.0,529.476558874041,ADM,,,12970.416557358,,,6867531.52595279,12157.3083509282,4173698.76865351,689935.664841221,1287806.96966255,290861.218551229,188343.671573292,236885.232670976,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2205,1064,Milton-Freewater Unified SD 7,McLoughlin High School,4108160.0,4108160.0,38503001400000.0,410816001123.0,537.0,09-12,4.0,500.368827621592,ADM,,,13741.0202259489,,,6875578.18078263,12927.9120195191,3356888.97507036,1541217.21453752,1295198.59481411,274871.256315029,183539.564515345,223862.575530264,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2249,5440,Mitchell SD 55,Cascade Virtual Academy,4108280.0,4108280.0,38503500300000.0,410828001869.0,69.0,KG-08,3.0,115.999999999875,ADM,,,330.98244656581,,,38393.9638015925,,483.177972046178,0,0,0,0,37910.7858295464,0,No notes provided,Expenditure data incorrectly reported. No expenses reported specifically at the school; only proportional expenses reported at district are reflected.,0,0,1,1,0,1,1
OR,2018-2019,2249,5441,Mitchell SD 55,Destinations Career Academy of Oregon,4108280.0,4108280.0,38503500300000.0,410828001864.0,38.0,09-12,4.0,59.846590909034,ADM,,,330.98244656581,,,19808.1710776952,,249.280641632202,0,0,0,0,19558.890436063,0,No notes provided,Expenditure data incorrectly reported. No expenses reported specifically at the school; only proportional expenses reported at district are reflected.,0,0,1,1,0,1,1
OR,2018-2019,2249,5150,Mitchell SD 55,Insight School of Oregon Painted Hills,4108280.0,4108280.0,38503500300000.0,410828001813.0,305.0,07-12,4.0,360.703889138694,ADM,,,330.98244656581,,,119386.655712927,,1502.44977296027,0,0,0,0,117884.205939968,0,No notes provided,Expenditure data incorrectly reported. No expenses reported specifically at the school; only proportional expenses reported at district are reflected.,0,0,1,1,0,1,1
OR,2018-2019,2249,3404,Mitchell SD 55,Mitchell School,4108280.0,4108280.0,38503500300000.0,410828001259.0,46.0,KG-12,4.0,45.3437623762314,ADM,,,39751.5679103114,,,1802485.64940778,,816438.89161336,62274.02,488099.82,293571.72,127282.08,14819.1177944225,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,1925,93,Molalla River SD 35,Clarkes Elementary School,4108310.0,4108310.0,38500303400000.0,410831000101.0,172.0,KG-05,2.0,172.258828679907,ADM,,,11594.507460719,,,1997256.27430389,10580.1519421805,969851.548583884,369556.294355855,408009.954551283,83987.9175712995,68314.9566894875,97535.6025520904,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1925,94,Molalla River SD 35,Molalla Elementary School,4108310.0,4108310.0,38500303400000.0,410831001325.0,437.0,KG-05,2.0,425.058755351405,ADM,,,12319.7268805485,,,5236607.77411519,11305.37136201,2921928.47706486,766063.234042027,932124.979173592,207245.108892216,168571.159370165,240674.815572322,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1925,142,Molalla River SD 35,Molalla High School,4108310.0,4108310.0,38500303400000.0,410831000151.0,762.0,09-12,4.0,733.031723344145,ADM,,,13456.850804568,,,9864298.53605752,12442.4952860295,4366754.481169,2180488.02406121,2056356.44556578,357846.637627972,487799.09307019,415053.854563381,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1925,4745,Molalla River SD 35,Molalla River Academy,4108310.0,4108310.0,38500303400000.0,410831001789.0,204.0,KG-08,3.0,206.178732363426,ADM,,,5025.39493004736,,,1036129.55630275,4011.03941150892,253175.378924991,133623.846951492,350295.553285137,100526.182091208,81767.0204751825,116741.574574742,0,No notes provided,Expenditure data incorrectly reported. No expenses reported specifically at the school; only proportional expenses reported at district are reflected.,0,0,1,1,0,1,0
OR,2018-2019,1925,95,Molalla River SD 35,Molalla River Middle School,4108310.0,4108310.0,38500303400000.0,410831000102.0,539.0,06-08,3.0,524.518086990117,ADM,,,11425.946108873,,,5993115.39507823,10411.5905903345,2790896.37722196,1209046.04250922,1232429.38432962,255738.310729152,208015.058909793,296990.221378525,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1925,121,Molalla River SD 35,Mulino Elementary School,4108310.0,4108310.0,38500303400000.0,410831000129.0,293.0,KG-05,2.0,291.726248141894,ADM,,,11443.4426097656,,,3338352.578374,10429.0870912271,1716589.26594574,572794.117335448,625859.145868338,142236.425674615,115693.727629095,165179.895920767,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1925,4818,Molalla River SD 35,Renaissance Public Academy,4108310.0,4108310.0,38500303400000.0,410831001800.0,96.0,03-12,4.0,94.899278871722,ADM,,,5025.39493004735,,,476906.354907101,4011.03941150891,116530.743072503,61503.9513067226,161232.902238113,46269.8653679146,37635.459242743,53733.4336791061,0,No notes provided,Expenditure data incorrectly reported. No expenses reported specifically at the school; only proportional expenses reported at district are reflected.,0,0,1,1,0,1,0
OR,2018-2019,1925,128,Molalla River SD 35,Rural Dell Elementary School,4108310.0,4108310.0,38500303400000.0,410831000136.0,252.0,KG-05,2.0,253.524096385519,ADM,,,11258.946109328,,,2854414.13862063,10244.5905907895,1448382.45637498,465389.742007328,572939.021544857,123610.273405098,100543.396219774,143549.249068592,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1898,1321,Monroe SD 1J,Monroe Grade School,4108430.0,4108430.0,38500201600000.0,410843000027.0,259.0,KG-08,3.0,258.851612903197,ADM,,,14738.1273636694,,,3814988.03925856,13460.2702436694,1796755.54880825,408055.295957039,931627.861421921,351302.106650924,209616.866042651,117630.360377777,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1898,43,Monroe SD 1J,Monroe High School,4108430.0,4108430.0,38500201600000.0,410843000050.0,116.0,09-12,4.0,112.674022323384,ADM,,,21674.9906534097,,,2442208.38074142,20397.1335334097,1165850.84119174,415242.634042961,555823.838578079,152916.263349076,101172.163957349,51202.6396222226,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2010,3350,Monument SD 8,Monument School,4108460.0,4108460.0,38501201100000.0,410846000356.0,50.0,KG-12,4.0,50.441083395372,ADM,,,31035.0772549748,,,1565442.91999999,,649297.069999999,195737.98,386573.89,108751.09,13384.76,211698.13,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2147,813,Morrow SD 1,A C Houghton Elementary School,4108520.0,4108520.0,38502550100000.0,410852000858.0,255.0,KG-03,2.0,257.972145481995,ADM,,,14455.8370291737,,,3729203.293154,13621.1077055978,2047770.02469396,523175.868574651,785682.924565428,127713.774948628,127048.042994583,117812.65737675,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2147,815,Morrow SD 1,Heppner Elementary School,4108520.0,4108520.0,38502550100000.0,410852000859.0,180.0,KG-06,2.0,172.455844360329,ADM,,,14645.3913004265,,,2525683.32270246,13810.6619768506,1324325.44460357,390519.195558959,561770.529819957,85377.383880183,84932.3382880012,78758.4305517965,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2147,818,Morrow SD 1,Heppner Junior/Senior High School,4108520.0,4108520.0,38502550100000.0,410852000861.0,167.0,07-12,4.0,166.530612244888,ADM,,,19578.5201810882,,,3260422.95260551,18743.7908575123,1538968.06425419,825767.744582815,655176.466284597,82443.9905888417,82014.2358581868,76052.4510368767,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2147,4048,Morrow SD 1,Irrigon Elementary School,4108520.0,4108520.0,38502550100000.0,410852001598.0,217.0,04-06,2.0,215.86123726547,ADM,,,14039.0782257198,,,3030492.79587059,13204.3489021439,1559725.41394556,540333.196538466,618678.096116398,106866.008439577,106308.9493702,98581.1314603855,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2147,817,Morrow SD 1,Irrigon Junior/Senior High School,4108520.0,4108520.0,38502550100000.0,410852001312.0,374.0,07-12,4.0,367.107049333436,ADM,,,14092.9975531737,,,5173638.74800893,13258.2682295978,2449239.79292469,1097497.90506499,1035874.24952032,181742.982340307,241630.613030959,167653.205127639,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2147,5433,Morrow SD 1,Morrow Education Center,4108520.0,4108520.0,38502550100000.0,410852001865.0,63.0,KG-12,4.0,51.5939702302149,ADM,,,5165.65081344027,,,266516.434288322,4330.92148986439,78396.6036954852,25557.3104134559,88048.2878296814,25542.5278197246,25409.3826130817,23562.321916894,0,No notes provided,Expenditure data incorrectly reported. No expenses reported specifically at the school; only proportional expenses reported at district are reflected.,0,0,1,1,0,1,0
OR,2018-2019,2147,820,Morrow SD 1,Riverside Junior/Senior High School,4108520.0,4108520.0,38502550100000.0,410852000863.0,413.0,07-12,4.0,406.968856273458,ADM,,,14590.5709538224,,,5937907.97345383,13755.8416302465,2948262.85320553,1141959.59444115,1259923.58812063,201477.290597006,200427.052512518,185857.594577005,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2147,814,Morrow SD 1,Sam Boardman Elementary School,4108520.0,4108520.0,38502550100000.0,410852001311.0,342.0,KG-03,2.0,332.288376054424,ADM,,,14261.8595821302,,,4739050.16006227,13427.1302585543,2712077.02181298,645080.99513916,901986.969115142,164505.368586089,163647.853564521,151751.951844386,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2147,4047,Morrow SD 1,Windy River Elementary School,4108520.0,4108520.0,38502550100000.0,410852001597.0,289.0,04-06,2.0,288.25675675673,ADM,,,12665.6879828189,,,3650970.14002006,11830.958659243,1976797.54673604,501751.280036339,756108.49891102,142706.719328424,141962.833845812,131643.261162412,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2145,794,Mt Angel SD 91,John F Kennedy High School,4108550.0,4108550.0,38502403100000.0,410855000839.0,180.0,09-12,4.0,175.528254972188,ADM,,,18300.3767586888,,,3212233.19778623,17337.26464984,1659640.3379918,685000.370502358,452868.803773573,189268.603348676,131375.471381877,94079.6107879415,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2145,792,Mt Angel SD 91,Mt Angel Middle School,4108550.0,4108550.0,38502403100000.0,410855000837.0,195.0,06-08,3.0,193.236457422562,ADM,,,12323.2251706314,,,2381296.37599335,11360.1130617825,1165131.02077382,410342.941638039,435450.116696674,208363.003541562,58438.4425578244,103570.850785452,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2145,793,Mt Angel SD 91,St Marys Public School,4108550.0,4108550.0,38502403100000.0,410855000838.0,357.0,KG-05,2.0,360.439280308209,ADM,,,12741.1049932974,,,4592394.71411544,11777.9928844485,2447183.20427354,635898.079634014,826062.125547695,388654.460142305,101408.646928526,193188.197589356,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2148,1298,Multnomah ESD,Helensview High School,4180180.0,4180180.0,38502690100000.0,418018000230.0,108.0,06-12,4.0,0,ADM,,,0,,,0,,1319445.14999999,326025.73,47923.46,0,5110246.30999999,0,0,No notes provided,No notes provided,0,0,1,1,0,1,1
OR,2018-2019,2148,2148,Multnomah ESD,Multnomah ESD,4180180.0,4180180.0,38502690100000.0,,,,,0,ADM,,,0,,,0,,0,0,0,0,0,0,54603428.850000001,No notes provided,No notes provided,0,0,1,1,0,1,1
OR,2018-2019,2148,3168,Multnomah ESD,The Creeks,4180180.0,4180180.0,38502690100000.0,418018001510.0,139.0,KG-12,4.0,0,ADM,,,0,,,0,,7300430.24,3619318.44,242481.75,0,0,0,0,No notes provided,No notes provided,0,0,1,1,0,1,1
OR,2018-2019,1968,214,Myrtle Point SD 41,Myrtle Crest School,4100640.0,4100640.0,38500601400000.0,410064000233.0,300.0,KG-06,2.0,303.142264395986,ADM,,,15002.8138841054,,,4547986.97313924,,2053803.52276284,446576.617487849,1111125.62656326,339114.774639586,463942.166413418,133424.265272277,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,1968,215,Myrtle Point SD 41,Myrtle Point High School,4100640.0,4100640.0,38500601400000.0,410064000234.0,217.0,07-12,4.0,215.667067823468,ADM,,,19689.9272555449,,,4246468.87686075,,1701114.98723715,942614.182512151,922361.803436739,241259.295360414,344195.453586581,94923.1547277231,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2198,1020,Neah-Kah-Nie SD 56,Garibaldi Elementary School,4108650.0,4108650.0,38502950100000.0,410865001078.0,165.0,KG-05,2.0,165.985671792645,ADM,,,21023.9163491514,,,3489668.87892626,,1655385.71078818,637955.881162994,616177.869792027,236560.863483693,276785.206081165,66803.3476181934,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2198,1022,Neah-Kah-Nie SD 56,Neah-Kah-Nie High School,4108650.0,4108650.0,38502950100000.0,410865001081.0,222.0,09-12,4.0,211.773281186683,ADM,,,23898.9098530366,,,5061150.5563623,,2180979.64941794,1064163.24806664,1105784.25107869,258963.885578518,366028.285291644,85231.236928887,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2198,4481,Neah-Kah-Nie SD 56,Neah-Kah-Nie Middle School,4108650.0,4108650.0,38502950100000.0,410865001656.0,216.0,06-08,3.0,214.477964026571,ADM,,,17162.7534488032,,,3681032.41678932,,1814279.17961021,667278.764684311,527138.353501604,228369.042411245,357647.300708721,86319.7758732347,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2198,1021,Neah-Kah-Nie SD 56,Nehalem Elementary School,4108650.0,4108650.0,38502950100000.0,410865001080.0,193.0,KG-05,2.0,191.459448621444,ADM,,,18818.832728627,,,3603043.33792211,,1758758.17018367,598950.866086051,644970.605627683,204044.698526544,319263.357918469,77055.6395796851,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2199,1023,Nestucca Valley SD 101J,Nestucca High School,4108700.0,4108700.0,38502900900000.0,410870001082.0,224.0,07-12,4.0,223.693339956889,ADM,,,21479.2575229337,,,4804766.85509917,,2054954.74565083,891977.272660506,1132219.2704251,255152.664019918,363292.106360169,107170.795982646,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2199,1019,Nestucca Valley SD 101J,Nestucca Valley Elementary,4108700.0,4108700.0,38502900900000.0,410870001077.0,260.0,KG-06,2.0,258.81927740695,ADM,,,16649.0299103187,,,4309089.89091538,,1940998.81863813,457172.146969868,1071361.98276527,295218.570847128,420338.846359524,123999.525335452,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,2254,1335,Newberg SD 29J,Antonia Crater Elementary School,4108720.0,4108720.0,38503601800000.0,410872001291.0,458.0,KG-05,2.0,453.720238095216,ADM,,,11033.8234859732,,,5006269.01915634,10571.4032019711,3045828.97954938,659810.413483623,900387.064915742,171317.729369049,1100.17103198284,227824.660806558,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2254,1336,Newberg SD 29J,Chehalem Valley Middle School,4108720.0,4108720.0,38503601800000.0,410872001309.0,619.0,06-08,3.0,601.848662075539,ADM,,,11134.0226768207,,,6700996.65156324,10671.6023928186,3805008.99989166,1032922.24684178,1332153.55708027,227248.726315232,1459.34963455209,302203.771799718,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2254,1216,Newberg SD 29J,Dundee Elementary School,4108720.0,4108720.0,38503601800000.0,410872001269.0,262.0,KG-05,2.0,258.302195155501,ADM,,,14449.9360892405,,,3732450.21170751,13987.5158052384,2428745.21894451,482329.652406748,592577.899858132,98470.9052795547,626.325582920163,129700.209635661,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2254,1217,Newberg SD 29J,Edwards Elementary School,4108720.0,4108720.0,38503601800000.0,410872001270.0,566.0,KG-05,2.0,562.380952380925,ADM,,,11780.6377780942,,,6625206.29329932,11318.2174940921,4014494.37919877,833931.94047993,1280683.97909268,212346.330872913,1363.64918467352,282386.014470365,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2254,1218,Newberg SD 29J,Ewing Young Elementary School,4108720.0,4108720.0,38503601800000.0,410872001271.0,201.0,KG-05,2.0,184.851190476177,ADM,,,11182.4050236945,,,2067080.88101671,10719.9847396924,1163315.80897351,307800.687738718,432900.655366454,69796.9443824952,448.223173476239,92818.5613820594,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2254,4342,Newberg SD 29J,Joan Austin Elementary School,4108720.0,4108720.0,38503601800000.0,410872001674.0,311.0,KG-05,2.0,304.085238095099,ADM,,,13984.9330105135,,,4252611.684246,13522.5127265114,2668165.89481328,571637.725298006,744563.79310208,114817.872669296,737.339316426143,152689.059046907,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2254,1219,Newberg SD 29J,Mabel Rush Elementary School,4108720.0,4108720.0,38503601800000.0,410872001272.0,436.0,KG-05,2.0,445.541666666637,ADM,,,11754.7829305657,,,5237245.57818877,11292.3626465636,3142646.94654538,706332.539528926,995238.136077107,168229.627563168,1080.33980865787,223717.988665547,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2254,1221,Newberg SD 29J,Mountain View Middle School,4108720.0,4108720.0,38503601800000.0,410872001273.0,525.0,06-08,3.0,521.416348121065,ADM,,,10613.2434935655,,,5533918.66413457,10150.8232095634,2941102.96942094,983426.63928086,1149429.37740828,196878.7312442,1264.31909718934,261816.627683129,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2254,1222,Newberg SD 29J,Newberg Senior High School,4108720.0,4108720.0,38503601800000.0,410872001274.0,1586.0,09-12,4.0,1553.02340987428,ADM,,,11267.1919656423,,,17498212.8861898,10804.7716816402,8528493.39062749,4363103.69895571,3234944.28907218,587092.568143756,4765.7376155576,779813.201775235,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1966,204,North Bend SD 13,Hillcrest Elementary School,4108820.0,4108820.0,38500601600000.0,410882000219.0,463.0,KG-05,2.0,458.221017765763,ADM,,,11813.3256222149,,,5413114.08980967,,3221269.64294474,667868.116745729,898569.193569777,143612.091108595,278702.345489332,203092.699951487,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,1966,205,North Bend SD 13,North Bay Elementary School,4108820.0,4108820.0,38500601600000.0,410882000221.0,504.0,KG-05,2.0,503.992242938638,ADM,,,10692.2279961665,,,5388799.96979925,,3123162.26593154,669624.383679222,911921.062631287,154171.201616963,306541.635519721,223379.420420513,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,1966,208,North Bend SD 13,North Bend Middle School,4108820.0,4108820.0,38500601600000.0,410882000224.0,557.0,06-08,3.0,549.146140680412,ADM,,,11249.5773187342,,,6177661.96886878,,3143220.25464046,1208756.62241573,1082322.86174904,165964.250606327,334005.450405338,243392.529051855,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,1966,209,North Bend SD 13,North Bend Senior High School,4108820.0,4108820.0,38500601600000.0,410882000225.0,821.0,09-12,4.0,770.072287555463,ADM,,,14002.7467085788,,,10783127.189935,,4630689.6331374,2439219.84795744,1795242.66178586,235784.476523854,1340879.16408289,341311.406447543,0,No notes provided,No notes provided,0,0,1,1,0,0,1
OR,2018-2019,1966,4690,North Bend SD 13,Oregon Virtual Academy,4108820.0,4108820.0,38500601600000.0,410882001751.0,1900.0,KG-12,4.0,1944.45946276709,ADM,,,2844.66691677595,,,5531339.50474547,,369170.323056012,673831.56171325,1869691.0666787,574150.777460798,1182672.53567828,861823.240158438,0,No notes provided,Expenditure data incorrectly reported. No expenses reported specifically at the school; only proportional expenses reported at district are reflected.,0,0,1,1,0,1,1
OR,2018-2019,2004,2004,North Central ESD,North Central ESD,,,,,,,,0,ADM,,,0,,,0,,0,0,0,0,0,0,3594215.18,No notes provided,No notes provided,0,0,1,1,0,1,0
