state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_AK,enrollmetric,pp_stloc_raw_AK,pp_fed_raw_AK,pp_total_raw_AK,pp_site_stloc_raw_AK,pp_site_fed_raw_AK,pp_site_raw_AK,pp_centshare_stloc_raw_AK,pp_centshare_fed_raw_AK,pp_centshare_raw_AK,schoolstloc_raw_AK,schoolfed_raw_AK,schooltot_raw_AK,pp_total_norm_NERDS,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
AK,2018-2019,52,520090,Yukon-Koyukuk,Andrew K. Demoski School,200862,200862,2000000031600,20086200385,49.0,PK-12,4.0,44.3,ADM,37844,16076,53920,36811,16076,52887,1033,0,1033,1676489.2,712166.799999999,2388656,53630.818,0,0,0,0,0,0,0
AK,2018-2019,52,520060,Yukon-Koyukuk,Ella B. Vernetti School,200862,200862,2000000031600,20086200382,13.0,PK-08,3.0,13,ADM,49374,16105,65479,48341,16105,64446,1033,0,1033,641862,209365,851227,65189.818,0,0,0,0,0,0,0
AK,2018-2019,52,520070,Yukon-Koyukuk,Gladys Dart School,200862,200862,2000000031600,20086200383,12.0,PK-12,4.0,11.85,ADM,55392,16426,71818,54359,16426,70785,1033,0,1033,656395.2,194648.1,851043.299999999,71528.818,0,0,0,0,0,0,0
AK,2018-2019,52,520040,Yukon-Koyukuk,Jimmy Huntington School,200862,200862,2000000031600,20086200380,74.0,PK-12,4.0,74,ADM,30932,15564,46496,29899,15564,45463,1033,0,1033,2288968,1151736,3440704,46206.818,0,0,0,0,0,1,0
AK,2018-2019,52,520030,Yukon-Koyukuk,Johnny Oldman School,200862,200862,2000000031600,20086200379,22.0,PK-12,4.0,18.75,ADM,38082,17024,55106,37049,17024,54073,1033,0,1033,714037.5,319200,1033237.5,54816.818,0,0,0,0,0,1,0
AK,2018-2019,52,520050,Yukon-Koyukuk,Kaltag School,200862,200862,2000000031600,20086200381,23.0,PK-12,4.0,22.25,ADM,41111,30726,71837,40078,30726,70804,1033,0,1033,914719.75,683653.5,1598373.25,71547.818,0,0,0,0,0,1,0
AK,2018-2019,52,520110,Yukon-Koyukuk,Merreline A Kangas School,200862,200862,2000000031600,20086200386,33.0,PK-12,4.0,30,ADM,36307,15924,52231,35274,15924,51198,1033,0,1033,1089210,477720,1566930,51941.818,0,0,0,0,0,1,0
AK,2018-2019,52,520080,Yukon-Koyukuk,Minto School,200862,200862,2000000031600,20086200384,49.0,PK-12,4.0,41,ADM,35122,15893,51015,34089,15893,49982,1033,0,1033,1440002,651613,2091615,50725.818,0,0,0,0,0,1,0
AK,2018-2019,52,520120,Yukon-Koyukuk,Rampart School,200862,200862,2000000031600,20086200757,13.0,PK-12,4.0,13,ADM,42666,16241,58907,41633,16241,57874,1033,0,1033,554658,211133,765791,58617.818,0,0,0,0,0,0,0
AK,2018-2019,52,528010,Yukon-Koyukuk,Raven School,200862,200862,2000000031600,20086200453,1670.0,PK-12,4.0,1617.28,ADM,5751,5,5756,4718,5,4723,1033,0,1033,9300977.28,8086.4,9309063.68,5466.817997,0,0,0,0,0,0,0
AK,2018-2019,54,540010,Yupiit,Akiachak School,200004,200004,2000000030300,20000400579,198.0,KG-12,4.0,199.6,ADM,29551,5515,35066,20190,3174,23364,9361,2341,11702,5898379.6,1100794,6999173.6,36040.16442,0,0,0,0,0,0,0
AK,2018-2019,54,540030,Yupiit,Akiak School,200004,200004,2000000030300,20000400624,120.0,KG-12,4.0,121.05,ADM,27487,4440,31927,18126,2099,20225,9361,2341,11702,3327301.35,537462,3864763.35,32901.16442,0,0,0,0,0,0,0
AK,2018-2019,54,540040,Yupiit,Tuluksak School,200004,200004,2000000030300,20000400623,119.0,KG-12,4.0,120.35,ADM,27079,4673,31752,17718,2332,20050,9361,2341,11702,3258957.65,562395.549999999,3821353.19999999,32726.16442,0,0,0,0,0,0,0
