state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_ND,enrollmetric,pp_stloc_raw_ND,pp_fed_raw_ND,pp_total_raw_ND,schoolstloc_raw_ND,schoolfed_raw_ND,schooltot_raw_ND,pp_total_norm_NERDS,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
ND,2018-2019,5054,60433,Newburg-United Public School District,Newburg-United High School,3800825,3800825,35500520100000.0,380082500834,33.0,07-12,4.0,33,September Count,19644.72,651.01,20295.73,648275.76,21483.3299999999,669759.09,23077.38416,1,0,1,0,0,0,0
ND,2018-2019,34100,69821,North Border Public School District,North Border-Pembina Elementary School,3800054,3800054,35503407400000.0,380005400529,111.0,PK-08,3.0,100,September Count,15543.22,642.74,16185.96,1554322,64274,1618596,19367.34366,1,0,1,0,0,0,0
ND,2018-2019,34100,69823,North Border Public School District,North Border-Pembina High School,3800054,3800054,35503407400000.0,380005400530,31.0,09-12,4.0,31,September Count,15543.22,642.74,16185.96,481839.82,19924.94,501764.759999999,19367.34366,1,0,1,0,0,0,0
ND,2018-2019,34100,91861,North Border Public School District,North Border-Walhalla Elementary School,3800054,3800054,35503407400000.0,380005400669,115.0,PK-08,3.0,112,September Count,14411.72,642.74,15054.46,1614112.64,71986.88,1686099.52,18235.84366,1,0,1,0,0,0,0
ND,2018-2019,34100,91863,North Border Public School District,North Border-Walhalla High School,3800054,3800054,35503407400000.0,380005400670,76.0,09-12,4.0,76,September Count,14411.72,642.74,15054.46,1095290.72,48848.24,1144138.96,18235.84366,1,0,1,0,0,0,0
ND,2018-2019,41003,61301,North Sargent Public School District,North Sargent Elementary School,3814290,3814290,35504100700000.0,381429000504,146.0,PK-08,3.0,143,September Count,13475.64,390.3,13865.94,1927016.52,55812.9,1982829.42,15854.61954,1,0,1,0,0,0,0
ND,2018-2019,41003,61303,North Sargent Public School District,North Sargent High School,3814290,3814290,35504100700000.0,381429000505,70.0,09-12,4.0,70,September Count,13475.64,390.3,13865.94,943294.799999999,27321,970615.8,15854.61954,1,0,1,0,0,0,0
ND,2018-2019,48010,12771,North Star Public School District,North Star Elementary School,3800390,3800390,35504801500000.0,380039000595,233.0,PK-08,3.0,200,September Count,9748.36,471.9,10220.25,1949672,94380,2044050,13076.5403,1,0,1,0,0,0,0
ND,2018-2019,48010,12773,North Star Public School District,North Star High School,3800390,3800390,35504801500000.0,380039000596,71.0,09-12,4.0,71,September Count,9748.36,471.9,10220.25,692133.56,33504.9,725637.75,13076.5403,1,0,1,0,0,0,0
ND,2018-2019,9097,61211,Northern Cass Public School District,Northern Cass Elementary School,3800044,3800044,35500903700000.0,380004400119,308.0,PK-05,2.0,293,September Count,9353.96,191.21,9545.16,2740710.28,56024.53,2796731.88,12449.08921,1,0,1,0,0,0,0
ND,2018-2019,9097,61213,Northern Cass Public School District,Northern Cass High School,3800044,3800044,35500903700000.0,380004400138,176.0,09-12,4.0,176,September Count,9353.96,191.21,9545.16,1646296.96,33652.96,1679948.16,12449.08921,1,0,1,0,0,0,0
ND,2018-2019,9097,61212,Northern Cass Public School District,Northern Cass Middle School,3800044,3800044,35500903700000.0,380004400120,149.0,06-08,3.0,149,September Count,9353.96,191.21,9545.16,1393740.03999999,28490.29,1422228.84,12449.08921,1,0,1,0,0,0,0
ND,2018-2019,18129,61341,Northwood Public School District,Northwood Elementary School,3814340,3814340,35501806300000.0,381434000508,188.0,PK-06,2.0,187,September Count,9072.77,570.77,9643.54,1696607.99,106733.989999999,1803341.98,12270.1689,1,0,1,0,0,0,0
ND,2018-2019,18129,61343,Northwood Public School District,Northwood High School,3814340,3814340,35501806300000.0,381434000509,129.0,07-12,4.0,129,September Count,9072.77,570.77,9643.54,1170387.33,73629.33,1244016.66,12270.1689,1,0,1,0,0,0,0
ND,2018-2019,11041,33081,Oakes Public School District,Oakes Elementary School,3814500,3814500,35501102200000.0,381450000513,284.0,PK-06,2.0,281,September Count,8218.09,424.82,8642.91,2309283.29,119374.42,2428657.71,10950.95444,1,0,1,0,0,0,0
ND,2018-2019,11041,62153,Oakes Public School District,Oakes High School,3814500,3814500,35501102200000.0,381450000514,209.0,07-12,4.0,209,September Count,8982.02,163.8,9145.82,1877242.18,34234.2,1911476.38,11453.86444,1,0,1,0,0,0,0
ND,2018-2019,3016,62261,Oberon Public School District,Oberon Elementary School,3814520,3814520,35500303200000.0,381452000515,64.0,KG-08,3.0,64,September Count,13107.51,3700.59,16808.1,838880.64,236837.76,1075718.4,19875.0,1,0,1,0,0,0,0
ND,2018-2019,9080,68821,Page Public School District,Page Elementary School,3814730,3814730,35500904400000.0,381473000521,87.0,PK-06,2.0,85,September Count,16565.64,793.92,17359.56,1408079.4,67483.2,1475562.6,20261.13931,1,0,1,0,0,0,0
ND,2018-2019,50008,92081,Park River Area Public School District,Park River Area Elementary School,3800401,3800401,35505010200000.0,380040100145,327.0,PK-06,2.0,238,September Count,8200.35,495.37,8695.72,1951683.3,117898.06,2069581.35999999,11154.08387,1,0,1,0,0,0,0
ND,2018-2019,50008,92083,Park River Area Public School District,Park River Area High School,3800401,3800401,35505010200000.0,380040100526,117.0,07-12,4.0,176,September Count,8200.35,495.37,8695.72,1443261.6,87185.12,1530446.72,11154.08387,1,0,1,0,0,0,0
ND,2018-2019,31003,69231,Parshall Public School District,Parshall Elementary School,3814940,3814940,35503103000000.0,381494000527,172.0,PK-06,2.0,172,September Count,9275.77,2319.7,11595.47,1595432.44,398988.399999999,1994420.83999999,13348.91155,1,0,1,0,0,0,0
ND,2018-2019,31003,69253,Parshall Public School District,Parshall High School,3814940,3814940,35503103000000.0,381494000528,105.0,07-12,4.0,105,September Count,23355.85,823.92,24179.77,2452364.25,86511.5999999999,2538875.85,25933.21155,1,0,1,0,0,0,0
ND,2018-2019,47010,11441,Pingree-Buchanan Public School District,Pingree-Buchanan Elementary School,3815150,3815150,35504704200000.0,381515000818,92.0,PK-06,2.0,80,September Count,9991.19,0,9991.19,799295.2,0,799295.2,11914.74652,1,0,1,0,0,0,0
ND,2018-2019,47010,70873,Pingree-Buchanan Public School District,Pingree-Buchanan High School,3815150,3815150,35504704200000.0,381515000534,49.0,07-12,4.0,49,September Count,17275.17,0,17275.17,846483.33,0,846483.33,19198.72652,1,0,1,0,0,0,0
ND,2018-2019,7027,71581,Powers Lake Public School District,Powers Lake Elementary School,3800024,3800024,35500702100000.0,380002400541,153.0,PK-08,3.0,152,September Count,13136.16,396.05,13532.21,1996696.32,60199.6,2056895.92,16046.49859,1,0,1,0,0,0,0
ND,2018-2019,7027,71583,Powers Lake Public School District,Powers Lake High School,3800024,3800024,35500702100000.0,380002400542,52.0,09-12,4.0,52,September Count,13136.16,396.05,13532.21,683080.32,20594.6,703674.919999999,16046.49859,1,0,1,0,0,0,0
ND,2018-2019,45034,74331,Richardton-Taylor Public School District,Richardton-Taylor Elementary School,3800048,3800048,35504502200000.0,380004800893,83.0,04-06,2.0,83,September Count,10094.48,334.31,10428.79,837841.84,27747.73,865589.57,13824.24983,1,0,1,0,0,0,0
ND,2018-2019,45034,74333,Richardton-Taylor Public School District,Richardton-Taylor High School,3800048,3800048,35504502200000.0,380004800551,142.0,07-12,4.0,142,September Count,10094.48,334.31,10428.79,1433416.16,47472.02,1480888.18,13824.24983,1,0,1,0,0,0,0
ND,2018-2019,45034,83351,Richardton-Taylor Public School District,Taylor-Richardton Elementary School,3800048,3800048,35504502200000.0,380004800626,130.0,PK-03,2.0,109,September Count,10859.58,334.31,11193.89,1183694.22,36439.79,1220134.01,14589.34983,1,0,1,0,0,0,0
ND,2018-2019,39044,20311,Richland Public School District,Richland Elementary School,3800036,3800036,35503950100000.0,380003600552,154.0,PK-06,2.0,137,September Count,10773.69,677.37,11451.06,1475995.53,92799.69,1568795.22,13553.03229,1,0,1,0,0,0,0
ND,2018-2019,39044,61203,Richland Public School District,Richland Junior-Senior High School,3800036,3800036,35503950100000.0,380003600553,108.0,07-12,4.0,108,September Count,14600.37,15.27,14615.63,1576839.96,1649.15999999999,1578488.03999999,16717.60229,1,0,1,0,0,0,0
ND,2018-2019,40029,75551,Rolette Public School District,Rolette Elementary School,3816050,3816050,35504001900000.0,381605000558,117.0,PK-08,3.0,117,September Count,12475.46,1801.75,14277.21,1459628.81999999,210804.75,1670433.56999999,18092.59259,1,0,1,0,0,0,0
ND,2018-2019,40029,75553,Rolette Public School District,Rolette High School,3816050,3816050,35504001900000.0,381605000559,45.0,09-12,4.0,45,September Count,12475.46,1801.75,14277.21,561395.7,81078.75,642474.45,18092.59259,1,0,1,0,0,0,0
ND,2018-2019,19018,13061,Roosevelt Public School District,Roosevelt Elementary School,3816090,3816090,35501903300000.0,381609000560,57.0,PK-08,3.0,51,September Count,17807.71,1777.98,19585.69,908193.21,90676.98,998870.19,26394.98491,1,0,1,0,0,0,0
ND,2018-2019,35005,76161,Rugby Public School District,Rugby Ely Elementary School,3816130,3816130,35503502000000.0,381613000562,363.0,PK-06,2.0,327,September Count,8990.88,582.43,9573.31,2940017.76,190454.61,3130472.36999999,12593.92148,1,0,1,0,0,0,0
ND,2018-2019,35005,76143,Rugby Public School District,Rugby High School,3816130,3816130,35503502000000.0,381613000563,258.0,07-12,4.0,258,September Count,10835.51,582.03,11417.55,2795561.58,150163.74,2945727.9,14438.16148,1,0,1,0,0,0,0
ND,2018-2019,41006,77091,Sargent Central Public School District,Sargent Central Elementary School,3816430,3816430,35504100600000.0,381643000756,92.0,PK-06,2.0,79,September Count,16400.42,605.62,17006.04,1295633.18,47843.98,1343477.16,,1,0,1,0,0,0,1
ND,2018-2019,41006,77093,Sargent Central Public School District,Sargent Central High School,3816430,3816430,35504100600000.0,381643000568,69.0,07-12,4.0,69,September Count,16400.42,605.62,17006.04,1131628.98,41787.78,1173416.76,,1,0,1,0,0,0,1
ND,2018-2019,51016,77171,Sawyer Public School District,Sawyer Elementary School,3816470,3816470,35505104500000.0,381647000569,44.0,PK-08,3.0,39,September Count,30785.57,1160.18,31945.75,1200637.23,45247.02,1245884.25,38312.01705,1,0,1,0,0,0,0
ND,2018-2019,6033,77851,Scranton Public School District,Scranton Elementary School,3800023,3800023,35500602000000.0,380002300571,76.0,PK-06,2.0,65,September Count,13779.08,359.45,14138.52,895640.2,23364.25,919003.8,18428.2282,1,0,1,0,0,0,0
ND,2018-2019,6033,77853,Scranton Public School District,Scranton High School,3800023,3800023,35500602000000.0,380002300572,63.0,07-12,4.0,63,September Count,13779.08,359.45,14138.52,868082.04,22645.35,890726.76,18428.2282,1,0,1,0,0,0,0
ND,2018-2019,43008,78041,Selfridge Public School District,Selfridge Elementary School,3816510,3816510,35504301100000.0,381651000573,22.0,KG-06,2.0,22,September Count,27427.23,5718.48,33145.71,603399.059999999,125806.56,729205.62,35745.76271,1,0,1,0,0,0,0
ND,2018-2019,43008,78043,Selfridge Public School District,Selfridge High School,3816510,3816510,35504301100000.0,381651000574,37.0,07-12,4.0,37,September Count,27427.23,5718.48,33145.71,1014807.51,211583.759999999,1226391.27,35745.76271,1,0,1,0,0,0,0
ND,2018-2019,43003,12781,Solen Public School District,Cannon Ball Elementary School,3816980,3816980,35504301200000.0,381698000585,121.0,PK-06,2.0,110,September Count,13075.18,5836.57,18911.75,1438269.8,642022.7,2080292.5,22952.89455,1,0,1,0,0,0,0
ND,2018-2019,43003,80363,Solen Public School District,Solen High School,3816980,3816980,35504301200000.0,381698000587,87.0,07-12,4.0,87,September Count,13773.55,1824.45,15598,1198298.84999999,158727.15,1357026,19639.14455,1,0,1,0,0,0,0
ND,2018-2019,45009,80601,South Heart Public School District,South Heart Elementary School,3817130,3817130,35504502600000.0,381713000592,233.0,PK-06,2.0,213,September Count,10304.24,222.29,10526.53,2194803.12,47347.77,2242150.89,13416.97212,1,0,1,0,0,0,0
ND,2018-2019,45009,80603,South Heart Public School District,South Heart High School,3817130,3817130,35504502600000.0,381713000593,140.0,07-12,4.0,140,September Count,10304.24,222.29,10526.53,1442593.59999999,31120.6,1473714.2,13416.97212,1,0,1,0,0,0,0
ND,2018-2019,51070,80681,South Prairie Public School District,South Prairie Elementary School,3817170,3817170,35505102000000.0,381717000594,370.0,PK-08,3.0,344,September Count,8930.95,622.85,9553.8,3072246.8,214260.4,3286507.19999999,12051.47426,1,0,1,0,0,0,0
ND,2018-2019,51070,80683,South Prairie Public School District,South Prairie High School,3817170,3817170,35505102000000.0,381717000875,104.0,09-12,4.0,104,September Count,8930.95,622.85,9553.8,928818.8,64776.4,993595.2,12051.47426,1,0,1,0,0,0,0
ND,2018-2019,40003,81521,St John Public School District,Saint John Elementary School,3817460,3817460,35504002100000.0,381746000599,301.0,PK-08,3.0,296,September Count,10987.06,2431.37,13418.42,3252169.76,719685.52,3971852.32,15761.30765,1,0,1,0,0,0,0
ND,2018-2019,40003,81523,St John Public School District,Saint John High School,3817460,3817460,35504002100000.0,381746000600,119.0,09-12,4.0,119,September Count,10987.06,2431.37,13418.42,1307460.14,289333.029999999,1596791.98,15761.30765,1,0,1,0,0,0,0
ND,2018-2019,34043,82121,St Thomas Public School District,Saint Thomas Elementary School,3817520,3817520,35503406800000.0,381752000602,39.0,PK-06,2.0,30,September Count,22204.42,2582.65,24787.07,666132.6,77479.5,743612.1,30520.06722,1,0,1,0,0,0,0
ND,2018-2019,34043,82123,St Thomas Public School District,Saint Thomas High School,3817520,3817520,35503406800000.0,381752000603,15.0,07-12,4.0,15,September Count,22204.42,2582.65,24787.07,333066.3,38739.75,371806.05,30520.06722,1,0,1,0,0,0,0
ND,2018-2019,31002,82171,Stanley Public School District,Stanley Elementary School,3817570,3817570,35503104400000.0,381757000604,405.0,PK-06,2.0,402,September Count,10108.14,377.14,10485.27,4063472.28,151610.28,4215078.54,12401.78556,1,0,1,0,0,0,0
ND,2018-2019,31002,82183,Stanley Public School District,Stanley High School,3817570,3817570,35503104400000.0,381757000605,311.0,07-12,4.0,311,September Count,11931.03,90.77,12021.8,3710550.33,28229.4699999999,3738779.8,13938.31556,1,0,1,0,0,0,0
ND,2018-2019,36044,82301,Starkweather Public School District,Starkweather Elementary School,3817670,3817670,35503603700000.0,381767000608,37.0,PK-06,2.0,37,September Count,18168.08,1242.93,19411.01,672218.96,45988.41,718207.37,21821.42857,1,0,1,0,0,0,0
ND,2018-2019,36044,82303,Starkweather Public School District,Starkweather High School,3817670,3817670,35503603700000.0,381767000609,19.0,07-12,4.0,19,September Count,18168.08,1242.93,19411.01,345193.52,23615.67,368809.189999999,21821.42857,1,0,1,0,0,0,0
ND,2018-2019,8035,82361,Sterling Public School District,Sterling Elementary School,3817760,3817760,35500804600000.0,381776000613,19.0,PK-08,3.0,19,September Count,26717.16,1058.79,27775.95,507626.04,20117.01,527743.05,31315.78947,1,0,1,0,0,0,0
ND,2018-2019,15015,82481,Strasburg Public School District,Strasburg Elementary School,3800016,3800016,35501503500000.0,380001600614,56.0,PK-06,2.0,50,September Count,14925.3,0,14925.3,746265,0,746265,17582.43594,1,0,1,0,0,0,0
ND,2018-2019,15015,82483,Strasburg Public School District,Strasburg High School,3800016,3800016,35501503500000.0,380001600615,72.0,07-12,4.0,72,September Count,14925.3,0,14925.3,1074621.59999999,0,1074621.59999999,17582.43594,1,0,1,0,0,0,0
ND,2018-2019,51041,82661,Surrey Public School District,Surrey Elementary School,3817910,3817910,35505105100000.0,381791000618,260.0,PK-06,2.0,245,September Count,10315.81,732.23,11048.04,2527373.44999999,179396.35,2706769.8,12625.22926,1,0,1,0,0,0,0
ND,2018-2019,51041,82663,Surrey Public School District,Surrey High School,3817910,3817910,35505105100000.0,381791000619,157.0,07-12,4.0,157,September Count,10315.81,732.23,11048.04,1619582.17,114960.11,1734542.28,12625.22926,1,0,1,0,0,0,0
ND,2018-2019,30017,82741,Sweet Briar Public School District,Sweet Briar School,3817940,3817940,35503004300000.0,381794000620,22.0,KG-08,3.0,22,September Count,10698.57,0,10698.57,235368.539999999,0,235368.539999999,10954.54545,1,0,1,0,0,0,0
ND,2018-2019,25060,32531,Tgu Public School District,TGU-Granville Elementary School,3800047,3800047,35502503200000.0,380004700270,80.0,KG-08,3.0,80,September Count,17470.86,655.1,18125.95,1397668.8,52408,1450076,21258.17254,1,0,1,0,0,0,0
ND,2018-2019,25060,32533,Tgu Public School District,TGU-Granville High School,3800047,3800047,35502503200000.0,380004700271,42.0,09-12,4.0,42,September Count,17470.86,655.1,18125.95,733776.12,27514.2,761289.9,21258.17254,1,0,1,0,0,0,0
ND,2018-2019,25060,60461,Tgu Public School District,TGU-Towner Elementary School,3800047,3800047,35502503200000.0,380004700498,169.0,PK-08,3.0,161,September Count,11320.01,420.1,11740.11,1822521.61,67636.1,1890157.71,14872.33254,1,0,1,0,0,0,0
ND,2018-2019,25060,60463,Tgu Public School District,TGU-Towner High School,3800047,3800047,35502503200000.0,380004700499,47.0,09-12,4.0,47,September Count,11320.01,420.1,11740.11,532040.47,19744.7,551785.17,14872.33254,1,0,1,0,0,0,0
ND,2018-2019,18061,84161,Thompson Public School District,Thompson Elementary School,3818280,3818280,35501807300000.0,381828000629,314.0,KG-06,2.0,314,September Count,8210.47,126.98,8337.45,2578087.57999999,39871.72,2617959.3,9252.302026,1,0,1,0,0,0,0
ND,2018-2019,18061,84163,Thompson Public School District,Thompson High School,3818280,3818280,35501807300000.0,381828000630,229.0,07-12,4.0,229,September Count,8210.47,126.98,8337.45,1880197.63,29078.42,1909276.05,9252.302026,1,0,1,0,0,0,0
ND,2018-2019,53015,13601,Tioga Public School District,Central Elementary School,3800039,3800039,35505301900000.0,380003900633,284.0,PK-06,2.0,277,September Count,12626.67,486.34,13113.01,3497587.59,134716.18,3632303.77,15752.88631,1,0,1,0,0,0,0
ND,2018-2019,53015,84633,Tioga Public School District,Tioga High School,3800039,3800039,35505301900000.0,380003900635,174.0,07-12,4.0,174,September Count,16538.12,0,16538.12,2877632.88,0,2877632.88,19177.99631,1,0,1,0,0,0,0
ND,2018-2019,28072,85621,Turtle Lake-Mercer Public School District,Turtle Lake-Mercer Elementary School,3818500,3818500,35502802400000.0,381850000640,113.0,PK-06,2.0,110,September Count,11874.07,1002.27,12876.34,1306147.7,110249.7,1416397.4,16272.19903,1,0,1,0,0,0,0
ND,2018-2019,28072,85623,Turtle Lake-Mercer Public School District,Turtle Lake-Mercer High School,3818500,3818500,35502802400000.0,381850000641,73.0,07-12,4.0,73,September Count,11874.07,1002.27,12876.34,866807.11,73165.7099999999,939972.82,16272.19903,1,0,1,0,0,0,0
ND,2018-2019,13037,85821,Twin Buttes Public School District,Twin Buttes Elementary School,3818600,3818600,35501370100000.0,381860000757,,KG-08,3.0,37,September Count,16325.94,24586.7,40912.64,604059.78,909707.9,1513767.68,45810.81081,1,0,1,0,0,0,0
ND,2018-2019,28008,88061,Underwood Public School District,Underwood Elementary School,3818660,3818660,35502805600000.0,381866000644,142.0,PK-06,2.0,114,September Count,12661.56,277.02,12938.58,1443417.83999999,31580.28,1474998.11999999,15655.9652,1,0,1,0,0,0,0
ND,2018-2019,28008,88063,Underwood Public School District,Underwood High School,3818660,3818660,35502805600000.0,381866000645,81.0,07-12,4.0,81,September Count,12661.56,277.02,12938.58,1025586.36,22438.62,1048024.98,15655.9652,1,0,1,0,0,0,0
ND,2018-2019,51007,88191,United Public School District,Burlington-Des Lacs Elementary School,3818730,3818730,35505150100000.0,381873000646,502.0,PK-06,2.0,360,September Count,7071.35,292.87,7364.22,2545686,105433.2,2651119.2,11045.46527,1,0,1,0,0,0,0
ND,2018-2019,51007,88233,United Public School District,Des Lacs-Burlington High School,3818730,3818730,35505150100000.0,381873000647,178.0,07-12,4.0,178,September Count,16216.2,97.65,16313.85,2886483.6,17381.7,2903865.3,19995.09527,1,0,1,0,0,0,0
ND,2018-2019,2002,46011,Valley City Public School District,Jefferson Elementary School,3818850,3818850,35500206900000.0,381885000654,310.0,PK-03,2.0,305,September Count,8617.01,1107.6,9724.61,2628188.05,337818,2966006.05,11450.50691,1,0,1,0,0,0,0
ND,2018-2019,2002,89543,Valley City Public School District,Valley City High School,3818850,3818850,35500206900000.0,381885000655,353.0,09-12,4.0,353,September Count,10213.73,89.6,10303.33,3605446.69,31628.8,3637075.48999999,12029.22691,1,0,1,0,0,0,0
ND,2018-2019,2002,89542,Valley City Public School District,Valley City Junior High School,3818850,3818850,35500206900000.0,381885000656,186.0,07-08,3.0,186,September Count,10213.73,89.6,10303.33,1899753.78,16665.6,1916419.38,12029.22691,1,0,1,0,0,0,0
ND,2018-2019,2002,92411,Valley City Public School District,Washington Elementary School,3818850,3818850,35500206900000.0,381885000657,234.0,04-06,2.0,234,September Count,9173.73,426.48,9600.21,2146652.82,99796.32,2246449.13999999,11326.10691,1,0,1,0,0,0,0
ND,2018-2019,34118,16261,Valley-Edinburg Public School District,Valley-Edinburg Elementary School-Crystal,3800397,3800397,35505010100000.0,380039700652,58.0,04-08,3.0,58,September Count,12499.81,1292.45,13792.26,724988.98,74962.1,799951.08,17898.34647,1,0,1,0,0,0,0
ND,2018-2019,34118,37211,Valley-Edinburg Public School District,Valley-Edinburg Elementary School-Hoople,3800397,3800397,35505010100000.0,380039700852,63.0,PK-03,2.0,40,September Count,13718.47,605.35,14323.82,548738.799999999,24214,572952.8,18429.90647,1,0,1,0,0,0,0
ND,2018-2019,34118,21093,Valley-Edinburg Public School District,Valley-Edinburg High School,3800397,3800397,35505010100000.0,380039700168,69.0,09-12,4.0,69,September Count,16015.75,215.26,16231.01,1105086.75,14852.9399999999,1119939.69,20337.09647,1,0,1,0,0,0,0
ND,2018-2019,25001,90031,Velva Public School District,Velva Elementary School,3817040,3817040,35502504900000.0,381704000590,265.0,PK-06,2.0,259,September Count,9460.45,347.51,9807.96,2450256.55,90005.09,2540261.63999999,12109.38346,1,0,1,0,0,0,0
ND,2018-2019,25001,90033,Velva Public School District,Velva High School,3817040,3817040,35502504900000.0,381704000591,209.0,07-12,4.0,209,September Count,9460.45,347.51,9807.96,1977234.05,72629.59,2049863.64,12109.38346,1,0,1,0,0,0,0
ND,2018-2019,39037,13621,Wahpeton Public School District,Wahpeton Elementary School,3819020,3819020,35503903700000.0,381902000660,433.0,01-05,2.0,433,September Count,8679.81,2764.21,11444.02,3758357.73,1196902.93,4955260.66,12939.6953,1,0,1,0,0,0,0
ND,2018-2019,39037,91703,Wahpeton Public School District,Wahpeton High School,3819020,3819020,35503903700000.0,381902000666,362.0,09-12,4.0,362,September Count,8319.95,1804.92,10124.86,3011821.9,653381.04,3665199.32,11620.5353,1,0,1,0,0,0,0
ND,2018-2019,39037,13632,Wahpeton Public School District,Wahpeton Middle School,3819020,3819020,35503903700000.0,381902000749,312.0,06-08,3.0,312,September Count,8103.96,1804.92,9908.88,2528435.52,563135.04,3091570.55999999,11404.5553,1,0,1,0,0,0,0
ND,2018-2019,39037,98871,Wahpeton Public School District,Zimmerman Elementary School,3819020,3819020,35503903700000.0,381902000668,106.0,PK-KG,1.0,81,September Count,6679.38,1804.92,8484.3,541029.78,146198.52,687228.299999999,9979.975296,1,0,1,0,0,0,0
ND,2018-2019,3029,92191,Warwick Public School District,Warwick Elementary School,3819260,3819260,35500301200000.0,381926000671,88.0,PK-04,2.0,73,September Count,15119.05,4020.77,19139.82,1103690.65,293516.21,1397206.85999999,22931.15714,1,0,1,0,0,0,0
ND,2018-2019,3029,92193,Warwick Public School District,Warwick High School,3819260,3819260,35500301200000.0,381926000672,70.0,09-12,4.0,70,September Count,15119.05,4020.77,19139.82,1058333.5,281453.9,1339787.4,22931.15714,1,0,1,0,0,0,0
ND,2018-2019,3029,92192,Warwick Public School District,Warwick Middle School,3819260,3819260,35500301200000.0,381926000890,73.0,05-08,3.0,73,September Count,15119.05,4020.77,19139.82,1103690.65,293516.21,1397206.85999999,22931.15714,1,0,1,0,0,0,0
ND,2018-2019,28004,92391,Washburn Public School District,Washburn Elementary School,3819290,3819290,35502805900000.0,381929000673,174.0,PK-06,2.0,161,September Count,11035.45,255.63,11291.08,1776707.45,41156.43,1817863.88,13771.94572,1,0,1,0,0,0,0
ND,2018-2019,28004,92393,Washburn Public School District,Washburn High School,3819290,3819290,35502805900000.0,381929000674,136.0,07-12,4.0,136,September Count,11035.45,255.63,11291.08,1500821.2,34765.68,1535586.88,13771.94572,1,0,1,0,0,0,0
ND,2018-2019,9006,5451,West Fargo Public School District,Aurora Elementary School,3819410,3819410,35500905900000.0,381941000830,510.0,KG-05,2.0,510,September Count,11006.72,395.01,11401.73,5613427.19999999,201455.1,5814882.3,12585.28077,1,0,1,0,0,0,0
ND,2018-2019,9006,10621,West Fargo Public School District,Brooks Harbor Elementary School,3819410,3819410,35500905900000.0,381941000885,322.0,KG-05,2.0,322,September Count,10863,395.01,11258.02,3497886,127193.22,3625082.44,12441.57077,1,0,1,0,0,0,0
ND,2018-2019,9006,50902,West Fargo Public School District,Cheney Middle School,3819410,3819410,35500905900000.0,381941000680,1135.0,06-08,3.0,1135,September Count,11205.9,751.31,11957.2,12718696.5,852736.85,13571422,13140.75077,1,0,1,0,0,0,0
ND,2018-2019,9006,17741,West Fargo Public School District,DEER CREEK ELEMENTARY SCHOOL,3819410,3819410,35500905900000.0,381941000897,,KG-05,2.0,NRD,September Count,NRD,NRD,NRD,NRD,NRD,NRD,,0,0,0,0,0,1,0
ND,2018-2019,9006,21001,West Fargo Public School District,EARLY CHILDHOOD CENTER,3819410,3819410,35500905900000.0,381941000026,134.0,PK-PK,1.0,134,September Count,4683,1705,6388,627522,228470,855992,7571.550768,0,0,0,0,0,0,0
ND,2018-2019,9006,27521,West Fargo Public School District,Eastwood Elementary School,3819410,3819410,35500905900000.0,381941000677,436.0,KG-05,2.0,436,September Count,11310.85,1396.37,12707.22,4931530.6,608817.32,5540347.92,13890.77077,1,0,1,0,0,0,0
ND,2018-2019,9006,28961,West Fargo Public School District,Freedom Elementary School,3819410,3819410,35500905900000.0,381941000857,511.0,KG-05,2.0,511,September Count,10911.94,395.01,11306.96,5576001.34,201850.11,5777856.56,12490.51077,1,0,1,0,0,0,0
ND,2018-2019,9006,35001,West Fargo Public School District,Harwood Elementary School,3819410,3819410,35500905900000.0,381941000678,139.0,KG-05,2.0,139,September Count,13269.89,395.01,13664.91,1844514.71,54906.39,1899422.49,14848.46077,1,0,1,0,0,0,0
ND,2018-2019,9006,17762,West Fargo Public School District,HERITAGE MIDDLE SCHOOL,3819410,3819410,35500905900000.0,381941000899,,06-06,2.0,NRD,September Count,NRD,NRD,NRD,NRD,NRD,NRD,,0,0,0,0,0,1,0
ND,2018-2019,9006,37381,West Fargo Public School District,Horace Elementary School,3819410,3819410,35500905900000.0,381941000679,243.0,KG-05,2.0,243,September Count,11956.9,395.01,12351.92,2905526.69999999,95987.43,3001516.56,13535.47077,1,0,1,0,0,0,0
ND,2018-2019,9006,94033,West Fargo Public School District,HORACE HIGH SCHOOL,3819410,3819410,35500905900000.0,381941000902,,,0.0,NRD,September Count,NRD,NRD,NRD,NRD,NRD,NRD,,0,0,0,0,0,1,0
ND,2018-2019,9006,93161,West Fargo Public School District,Independence Elementary School,3819410,3819410,35500905900000.0,381941000867,538.0,KG-05,2.0,538,September Count,10163.92,395.01,10558.93,5468188.96,212515.38,5680704.34,11742.48077,1,0,1,0,0,0,0
ND,2018-2019,9006,50711,West Fargo Public School District,L E Berger Elementary School,3819410,3819410,35500905900000.0,381941000815,381.0,KG-05,2.0,381,September Count,11724.1,1460.66,13184.77,4466882.1,556511.46,5023397.37,14368.32077,1,0,1,0,0,0,0
