state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_IN,enrollmetric,pp_stloc_raw_IN,pp_fed_raw_IN,pp_total_raw_IN,schoolstloc_raw_IN,schoolfed_raw_IN,schooltot_raw_IN,pp_total_norm_NERDS,pp_instruction_site_raw_IN,pp_otherinstruct_site_raw_IN,pp_instruction_centshare_raw_IN,pp_operations_site_raw_IN,pp_operations_centshare_raw_IN,pp_instruction_raw_IN,pp_noninstruction_raw_IN,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
IN,2018-2019,7865,8005,Tippecanoe School Corp,Mayflower Mill Elementary School,1811340,1811340,15507970100000.0,181134001829.0,628.0,KG-05,2.0,628,October Count Day,6995.7,580.65,7576.35,4393299.6,364648.2,4757947.8,8201.785257,5352,2.08,489.31,554.34,1178.62,5841.31,1735.04,1,0,1,1,0,0,0
IN,2018-2019,7865,8003,Tippecanoe School Corp,McCutcheon High School,1811340,1811340,15507970100000.0,181134001830.0,1782.0,09-12,4.0,1782,October Count Day,8853.88,121.14,8975.02,15777614.1599999,215871.48,15993485.64,9600.455257,5758.22,789.26,489.31,759.61,1178.62,6247.53,2727.49,1,0,1,1,0,0,0
IN,2018-2019,7865,8009,Tippecanoe School Corp,Mintonye Elementary School,1811340,1811340,15507970100000.0,181134001831.0,476.0,KG-05,2.0,476,October Count Day,7487.5,62.86,7550.36,3564050,29921.36,3593971.36,8175.795257,5276.96,2.77,489.31,602.7,1178.62,5766.27,1784.08999999999,1,0,1,1,0,0,0
IN,2018-2019,7865,8045,Tippecanoe School Corp,Southwestern Middle School,1811340,1811340,15507970100000.0,181134001832.0,460.0,06-08,3.0,460,October Count Day,7550.18,132.86,7683.05,3473082.8,61115.6,3534203,8308.485257,4945.73,275.25,489.31,794.14,1178.62,5435.04,2248.01,1,0,1,1,0,0,0
IN,2018-2019,7865,8026,Tippecanoe School Corp,Wainwright Middle School,1811340,1811340,15507970100000.0,181134001833.0,272.0,06-08,3.0,272,October Count Day,9413.03,108.56,9521.59,2560344.16,29528.32,2589872.48,10147.02526,6267.86,528.47,489.31,1057.33,1178.62,6757.17,2764.42,1,0,1,1,0,0,0
IN,2018-2019,7865,8021,Tippecanoe School Corp,Wea Ridge Elementary School,1811340,1811340,15507970100000.0,181134001305.0,626.0,KG-05,2.0,626,October Count Day,7579.31,256.48,7835.79,4744648.06,160556.48,4905204.54,8461.225257,5372.86,17.15,489.31,777.85,1178.62,5862.17,1973.62,1,0,1,1,0,0,0
IN,2018-2019,7865,8049,Tippecanoe School Corp,Wea Ridge Middle School,1811340,1811340,15507970100000.0,181134001920.0,712.0,06-08,3.0,712,October Count Day,7855.43,81.64,7937.08,5593066.16,58127.68,5651200.96,8562.515257,5067.53,230.13,489.31,971.49,1178.62,5556.84,2380.24,1,0,1,1,0,0,0
IN,2018-2019,7865,8029,Tippecanoe School Corp,William Henry Harrison High School,1811340,1811340,15507970100000.0,181134001835.0,1979.0,09-12,4.0,1979,October Count Day,8589.38,89.31,8678.68,16998383.02,176744.49,17175107.72,9304.115257,5365.47,821.81,489.31,823.48,1178.62,5854.78,2823.89999999999,1,0,1,1,0,0,0
IN,2018-2019,7865,8111,Tippecanoe School Corp,Woodland Elementary School,1811340,1811340,15507970100000.0,181134002441.0,611.0,KG-05,2.0,611,October Count Day,8028.65,475.33,8503.98,4905505.14999999,290426.63,5195931.77999999,9129.415257,6079.02,1.71,489.31,755.33,1178.62,6568.33,1935.64999999999,1,0,1,1,0,0,0
IN,2018-2019,7865,8006,Tippecanoe School Corp,Wyandotte Elementary,1811340,1811340,15507970100000.0,181134002501.0,514.0,KG-05,2.0,514,October Count Day,8000.61,116.61,8117.22,4112313.54,59937.54,4172251.08,8742.655257,5880.99,2.48,489.31,565.82,1178.62,6370.3,1746.92,1,0,1,1,0,0,0
IN,2018-2019,4445,2139,Tippecanoe Valley School Corp,Akron Elementary School,1811370,1811370,15504301200000.0,181137001836.0,389.0,KG-05,2.0,389,October Count Day,8660.35,610.14,9270.5,3368876.15,237344.46,3606224.5,10509.57422,5771.11,0,1205.59,569.82,1723.97,6976.7,2293.8,1,0,1,1,0,0,0
IN,2018-2019,4445,3603,Tippecanoe Valley School Corp,Mentone Elementary School,1811370,1811370,15504301200000.0,181137001838.0,416.0,PK-05,2.0,416,October Count Day,8364.72,733.73,9098.45,3479723.51999999,305231.68,3784955.2,10337.52422,5400.99,0,1205.59,767.91,1723.97,6606.58,2491.87,1,0,1,1,0,0,0
IN,2018-2019,4445,3602,Tippecanoe Valley School Corp,Tippecanoe Valley High School,1811370,1811370,15504301200000.0,181137001839.0,544.0,09-12,4.0,544,October Count Day,9355.99,327.11,9683.11,5089658.56,177947.84,5267611.84,10922.18422,5879.37,0,1205.59,874.18,1723.97,7084.96,2598.15,1,0,1,1,0,0,0
IN,2018-2019,4445,3619,Tippecanoe Valley School Corp,Tippecanoe Valley Middle School,1811370,1811370,15504301200000.0,181137000397.0,434.0,06-08,3.0,434,October Count Day,8215.11,351.58,8566.68,3565357.74,152585.72,3717939.12,9805.754223,5017.74,0,1205.59,619.38,1723.97,6223.33,2343.35,1,0,1,1,0,0,0
IN,2018-2019,7945,8163,Tipton Community School Corp,Tipton Elementary School,1811400,1811400,15508070200000.0,181140001844.0,661.0,PK-05,2.0,661,October Count Day,7336.43,331.78,7668.21,4849380.23,219306.58,5068686.81,8477.58199,5042.04,0,498.56,153.82,1973.78,5540.6,2127.60999999999,1,0,1,1,0,0,0
IN,2018-2019,7945,8177,Tipton Community School Corp,Tipton High School,1811400,1811400,15508070200000.0,181140001843.0,505.0,09-12,4.0,505,October Count Day,9794.2,48.91,9843.11,4946071,24699.55,4970770.55,10652.48199,6820.37,0,498.56,550.39,1973.78,7318.93,2524.18,1,0,1,1,0,0,0
IN,2018-2019,7945,8167,Tipton Community School Corp,Tipton Middle School,1811400,1811400,15508070200000.0,181140001842.0,382.0,06-08,3.0,382,October Count Day,9502.49,48.91,9551.4,3629951.17999999,18683.62,3648634.8,10360.77199,6275.96,0,498.56,803.1,1973.78,6774.52,2776.87999999999,1,0,1,1,0,0,0
IN,2018-2019,7935,8154,Tri-Central Community Schools,Tri Central Elementary,1808040,1808040,15508070100000.0,180804002227.0,372.0,PK-05,2.0,372,October Count Day,7817.05,175.85,7992.9,2907942.6,65416.2,2973358.8,8911.413907,4984.76,0,167.63,499.78,2340.73,5152.39,2840.50999999999,1,0,1,1,0,0,0
IN,2018-2019,7935,8155,Tri-Central Community Schools,Tri Central Middle-High School,1808040,1808040,15508070100000.0,180804001379.0,401.0,06-12,4.0,401,October Count Day,9623.07,26.88,9649.95,3858851.07,10778.88,3869629.95,10568.46391,6718.27,0,167.63,423.33,2340.73,6885.9,2764.05,1,0,1,1,0,0,0
IN,2018-2019,8535,9143,Tri-County School Corporation,Tri-County Intermediate School,1811430,1811430,15509170300000.0,181143001845.0,193.0,03-06,2.0,193,October Count Day,9753.45,248.04,10001.49,1882415.85,47871.72,1930287.57,10915.55084,6127.43,1.33,804.9,819.67,2248.15,6932.33,3069.16,1,0,1,1,0,0,0
IN,2018-2019,8535,9141,Tri-County School Corporation,Tri-County Jr/Sr High School,1811430,1811430,15509170300000.0,181143001846.0,318.0,07-12,4.0,318,October Count Day,13997.14,99.87,14097.01,4451090.52,31758.66,4482849.18,15011.07084,8855.75,9.02,804.9,2179.18,2248.15,9660.65,4436.36,1,0,1,1,0,0,0
IN,2018-2019,8535,3170,Tri-County School Corporation,Tri-County Primary School,1811430,1811430,15509170300000.0,181143001848.0,189.0,PK-02,2.0,189,October Count Day,10481.34,206.61,10687.94,1980973.26,39049.29,2020020.66,11602.00084,6725.77,0.08,804.9,909.03,2248.15,7530.67,3157.27,1,0,1,1,0,0,0
IN,2018-2019,4645,3845,Tri-Creek School Corporation,Lake Prairie Elementary School,1811460,1811460,15504501900000.0,181146001850.0,367.0,KG-05,2.0,367,October Count Day,8876.88,354.35,9231.23,3257814.95999999,130046.45,3387861.40999999,9135.811126,5486.65,0,1473.69,574.13,1696.77,6960.34,2270.88999999999,1,0,1,1,0,0,0
IN,2018-2019,4645,3851,Tri-Creek School Corporation,Lowell Middle School,1811460,1811460,15504501900000.0,181146001851.0,795.0,06-08,3.0,795,October Count Day,7899.37,96.3,7995.67,6279999.15,76558.5,6356557.65,7900.251126,4402.05,0,1473.69,423.16,1696.77,5875.74,2119.93,1,0,1,1,0,0,0
IN,2018-2019,4645,3865,Tri-Creek School Corporation,Lowell Senior High School,1811460,1811460,15504501900000.0,181146001852.0,1119.0,09-12,4.0,1119,October Count Day,10163.03,96.3,10259.32,11372430.57,107759.7,11480179.08,10163.90113,5807.65,0,1473.69,1281.21,1696.77,7281.34,2977.97999999999,1,0,1,1,0,0,0
IN,2018-2019,4645,3753,Tri-Creek School Corporation,Oak Hill Elementary School,1811460,1811460,15504501900000.0,181146001853.0,516.0,KG-05,2.0,516,October Count Day,7814.86,349.34,8164.2,4032467.76,180259.439999999,4212727.2,8068.781126,4619.51,0,1473.69,374.23,1696.77,6093.2,2070.99999999999,1,0,1,1,0,0,0
IN,2018-2019,4645,3848,Tri-Creek School Corporation,Three Creeks Elem School,1811460,1811460,15504501900000.0,181146002360.0,506.0,KG-05,2.0,506,October Count Day,7870.75,336.45,8207.2,3982599.5,170243.699999999,4152843.2,8111.781126,4697.1,0,1473.69,339.64,1696.77,6170.79,2036.40999999999,1,0,1,1,0,0,0
IN,2018-2019,4915,4692,Tri-Township Cons School Corp,LaCrosse School,1800107,1800107,15504610200000.0,180010702511.0,119.0,09-12,4.0,119,October Count Day,10981.99,227.34,11209.33,1306856.81,27053.46,1333910.27,11725.73143,6837.37,0,640.4,2583.83,1147.74,7477.76999999999,3731.56,1,0,1,1,0,0,0
IN,2018-2019,4915,4696,Tri-Township Cons School Corp,Wanatah School,1800107,1800107,15504610200000.0,180010702520.0,259.0,PK-08,3.0,259,October Count Day,10099.94,648.67,10748.61,2615884.46,168005.53,2783889.99,11265.01143,6997.11,0,640.4,1963.37,1147.74,7637.50999999999,3111.1,1,0,1,1,0,0,0
IN,2018-2019,5495,5922,Triton School Corporation,Triton Elementary School,1811490,1811490,15505070200000.0,181149001855.0,515.0,PK-06,2.0,515,October Count Day,6859.79,492.89,7352.68,3532791.85,253838.35,3786630.2,8210.007077,4485.52,0,790.4,394.6,1682.17,5275.92,2076.76,1,0,1,1,0,0,0
IN,2018-2019,5495,5923,Triton School Corporation,Triton Jr-Sr High School,1811490,1811490,15505070200000.0,181149001856.0,412.0,07-12,4.0,412,October Count Day,8876.45,265.85,9142.3,3657097.4,109530.2,3766627.59999999,9999.627077,5957.83,0,790.4,711.91,1682.17,6748.23,2394.06999999999,1,0,1,1,0,0,0
IN,2018-2019,8565,9129,Twin Lakes School Corp,Eastlawn Elementary School,1811580,1811580,15509170400000.0,181158001859.0,231.0,PK-04,2.0,231,October Count Day,7334.7,357.63,7692.32,1694315.7,82612.53,1776925.92,8591.32782,4698.43,121.17,975.57,732.99,1164.16,5674,2018.31999999999,1,0,1,1,0,0,0
IN,2018-2019,8565,9163,Twin Lakes School Corp,Meadowlawn Elementary School,1811580,1811580,15509170400000.0,181158001860.0,548.0,KG-05,2.0,548,October Count Day,6954.59,391.63,7346.22,3811115.32,214613.24,4025728.56,8245.22782,4121.64,574.56,975.57,510.3,1164.16,5097.21,2249.01,1,0,1,1,0,0,0
IN,2018-2019,8565,8886,Twin Lakes School Corp,New School Building,1811580,1811580,15509170400000.0,,,,,0,October Count Day,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,0,1,0
IN,2018-2019,8565,9157,Twin Lakes School Corp,Oaklawn Elementary School,1811580,1811580,15509170400000.0,181158001861.0,351.0,KG-04,2.0,351,October Count Day,7804.81,433.8,8238.61,2739488.31,152263.8,2891752.11,9137.61782,4542.05,992.35,975.57,564.48,1164.16,5517.62,2720.99,1,0,1,1,0,0,0
IN,2018-2019,8565,9153,Twin Lakes School Corp,Roosevelt Middle School,1811580,1811580,15509170400000.0,181158001862.0,531.0,06-08,3.0,531,October Count Day,9433.2,290.3,9723.5,5009029.2,154149.3,5163178.5,10622.50782,6224.03,491.07,975.57,868.68,1164.16,7199.59999999999,2523.9,1,0,1,1,0,0,0
IN,2018-2019,8565,9149,Twin Lakes School Corp,Twin Lakes Senior High School,1811580,1811580,15509170400000.0,181158001863.0,770.0,09-12,4.0,770,October Count Day,8911.17,223.8,9134.97,6861600.9,172326,7033926.89999999,10033.97782,5658.77,306.02,975.57,1030.46,1164.16,6634.34,2500.62999999999,1,0,1,1,0,0,0
IN,2018-2019,1425,1136,Twin Rivers Career & Tech Ed Area,Twin Rivers Career & Tech Ed Area,1811600,1811600,15501420100000.0,181160002241.0,0.0,09-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,1,0,1,1
IN,2018-2019,7950,8213,Union Co/Clg Corner Joint Sch Dist,College Corner Union Elem School,1811610,1811610,15508150100000.0,181161001870.0,238.0,KG-05,2.0,238,October Count Day,9273.72,321.44,9595.16,2207145.36,76502.72,2283648.08,,5940.43,0,957.47,637.61,2059.66,6897.9,2697.25999999999,1,0,1,1,0,1,1
IN,2018-2019,7950,8209,Union Co/Clg Corner Joint Sch Dist,Liberty Elementary School,1811610,1811610,15508150100000.0,181161001867.0,317.0,KG-05,2.0,317,October Count Day,8883.97,685.17,9569.14,2816218.48999999,217198.889999999,3033417.38,,6036.92,0,957.47,515.09,2059.66,6994.39,2574.74999999999,1,0,1,1,0,1,1
IN,2018-2019,7950,8193,Union Co/Clg Corner Joint Sch Dist,Union County High School,1811610,1811610,15508150100000.0,181161001869.0,422.0,09-12,4.0,422,October Count Day,9835.19,139.63,9974.82,4150450.18,58923.86,4209374.04,,6165.11,0,957.47,792.58,2059.66,7122.58,2852.24,1,0,1,1,0,1,1
IN,2018-2019,7950,8206,Union Co/Clg Corner Joint Sch Dist,Union County Middle School,1811610,1811610,15508150100000.0,181161001868.0,317.0,06-08,3.0,317,October Count Day,8727.3,50.17,8777.48,2766554.09999999,15903.89,2782461.15999999,,5237.15,0,957.47,523.2,2059.66,6194.62,2582.85999999999,1,0,1,1,0,1,1
IN,2018-2019,6795,7142,Union School Corporation,Indiana Digital Alternative School,1811730,1811730,15506800700000.0,181173002660.0,302.0,09-12,4.0,302,October Count Day,760.5,0.88,761.38,229671,265.76,229936.76,,0,0,300.68,0,460.7,300.68,460.7,1,0,1,1,0,1,1
IN,2018-2019,6795,7122,Union School Corporation,Indiana Digital Elementary,1811730,1811730,15506800700000.0,181173002654.0,1341.0,KG-06,2.0,1341,October Count Day,760.5,0.88,761.38,1019830.5,1180.08,1021010.58,,0,0,300.68,0,460.7,300.68,460.7,1,0,1,1,0,1,1
IN,2018-2019,6795,7131,Union School Corporation,Indiana Digital JR and High School,1811730,1811730,15506800700000.0,181173002666.0,1442.0,07-12,4.0,1442,October Count Day,760.5,0.88,761.38,1096641,1268.96,1097909.96,,0,0,300.68,0,460.7,300.68,460.7,1,0,1,1,0,1,1
IN,2018-2019,6795,7117,Union School Corporation,Union Elementary School,1811730,1811730,15506800700000.0,181173001874.0,134.0,KG-06,2.0,134,October Count Day,28644.87,835.43,29480.29,3838412.58,111947.62,3950358.86,,28591.6,0,300.68,127.32,460.7,28892.28,588.010000000002,1,0,1,1,0,1,1
IN,2018-2019,6795,7119,Union School Corporation,Union Junior & High School,1811730,1811730,15506800700000.0,181173001875.0,152.0,07-12,4.0,152,October Count Day,108402.78,0.88,108403.67,16477222.56,133.76,16477357.84,,107419.25,0,300.68,223.04,460.7,107719.93,683.740000000005,1,0,1,1,0,1,1
IN,2018-2019,6530,6846,Union Township School Corp,John Simatovich Elementary School,1811700,1811700,15506401100000.0,181170002218.0,229.0,KG-05,2.0,229,October Count Day,9370.53,667.1,10037.63,2145851.37,152765.9,2298617.27,10877.44862,6702.2,0,693.42,1149.55,1492.47,7395.62,2642.00999999999,1,0,1,1,0,0,0
IN,2018-2019,6530,6845,Union Township School Corp,Union Center Elementary School,1811700,1811700,15506401100000.0,181170001872.0,366.0,KG-05,2.0,366,October Count Day,7865.11,34.75,7899.87,2878630.26,12718.5,2891352.42,8739.688623,4867.93,0,693.42,846.06,1492.47,5561.35,2338.51999999999,1,0,1,1,0,0,0
IN,2018-2019,6530,6843,Union Township School Corp,Union Township Middle School,1811700,1811700,15506401100000.0,181170000793.0,321.0,06-08,3.0,321,October Count Day,8931.86,21.09,8952.95,2867127.06,6769.89,2873896.95,9792.768623,6138.27,0,693.42,628.8,1492.47,6831.69,2121.26,1,0,1,1,0,0,0
IN,2018-2019,6530,6841,Union Township School Corp,Wheeler High School,1811700,1811700,15506401100000.0,181170001873.0,536.0,09-12,4.0,536,October Count Day,10293.68,21.09,10314.77,5517412.48,11304.24,5528716.72,11154.58862,6376,0,693.42,1752.89,1492.47,7069.42,3245.35,1,0,1,1,0,0,0
IN,2018-2019,7215,7400,Union-North United School Corp,LaVille Elementary School,1811910,1811910,15507180200000.0,181191002242.0,639.0,KG-06,2.0,639,October Count Day,7240.37,622.14,7862.51,4626596.43,397547.459999999,5024143.89,7914.560327,5176.4,0,562.98,526.46,1596.67,5739.37999999999,2123.13,1,0,1,1,0,0,0
IN,2018-2019,7215,7399,Union-North United School Corp,LaVille Jr-Sr High School,1811910,1811910,15507180200000.0,181191001879.0,584.0,07-12,4.0,584,October Count Day,9029.17,346.16,9375.34,5273035.28,202157.44,5475198.56,9427.390327,6072.8,0,562.98,1142.89,1596.67,6635.78,2739.55999999999,1,0,1,1,0,0,0
IN,2018-2019,9095,9094,Urban ACT Academy,Urban ACT Academy,1800192,1800192,,180019202640.0,345.0,KG-08,3.0,345,October Count Day,8729.79,413.49,9143.27,3011777.55,142654.05,3154428.15,9257.971014,8335.85,0,0,807.42,0,8335.85,807.42,1,0,1,1,0,0,0
IN,2018-2019,6560,6885,Valparaiso Community Schools,Benjamin Franklin Middle School,1811970,1811970,15506401200000.0,181197001881.0,820.0,06-08,3.0,820,October Count Day,8761.59,27.29,8788.88,7184503.8,22377.8,7206881.6,9612.507751,6037.55,0,424.33,965.36,1361.65,6461.88,2326.99999999999,1,0,1,1,0,0,0
IN,2018-2019,6560,6891,Valparaiso Community Schools,Central Elementary School,1811970,1811970,15506401200000.0,181197001882.0,149.0,KG-05,2.0,149,October Count Day,10134.81,575.42,10710.23,1510086.69,85737.5799999999,1595824.27,11533.85775,7992.23,0,424.33,932.02,1361.65,8416.56,2293.67,1,0,1,1,0,0,0
IN,2018-2019,6560,6897,Valparaiso Community Schools,Cooks Corners Elementary School,1811970,1811970,15506401200000.0,181197001883.0,430.0,KG-05,2.0,430,October Count Day,6843.04,25.2,6868.24,2942507.2,10836,2953343.19999999,7691.867751,4608.3,0,424.33,473.96,1361.65,5032.63,1835.60999999999,1,0,1,1,0,0,0
IN,2018-2019,6560,6893,Valparaiso Community Schools,Flint Lake Elementary School,1811970,1811970,15506401200000.0,181197000163.0,468.0,KG-05,2.0,468,October Count Day,7771.79,415.48,8187.27,3637197.72,194444.64,3831642.36,9010.897751,5673.21,0,424.33,728.08,1361.65,6097.54,2089.73,1,0,1,1,0,0,0
IN,2018-2019,6560,6903,Valparaiso Community Schools,Heavilin Elementary School,1811970,1811970,15506401200000.0,181197002637.0,526.0,KG-05,2.0,526,October Count Day,7098.79,23.26,7122.05,3733963.54,12234.76,3746198.3,7945.677751,4761.25,0,424.33,574.81,1361.65,5185.58,1936.47,1,0,1,1,0,0,0
IN,2018-2019,6560,6913,Valparaiso Community Schools,Memorial Elementary School,1811970,1811970,15506401200000.0,181197001886.0,435.0,KG-05,2.0,435,October Count Day,6970.03,25.09,6995.12,3031963.05,10914.15,3042877.19999999,7818.747751,4762.38,0,424.33,446.77,1361.65,5186.71,1808.40999999999,1,0,1,1,0,0,0
IN,2018-2019,6560,8886,Valparaiso Community Schools,New School Building,1811970,1811970,15506401200000.0,,,,,0,October Count Day,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,0,1,0
IN,2018-2019,6560,6917,Valparaiso Community Schools,Northview Elementary School,1811970,1811970,15506401200000.0,181197001887.0,227.0,KG-05,2.0,227,October Count Day,8986.42,27.12,9013.54,2039917.34,6156.24,2046073.58,9837.167751,6581.86,0,424.33,645.7,1361.65,7006.19,2007.35,1,0,1,1,0,0,0
IN,2018-2019,6560,6921,Valparaiso Community Schools,Parkview Elementary School,1811970,1811970,15506401200000.0,181197001888.0,272.0,KG-05,2.0,272,October Count Day,7864.6,489.95,8354.56,2139171.2,133266.4,2272440.32,9178.187751,6017.45,0,424.33,551.12,1361.65,6441.78,1912.77999999999,1,0,1,1,0,0,0
IN,2018-2019,6560,6922,Valparaiso Community Schools,Porter County Career Center,1811970,1811970,15506401200000.0,181197002361.0,0.0,KG-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,1,0,1,1,0,1,0
IN,2018-2019,6560,6888,Valparaiso Community Schools,Thomas Jefferson Elementary School,1811970,1811970,15506401200000.0,181197001889.0,230.0,KG-05,2.0,230,October Count Day,9284.32,577.16,9861.48,2135393.6,132746.8,2268140.4,10685.10775,7500.85,0,424.33,574.65,1361.65,7925.18,1936.29999999999,1,0,1,1,0,0,0
IN,2018-2019,6560,6887,Valparaiso Community Schools,Thomas Jefferson Middle School,1811970,1811970,15506401200000.0,181197001890.0,675.0,06-08,3.0,675,October Count Day,9389.78,30.37,9420.15,6338101.5,20499.75,6358601.25,10243.77775,6526.5,0,424.33,1107.67,1361.65,6950.83,2469.31999999999,1,0,1,1,0,0,0
IN,2018-2019,6560,6881,Valparaiso Community Schools,Valparaiso High School,1811970,1811970,15506401200000.0,181197001891.0,2054.0,09-12,4.0,2054,October Count Day,7937.47,33.15,7970.62,16303563.38,68090.0999999999,16371653.48,8794.247751,5492.96,0,424.33,691.68,1361.65,5917.29,2053.33,1,0,1,1,0,0,0
IN,2018-2019,9080,1004,Vanguard Collegiate of Indy,Vanguard Collegiate of Indy,1800193,1800193,,180019302639.0,57.0,05-08,3.0,57,October Count Day,10322.3,8902.2,19224.5,588371.1,507425.4,1095796.5,,17580.23,0,0,1644.27,0,17580.23,1644.27,1,0,1,1,0,1,1
IN,2018-2019,8030,8510,Vigo County School Corp,Adelaide De Vaney Elementary Sch,1812090,1812090,15508450100000.0,181209002172.0,469.0,PK-05,2.0,469,October Count Day,7552.24,489.73,8041.97,3542000.56,229683.37,3771683.93,9154.373041,4955.3,170.03,1156.84,510.67,1249.12,6112.14,1929.83,1,0,1,1,0,0,0
IN,2018-2019,8030,8533,Vigo County School Corp,Benjamin Franklin Elem School,1812090,1812090,15508450100000.0,181209001894.0,336.0,PK-05,2.0,336,October Count Day,8678.52,1018.61,9697.13,2915982.72,342252.96,3258235.67999999,10809.53304,6390.15,261.33,1156.84,639.68,1249.12,7546.99,2150.13999999999,1,0,1,1,0,0,0
IN,2018-2019,8030,8537,Vigo County School Corp,Blanche E Fuqua Elementary School,1812090,1812090,15508450100000.0,181209001895.0,351.0,PK-05,2.0,351,October Count Day,8110.98,896.76,9007.74,2846953.98,314762.76,3161716.73999999,10120.14304,5693.18,183.05,1156.84,725.55,1249.12,6850.02,2157.71999999999,1,0,1,1,0,0,0
IN,2018-2019,8030,8611,Vigo County School Corp,Booker T Washington Alt Sch,1812090,1812090,15508450100000.0,181209002344.0,58.0,10-12,4.0,58,October Count Day,13531.47,657.89,14189.37,784825.26,38157.62,822983.46,15301.77304,10037,0,1156.84,1746.4,1249.12,11193.84,2995.53,1,0,1,1,0,0,0
IN,2018-2019,8030,8505,Vigo County School Corp,Davis Park Elementary School,1812090,1812090,15508450100000.0,181209001901.0,323.0,PK-05,2.0,323,October Count Day,9071.38,1087.44,10158.82,2930055.73999999,351243.12,3281298.86,11271.22304,6674.5,327.13,1156.84,751.23,1249.12,7831.34,2327.47999999999,1,0,1,1,0,0,0
IN,2018-2019,8030,8509,Vigo County School Corp,Deming Elementary School,1812090,1812090,15508450100000.0,181209001902.0,285.0,PK-05,2.0,285,October Count Day,7714.29,1020.04,8734.34,2198572.65,290711.399999999,2489286.9,9846.743041,5134.91,387.85,1156.84,805.61,1249.12,6291.75,2442.59,1,0,1,1,0,0,0
IN,2018-2019,8030,8511,Vigo County School Corp,Dixie Bee Elementary School,1812090,1812090,15508450100000.0,181209001903.0,641.0,KG-05,2.0,641,October Count Day,8276.17,219.53,8495.7,5305024.97,140718.73,5445743.7,9608.103041,5428.72,148.38,1156.84,512.64,1249.12,6585.56,1910.14,1,0,1,1,0,0,0
IN,2018-2019,8030,8517,Vigo County School Corp,Farrington Grove Elementary School,1812090,1812090,15508450100000.0,181209001904.0,442.0,PK-05,2.0,442,October Count Day,8412.28,847.35,9259.64,3718227.76,374528.7,4092760.88,10372.04304,6093.65,223.75,1156.84,536.27,1249.12,7250.49,2009.14999999999,1,0,1,1,0,0,0
IN,2018-2019,8030,8521,Vigo County School Corp,Fayette Elementary School,1812090,1812090,15508450100000.0,181209001905.0,196.0,KG-05,2.0,196,October Count Day,10323.04,324.82,10647.86,2023315.84,63664.72,2086980.56,11760.26304,7046.88,125.47,1156.84,1069.55,1249.12,8203.72,2444.14,1,0,1,1,0,0,0
IN,2018-2019,8030,8445,Vigo County School Corp,Honey Creek Middle School,1812090,1812090,15508450100000.0,181209001907.0,767.0,06-08,3.0,767,October Count Day,9082.69,180.27,9262.96,6966423.23,138267.09,7104690.31999999,10375.36304,5962.41,85.93,1156.84,808.66,1249.12,7119.25,2143.70999999999,1,0,1,1,0,0,0
IN,2018-2019,8030,8543,Vigo County School Corp,Hoosier Prairie Elementary School,1812090,1812090,15508450100000.0,181209002173.0,340.0,PK-05,2.0,340,October Count Day,9267.21,318.69,9585.9,3150851.4,108354.6,3259206,10698.30304,6290.66,210.58,1156.84,678.69,1249.12,7447.5,2138.39999999999,1,0,1,1,0,0,0
IN,2018-2019,8030,8549,Vigo County School Corp,Lost Creek Elementary School,1812090,1812090,15508450100000.0,181209001909.0,700.0,PK-05,2.0,700,October Count Day,8284.53,211.01,8495.54,5799171,147707,5946878,9607.943041,5453.21,155.95,1156.84,480.41,1249.12,6610.05,1885.49,1,0,1,1,0,0,0
IN,2018-2019,8030,8612,Vigo County School Corp,McLean Education Center (Alt),1812090,1812090,15508450100000.0,181209000926.0,92.0,06-12,4.0,92,October Count Day,18252.27,1082.28,19334.56,1679208.84,99569.76,1778779.52,20446.96304,14129.08,0,1156.84,2799.51,1249.12,15285.92,4048.64,1,0,1,1,0,0,0
IN,2018-2019,8030,8561,Vigo County School Corp,Meadows Elementary School,1812090,1812090,15508450100000.0,181209001910.0,318.0,PK-05,2.0,318,October Count Day,8402.82,920.05,9322.87,2672096.76,292575.899999999,2964672.66,10435.27304,6152.6,92.16,1156.84,672.14,1249.12,7309.44,2013.43,1,0,1,1,0,0,0
IN,2018-2019,8030,8477,Vigo County School Corp,Otter Creek Middle School,1812090,1812090,15508450100000.0,181209001911.0,813.0,06-08,3.0,813,October Count Day,8962.57,180.27,9142.84,7286569.41,146559.51,7433128.92,10255.24304,6120.06,72.82,1156.84,544,1249.12,7276.9,1865.93999999999,1,0,1,1,0,0,0
IN,2018-2019,8030,8575,Vigo County School Corp,Ouabache Elementary School,1812090,1812090,15508450100000.0,181209002176.0,342.0,PK-05,2.0,342,October Count Day,7903.21,990.13,8893.35,2702897.82,338624.46,3041525.7,10005.75304,5664.89,125.94,1156.84,696.56,1249.12,6821.73,2071.62,1,0,1,1,0,0,0
